,Country_Name,Country_Code,Season,Year,GDP,Population,GDP_per_capita,Gold,Silver,Bronze,Total_Medals,Gold_Score,Silver_Score,Bronze_Score,Total_Score,Medal_score_per_GDP,Medal_score_per_capita
588,"Hong Kong SAR, China",HKG,Summer,1996,24818154.55,6435500.0,3.856445427705695,1,0,0,1,3,0,0,3,1.2087925369132653e-07,4.66164245202393e-07
589,Hungary,HUN,Summer,1996,4525039.103,10311238.0,0.43884537462911827,7,4,10,21,21,8,10,39,8.618710051399084e-06,3.7822810413259784e-06
590,India,IND,Summer,1996,399577.5035,983281218.0,0.0004063715406999669,0,0,1,1,0,0,1,1,2.502643395188038e-06,1.0170030523251588e-09
591,Ireland,IRL,Summer,1996,20835897.71,3637510.0,5.728066097412791,3,0,1,4,9,0,1,10,4.799409240332655e-07,2.7491333357159156e-06
592,Israel,ISR,Summer,1996,20116981.87,5692000.0,3.534255423401265,0,0,1,1,0,0,1,1,4.970924597249239e-08,1.7568517217146873e-07
593,Italy,ITA,Summer,1996,23081604.68,56860281.0,0.405935466270383,13,10,12,35,39,20,12,71,3.0760426315385626e-06,1.2486747999011822e-06
594,Jamaica,JAM,Summer,1996,2919144.486,2532894.0,1.1524937427306472,1,3,2,6,3,6,2,11,3.768227318913189e-06,4.342858406234134e-06
595,Japan,JPN,Summer,1996,39150039.63,125757000.0,0.311314993439729,3,6,5,14,9,12,5,26,6.641117159962373e-07,2.0674793450861583e-07
596,Kazakhstan,KAZ,Summer,1996,1350305.67,15578227.0,0.08667903414169019,3,4,4,11,9,8,4,21,1.555203422940526e-05,1.3480353059433528e-06
597,Kenya,KEN,Summer,1996,436195.45160000003,27615736.0,0.015795177488660814,1,4,3,8,3,8,3,14,3.209570376914035e-05,5.069573376570517e-07
598,"Korea, Rep.",KOR,Summer,1996,13403049.59,45524681.0,0.2944128173023332,7,15,5,27,21,30,5,56,4.178153607801432e-06,1.2301019747947272e-06
599,Lithuania,LTU,Summer,1996,2327434.8570000003,3601613.0,0.6462201399761719,0,0,1,1,0,0,1,1,4.296575678551848e-07,2.776533736411991e-07
600,Morocco,MAR,Summer,1996,1585718.384,26999093.0,0.05873228348818977,0,0,2,2,0,0,2,2,1.2612580015342748e-06,7.407656249785872e-08
601,Moldova,MDA,Summer,1996,575145.4551,2947293.0,0.19514363013789265,0,1,1,2,0,2,1,3,5.216071818699137e-06,1.0178831897609093e-06
602,Mexico,MEX,Summer,1996,4487291.779,91586555.0,0.04899509299154226,0,0,1,1,0,0,1,1,2.2285156598906335e-07,1.0918633198944976e-08
603,Mozambique,MOZ,Summer,1996,239857.40430000002,16079553.0,0.01491691991064677,0,0,1,1,0,0,1,1,4.169143758219183e-06,6.219078353732844e-08
604,Namibia,NAM,Summer,1996,2417605.515,1650066.0,1.4651568573620692,0,2,0,2,0,4,0,4,1.6545296472820131e-06,2.424145458424087e-06
605,Norway,NOR,Summer,1996,37321974.199999996,4381336.0,8.518400369202451,2,2,3,7,6,4,3,13,3.483202665093746e-07,2.967131486834153e-06
606,New Zealand,NZL,Summer,1996,18794436.04,3732000.0,5.036022518756699,3,2,1,6,9,4,1,14,7.449013085683417e-07,3.7513397642015005e-06
607,Poland,POL,Summer,1996,4147465.5009999997,38624370.0,0.10737949903131105,7,5,5,17,21,10,5,36,8.679999867707159e-06,9.320540373862408e-07
608,"Korea, Dem. People's Rep.",PRK,Summer,1996,0.0,22614347.0,0.0,2,1,2,5,6,2,2,10,0.0,4.421971591751024e-07
609,Romania,ROU,Summer,1996,1633010.6439999999,22619004.0,0.07219639927558259,4,7,9,20,12,14,9,35,2.1432805798662022e-05,1.5473714050362252e-06
610,Russian Federation,RUS,Summer,1996,2643929.199,148160129.0,0.01784507894833164,26,21,16,63,78,42,16,136,5.143859376092166e-05,9.179257666548063e-07
611,Slovak Republic,SVK,Summer,1996,5196940.38,5373361.0,0.9671675474623797,1,1,1,3,3,2,1,6,1.1545254633073163e-06,1.1166195608298046e-06
612,Sweden,SWE,Summer,1996,32998968.159999996,8840998.0,3.7324935669027406,2,4,2,8,6,8,2,16,4.848636455061812e-07,1.8097504376768324e-06
613,Syrian Arab Republic,SYR,Summer,1996,4184294.4399999995,14708879.0,0.2844740540730534,1,0,0,1,3,0,0,3,7.169667534199626e-07,2.0395843898097197e-07
614,Thailand,THA,Summer,1996,3039890.1,60211096.0,0.050487207540616766,1,0,1,2,3,0,1,4,1.3158370429246767e-06,6.64329378757696e-08
615,Trinidad and Tobago,TTO,Summer,1996,4385098.699999999,1313434.0,3.3386517327859635,0,0,2,2,0,0,2,2,4.5609007614811505e-07,1.5227259230383864e-06
616,Tunisia,TUN,Summer,1996,2077007.469,9430550.0,0.2202424534093982,0,0,1,1,0,0,1,1,4.814619181323705e-07,1.0603835407266808e-07
617,Turkiye,TUR,Summer,1996,3009855.034,60293786.0,0.049919821488735173,4,1,1,6,12,2,1,15,4.9836287231632835e-06,2.487818562264443e-07
618,Uganda,UGA,Summer,1996,284456.8035,21249572.0,0.013386472136944686,0,0,1,1,0,0,1,1,3.515472253417205e-06,4.7059771368571566e-08
619,Ukraine,UKR,Summer,1996,872698.7305000001,51057800.0,0.017092368462800985,9,2,12,23,27,4,12,43,4.9272444770675644e-05,8.421827810833996e-07
620,United States,USA,Summer,1996,29967712.72,269394000.0,0.11124120329331759,44,32,25,101,132,64,25,221,7.3746035296350105e-06,8.203597704477457e-07
621,Uzbekistan,UZB,Summer,1996,600598.1577999999,23225000.0,0.025859985265877284,0,1,1,2,0,2,1,3,4.995020316061317e-06,1.2917115177610334e-07
622,Australia,AUS,Winter,1998,21478385.16,18607584.0,1.154281241455097,0,0,1,1,0,0,1,1,4.655843502901407e-08,5.374152818549684e-08
623,Austria,AUT,Winter,1998,27361875.11,7976789.0,3.4301866465315807,3,5,9,17,9,10,9,28,1.023321679798428e-06,3.510184361150834e-06
624,Belgium,BEL,Winter,1998,25338443.29,10203008.0,2.4834287388581875,0,0,1,1,0,0,1,1,3.946572362614941e-08,9.801031225301402e-08
625,Belarus,BLR,Winter,1998,1511325.3159999999,10071963.0,0.15005270730243944,0,0,2,2,0,0,2,2,1.3233418237797852e-06,1.985710233447045e-07
626,Canada,CAN,Winter,1998,21024585.07,30155173.0,0.6972132134675533,6,5,4,15,18,10,4,32,1.5220276592122062e-06,1.0611777952658404e-06
627,China,CHN,Winter,1998,828580.4793,1241935000.0,0.0006671689575541393,0,6,2,8,0,12,2,14,1.6896367160167055e-05,1.1272731664700648e-08
628,Czechia,CZE,Winter,1998,6489703.619,10294373.0,0.6304127137223413,1,1,1,3,3,2,1,6,9.24541450927545e-07,5.828426850280245e-07
629,Finland,FIN,Winter,1998,26009269.49,5153498.0,5.046915607612537,2,4,6,12,6,8,6,20,7.689566217032573e-07,3.880859175651179e-06
630,France,FRA,Winter,1998,24971574.49,60192790.0,0.41485989418333985,2,1,5,8,6,2,5,13,5.205919236372508e-07,2.1597271035285122e-07
631,United Kingdom,GBR,Winter,1998,28297866.0,58487141.0,0.4838305568740315,0,0,1,1,0,0,1,1,3.5338353782578516e-08,1.7097775389636502e-08
632,Italy,ITA,Winter,1998,22318137.299999997,56906744.0,0.39218791537256104,2,6,2,10,6,12,2,20,8.961321337511443e-07,3.5145219343422636e-07
633,Japan,JPN,Winter,1998,32423755.61,126400000.0,0.25651705387658225,5,1,4,10,15,2,4,21,6.476732755018444e-07,1.661392405063291e-07
634,Kazakhstan,KAZ,Winter,1998,1468669.291,15071640.0,0.09744588452218869,0,0,2,2,0,0,2,2,1.36177695840445e-06,1.3269956023365738e-07
635,"Korea, Rep.",KOR,Winter,1998,8281699.982,46286503.0,0.17892256803241324,3,1,2,6,9,2,2,13,1.5697260258467547e-06,2.8085941165181565e-07
636,Norway,NOR,Winter,1998,34788359.85,4431464.0,7.8503085774813925,10,10,5,25,30,20,5,55,1.5809885903545982e-06,1.2411248291760917e-05
637,Russian Federation,RUS,Winter,1998,1834861.816,147670784.0,0.012425354334138296,9,6,3,18,27,12,3,42,2.2890007102311404e-05,2.8441644895716135e-07
638,Sweden,SWE,Winter,1998,30596527.2,8850974.0,3.4568542625930205,0,2,1,3,0,4,1,5,1.634172390649616e-07,5.649095794428952e-07
639,Ukraine,UKR,Winter,1998,835250.9765999999,50144500.0,0.016656881145489535,0,1,0,1,0,2,0,2,2.3944898671549785e-06,3.98847331212795e-08
640,United States,USA,Winter,1998,32853676.95,275854000.0,0.11909806256207994,6,3,4,13,18,6,4,28,8.522638133507306e-07,1.0150296896184213e-07
641,Argentina,ARG,Summer,2000,7666517.834,37070774.0,0.20680760088796635,0,2,2,4,0,4,2,6,7.826238886956981e-07,1.6185256881876813e-07
642,Armenia,ARM,Summer,2000,603298.0252,3168523.0,0.19040354928779119,0,0,1,1,0,0,1,1,1.6575555666181549e-06,3.1560446302583253e-07
643,Australia,AUS,Summer,2000,21853781.67,19028802.0,1.1484580936834594,16,25,17,58,48,50,17,115,5.262247135829466e-06,6.043470314105954e-06
644,Austria,AUT,Summer,2000,24625600.72,8011566.0,3.073756206963782,2,1,0,3,6,2,0,8,3.248651714515414e-07,9.985563371755285e-07
645,Azerbaijan,AZE,Summer,2000,655119.9452,8048600.0,0.08139551539398156,2,0,1,3,6,0,1,7,1.068506622533525e-05,8.697164724299879e-07
646,Belgium,BEL,Summer,2000,23098886.51,10251250.0,2.253275113766614,0,2,3,5,0,4,3,7,3.030449107133173e-07,6.828435556639435e-07
647,Belarus,BLR,Summer,2000,1276288.034,9979610.0,0.12788957023370653,3,3,11,17,9,6,11,26,2.037157703227358e-05,2.6053122316403144e-06
648,Brazil,BRA,Summer,2000,3726811.42,175873720.0,0.02119026890430247,0,6,6,12,0,12,6,18,4.829866062823216e-06,1.0234616064298862e-07
649,Canada,CAN,Summer,2000,24271002.06,30685730.0,0.7909540382451387,3,3,8,14,9,6,8,23,9.476328971973233e-07,7.495340668121631e-07
650,Channel Islands,CHI,Summer,2000,44316153.59,145306.0,304.9850218848499,0,0,1,1,0,0,1,1,2.2565135260873618e-08,6.882028271372139e-06
651,China,CHN,Summer,2000,959372.4836,1262645000.0,0.000759811731405106,28,16,14,58,84,32,14,130,0.00013550524141799558,1.0295847209627409e-07
652,Cameroon,CMR,Summer,2000,700163.2135999999,15091594.0,0.04639425189943487,1,0,0,1,3,0,0,3,4.2847152517125624e-06,1.987861587053031e-07
653,Colombia,COL,Summer,2000,2547143.528,39215135.0,0.06495307304182428,1,0,0,1,3,0,0,3,1.1777899309645813e-06,7.650107541386763e-08
654,Cuba,CUB,Summer,2000,2752203.783,11105791.0,0.2478169977266815,11,11,7,29,33,22,7,62,2.2527401634633974e-05,5.582673039678128e-06
655,Czechia,CZE,Summer,2000,6029038.193,10255063.0,0.5879084500017211,2,3,3,8,6,6,3,15,2.4879590275967587e-06,1.4626921355821998e-06
656,Spain,ESP,Summer,2000,14749687.42,40567864.0,0.36358057747383493,3,3,5,11,9,6,5,20,1.355960938730185e-06,4.93001061135484e-07
657,Estonia,EST,Summer,2000,4070609.0239999997,1396985.0,2.9138530649935395,1,0,2,3,3,0,2,5,1.228317426340968e-06,3.579136497528606e-06
658,Ethiopia,ETH,Summer,2000,122962.2935,67031867.0,0.0018343856288532139,4,1,3,8,12,2,3,17,0.00013825376476082077,2.536107192121025e-07
659,Finland,FIN,Summer,2000,24345914.82,5176209.0,4.703425773572898,2,1,1,4,6,2,1,9,3.696718758173984e-07,1.7387242284845918e-06
660,France,FRA,Summer,2000,22416425.419999998,60921384.0,0.36795660157687815,13,14,11,38,39,28,11,78,3.479591350475004e-06,1.2803386081970822e-06
661,United Kingdom,GBR,Summer,2000,28290972.5,58892514.0,0.4803831689032667,11,10,7,28,33,20,7,60,2.1208178686681765e-06,1.0188052084174908e-06
662,Georgia,GEO,Summer,2000,749908.535,4077131.0,0.18393044888672944,0,0,6,6,0,0,6,6,8.000975745662102e-06,1.4716230604314653e-06
663,Hungary,HUN,Summer,2000,4624281.657000001,10210971.0,0.4528738409892654,8,6,3,17,24,12,3,39,8.433742339410446e-06,3.8194212871626016e-06
664,India,IND,Summer,2000,442034.7789,1059633675.0,0.00041715810787157175,0,0,1,1,0,0,1,1,2.2622654318931467e-06,9.43722367071809e-10
665,Ireland,IRL,Summer,2000,26334567.21,3805174.0,6.9207261507620945,0,1,0,1,0,2,0,2,7.594580856603338e-08,5.256001433837191e-07
666,Iceland,ISL,Summer,2000,32096372.26,281205.0,114.13869689372522,0,0,1,1,0,0,1,1,3.1156169049243196e-08,3.5561245354812328e-06
667,Israel,ISR,Summer,2000,21630747.61,6289000.0,3.4394574034027667,0,0,1,1,0,0,1,1,4.623048717639769e-08,1.590077913817777e-07
668,Italy,ITA,Summer,2000,20137591.22,56942108.0,0.35365025861002547,13,8,13,34,39,16,13,68,3.376769309552009e-06,1.1941953395894651e-06
669,Jamaica,JAM,Summer,2000,3447303.8959999997,2612205.0,1.3196911789082402,0,6,3,9,0,12,3,15,4.351226480904369e-06,5.7422752042814406e-06
670,Japan,JPN,Summer,2000,39169359.57,126843000.0,0.3088019013268371,5,8,5,18,15,16,5,36,9.190857444494081e-07,2.838154253683688e-07
671,Kazakhstan,KAZ,Summer,2000,1229001.247,14883626.0,0.08257404795041208,3,4,0,7,9,8,0,17,1.3832370017115207e-05,1.1421947850611135e-06
672,Kenya,KEN,Summer,2000,411821.5792,30851606.0,0.013348464880564077,2,3,2,7,6,6,2,14,3.399530453745587e-05,4.5378512872231026e-07
673,Kyrgyz Republic,KGZ,Summer,2000,279619.56930000003,4898400.0,0.057083857851543365,0,0,1,1,0,0,1,1,3.5762876057044263e-06,2.0414829332026783e-07
674,"Korea, Rep.",KOR,Summer,2000,12256993.57,47008111.0,0.26074209980486135,8,10,10,28,24,20,10,54,4.405648064642005e-06,1.1487379273759799e-06
675,Lithuania,LTU,Summer,2000,3293229.9790000003,3499536.0,0.9410476071684932,2,0,3,5,6,0,3,9,2.7328792879302277e-06,2.5717695145870767e-06
676,Morocco,MAR,Summer,2000,1348049.8050000002,28554415.0,0.04720985546368224,0,1,4,5,0,2,4,6,4.450874127755242e-06,2.1012512425836774e-07
677,Moldova,MDA,Summer,2000,440538.684,2924668.0,0.1506286128887108,0,1,1,2,0,2,1,3,6.8098446491931685e-06,1.0257574534955762e-06
678,Mexico,MEX,Summer,2000,7232878.808999999,97873442.0,0.07390032128429691,1,2,3,6,3,4,3,10,1.3825753567938707e-06,1.0217276306681847e-07
679,North Macedonia,MKD,Summer,2000,1861898.0650000002,2026350.0,0.9188432723863105,0,0,1,1,0,0,1,1,5.370863307707449e-07,4.934981617193476e-07
680,Mozambique,MOZ,Summer,2000,318342.6885,17768505.0,0.01791612116494888,1,0,0,1,3,0,0,3,9.423806823193302e-06,1.688380648794032e-07
681,Norway,NOR,Summer,2000,38131460.61,4490967.0,8.490701581641549,4,3,3,10,12,6,3,21,5.507263468027956e-07,4.676053063850168e-06
682,New Zealand,NZL,Summer,2000,13641102.72,3857700.0,3.5360714207947743,1,0,3,4,3,0,3,6,4.3984713869231826e-07,1.5553308966482619e-06
683,Poland,POL,Summer,2000,4501454.067,38258629.0,0.11765853049778652,6,5,3,14,18,10,3,31,6.886663628817164e-06,8.102747225991815e-07
684,"Korea, Dem. People's Rep.",PRK,Summer,2000,0.0,23367059.0,0.0,0,1,3,4,0,2,3,5,0.0,2.1397643580221199e-07
685,Qatar,QAT,Summer,2000,27494771.33,645937.0,42.565716672059345,0,0,1,1,0,0,1,1,3.637055162226003e-08,1.548138595559629e-06
686,Romania,ROU,Summer,2000,1659907.64,22442971.0,0.07396113642886229,11,6,9,26,33,12,9,54,3.2531930511507254e-05,2.406098550855856e-06
687,Russian Federation,RUS,Summer,2000,1771594.116,146596869.0,0.01208480186572061,32,28,29,89,96,56,29,181,0.00010216787150358768,1.23467848416326e-06
688,Slovak Republic,SVK,Summer,2000,5426624.281,5388720.0,1.0070340045502457,1,3,1,5,3,6,1,10,1.8427662359107038e-06,1.8557282619991389e-06
689,Sweden,SWE,Summer,2000,29624912.67,8872109.0,3.3391060310462826,4,5,3,12,12,10,3,25,8.43884344182946e-07,2.817819303166812e-06
690,Thailand,THA,Summer,2000,2004107.209,63066603.0,0.03177763053132892,1,0,2,3,3,0,2,5,2.494876510371357e-06,7.928126396787218e-08
691,Trinidad and Tobago,TTO,Summer,2000,6120942.704,1332203.0,4.594602101931913,0,1,1,2,0,2,1,3,4.901205819227025e-07,2.2519090559021412e-06
692,Turkiye,TUR,Summer,2000,4278393.130000001,64113547.0,0.06673149950664874,3,0,2,5,9,0,2,11,2.5710587283034454e-06,1.715706042593463e-07
693,Ukraine,UKR,Summer,2000,658348.6328,49176500.0,0.013387464191229551,3,10,10,23,9,20,10,39,5.923912962973802e-05,7.930617266377233e-07
694,United States,USA,Summer,2000,36329956.07,282162411.0,0.1287554778868118,37,24,32,93,111,48,32,191,5.2573694180082176e-06,6.769151118431576e-07
695,Uzbekistan,UZB,Summer,2000,558226.8024,24650400.0,0.022645750267744135,1,1,2,4,3,2,2,7,1.2539706029708184e-05,2.839710511796969e-07
696,Australia,AUS,Winter,2002,20291178.55,19495210.0,1.0408289292600592,2,0,0,2,6,0,0,6,2.9569499796255055e-07,3.077679081169169e-07
697,Austria,AUT,Winter,2002,26527593.09,8081957.0,3.282322968310769,3,3,10,16,9,6,10,25,9.42414938105491e-07,3.093310197022825e-06
698,Belarus,BLR,Winter,2002,1479314.583,9865548.0,0.14994753286892934,0,0,1,1,0,0,1,1,6.759887393065738e-07,1.0136284370619858e-07
699,Canada,CAN,Winter,2002,24255338.58,31360079.0,0.7734463481421714,7,3,7,17,21,6,7,34,1.4017532630129956e-06,1.0841809422737742e-06
700,China,CHN,Winter,2002,1148508.29,1280400000.0,0.0008969917916276164,2,2,4,8,6,4,4,14,1.2189724812521815e-05,1.0934083099031552e-08
701,Czechia,CZE,Winter,2002,8060868.703,10196916.0,0.7905202615182865,1,2,0,3,3,4,0,7,8.68392757395344e-07,6.864820696767533e-07
702,Estonia,EST,Winter,2002,5341628.947,1379350.0,3.8725696501975566,1,1,1,3,3,2,1,6,1.1232528615395046e-06,4.349874941095444e-06
703,Finland,FIN,Winter,2002,26997752.990000002,5200598.0,5.191278577963534,4,2,1,7,12,4,1,17,6.296820334009582e-07,3.268854850922913e-06
704,France,FRA,Winter,2002,24288270.02,61816234.0,0.3929108657767796,4,5,2,11,12,10,2,24,9.881313070151713e-07,3.8824752734047175e-07
705,United Kingdom,GBR,Winter,2002,30079660.04,59370479.0,0.5066433781004193,1,0,0,1,3,0,0,3,9.97351697462868e-08,5.053016331567748e-08
706,Italy,ITA,Winter,2002,22376297.900000002,57059007.0,0.39216066098030766,4,4,5,13,12,8,5,25,1.1172536275538233e-06,4.3814292106415384e-07
707,Japan,JPN,Winter,2002,32820793.640000004,127445000.0,0.257529080309153,0,1,1,2,0,2,1,3,9.140546791482157e-08,2.3539566087331792e-08
708,"Korea, Rep.",KOR,Winter,2002,13165065.74,47644736.0,0.2763173195040896,2,2,0,4,6,4,0,10,7.59586028470527e-07,2.098867753197331e-07
709,Norway,NOR,Winter,2002,43084472.47,4538159.0,9.493821717132432,13,5,7,25,39,10,7,56,1.2997722100228375e-06,1.233980563484003e-05
710,Poland,POL,Winter,2002,5207171.421,38230364.0,0.13620512273961086,0,1,1,2,0,2,1,3,5.76128526881466e-07,7.847165671768126e-08
711,Russian Federation,RUS,Winter,2002,2377529.5409999997,145306497.0,0.01636216955254244,5,4,4,13,15,8,4,27,1.1356325771937066e-05,1.858141277743417e-07
712,Sweden,SWE,Winter,2002,29899195.25,8924958.0,3.3500656529700197,0,2,5,7,0,4,5,9,3.0101144611910583e-07,1.0084081067944522e-06
713,United States,USA,Winter,2002,37997759.660000004,287625193.0,0.1321085933525997,8,12,11,31,24,24,11,59,1.5527231217820696e-06,2.0512806748468656e-07
714,Argentina,ARG,Summer,2004,4258160.261,38668796.0,0.11011877020944744,2,0,4,6,6,0,4,10,2.3484320427271962e-06,2.586064484655793e-07
715,Australia,AUS,Summer,2004,30819993.490000002,19932722.0,1.546200939841533,17,16,17,50,51,32,17,100,3.2446470189049996e-06,5.016876270084939e-06
716,Austria,AUT,Summer,2004,36889233.51,8171966.0,4.514119798099991,2,4,1,7,6,8,1,15,4.0662270729842553e-07,1.8355436133728408e-06
717,Azerbaijan,AZE,Summer,2004,1045009.3790000001,8306500.0,0.12580622151327275,1,0,4,5,3,0,4,7,6.69850447342253e-06,8.427135375910432e-07
718,Belgium,BEL,Summer,2004,35429407.79,10421137.0,3.399764132263111,1,0,2,3,3,0,2,5,1.4112570070706225e-07,4.79794095404369e-07
719,Belarus,BLR,Summer,2004,2378623.286,9730146.0,0.24445915672796686,2,5,6,13,6,10,6,22,9.249047602235573e-06,2.2610143773793323e-06
720,Brazil,BRA,Summer,2004,3623247.9960000003,184722043.0,0.019614594648024765,5,2,3,10,15,4,3,22,6.071900136089939e-06,1.1909785991269055e-07
721,Canada,CAN,Summer,2004,32143681.41,31940655.0,1.0063563633870376,3,6,3,12,9,12,3,24,7.466475197372236e-07,7.513934826947037e-07
722,Channel Islands,CHI,Summer,2004,57202561.029999994,149538.0,382.52859493907897,2,0,1,3,6,0,1,7,1.2237214337883993e-07,4.681084406639115e-05
723,China,CHN,Summer,2004,1508668.098,1296075000.0,0.0011640283918754701,32,17,14,63,96,34,14,144,9.544842910836178e-05,1.1110468144204618e-07
724,Cameroon,CMR,Summer,2004,1119980.93,16809407.0,0.06662822370830809,1,0,0,1,3,0,0,3,2.678617036809725e-06,1.7847149515744368e-07
725,Colombia,COL,Summer,2004,2811197.871,41648268.0,0.06749855410553927,0,0,2,2,0,0,2,2,7.11440493261529e-07,4.802120462728486e-08
726,Cuba,CUB,Summer,2004,3403296.163,11225294.0,0.30318102697354743,9,7,11,27,27,14,11,52,1.527930497655017e-05,4.632395374232514e-06
727,Czechia,CZE,Summer,2004,11749852.66,10197101.0,1.1522738335140545,1,3,5,9,3,6,5,14,1.19150430265906e-06,1.3729392304734453e-06
728,Dominican Republic,DOM,Summer,2004,2468437.673,9043127.0,0.27296284493184714,1,0,0,1,3,0,0,3,1.2153436292170865e-06,3.3174365460089195e-07
729,"Egypt, Arab Rep.",EGY,Summer,2004,1016253.884,77522427.0,0.013109159804813643,1,1,3,5,3,2,3,8,7.87204863465004e-06,1.0319594354289244e-07
730,Eritrea,ERI,Summer,2004,401374.5252,2763140.0,0.14526029271046706,0,0,1,1,0,0,1,1,2.491438637022896e-06,3.61907105684113e-07
731,Spain,ESP,Summer,2004,24907000.85,42921895.0,0.5802866078023815,3,11,6,20,9,22,6,37,1.4855261066086966e-06,8.620309052058395e-07
732,Estonia,EST,Summer,2004,8914103.557,1362550.0,6.542221244724964,0,1,2,3,0,2,2,4,4.487271181473891e-07,2.935672085428058e-06
733,Ethiopia,ETH,Summer,2004,134542.48630000002,75301026.0,0.0017867284610438112,2,3,2,7,6,6,2,14,0.00010405634967071363,1.8592044150899086e-07
734,Finland,FIN,Summer,2004,37772178.11,5228172.0,7.224738992902299,0,2,0,2,0,4,0,4,1.0589804983846085e-07,7.650857699402391e-07
735,France,FRA,Summer,2004,33797162.44,62716306.0,0.5388895583231575,11,9,13,33,33,18,13,64,1.8936500989874227e-06,1.0204682654619358e-06
736,United Kingdom,GBR,Summer,2004,40390785.83,59987905.0,0.6733154930148002,9,9,12,30,27,18,12,57,1.411212949406486e-06,9.501915427784984e-07
737,Georgia,GEO,Summer,2004,1305047.486,3927340.0,0.3322980658664643,2,2,0,4,6,4,0,10,7.662556425935293e-06,2.5462526799309456e-06
738,"Hong Kong SAR, China",HKG,Summer,2004,24928100.37,6783500.0,3.6748139411808065,0,1,0,1,0,2,0,2,8.023074242780739e-08,2.9483305078499297e-07
739,Hungary,HUN,Summer,2004,10301703.39,10107146.0,1.0192494884312546,8,6,3,17,24,12,3,39,3.7857816832367563e-06,3.858656043951477e-06
740,India,IND,Summer,2004,624105.0944,1136264583.0,0.000549260360427867,0,1,0,1,0,2,0,2,3.204588486691898e-06,1.7601534272233846e-09
741,Israel,ISR,Summer,2004,20557078.63,6809000.0,3.0191039256865912,1,0,1,2,3,0,1,4,1.9458017707645456e-07,5.874577764723161e-07
742,Italy,ITA,Summer,2004,31317200.79,57685327.0,0.5428971701937305,10,11,11,32,30,22,11,63,2.0116740452779144e-06,1.0921321465335543e-06
743,Jamaica,JAM,Summer,2004,3819284.231,2664024.0,1.4336523360900653,2,1,2,5,6,2,2,10,2.6182916471188394e-06,3.753719936457029e-06
744,Japan,JPN,Summer,2004,38298980.17,127761000.0,0.2997705103278778,16,9,12,37,48,18,12,78,2.0366077544043385e-06,6.10514945875502e-07
745,Kazakhstan,KAZ,Summer,2004,2874288.483,15012984.0,0.1914535100417079,1,4,3,8,3,8,3,14,4.870770656043435e-06,9.32526138707668e-07
746,Kenya,KEN,Summer,2004,462618.21579999995,34791836.0,0.013296746276913927,1,4,2,7,3,8,2,13,2.8100925462952775e-05,3.736508760273531e-07
747,"Korea, Rep.",KOR,Summer,2004,16496120.09,48082519.0,0.34307936508068554,9,12,9,30,27,24,9,60,3.63721891406284e-06,1.2478547556961398e-06
748,Lithuania,LTU,Summer,2004,6700327.192,3377075.0,1.9840623000673658,1,2,0,3,3,4,0,7,1.044725100642518e-06,2.0727996861189046e-06
749,Morocco,MAR,Summer,2004,1964080.078,30033125.0,0.06539712660603916,2,1,0,3,6,2,0,8,4.0731536812624805e-06,2.663725469793769e-07
750,Mexico,MEX,Summer,2004,7525465.234,103945813.0,0.07239796406229465,0,3,1,4,0,6,1,7,9.301750499589113e-07,6.734277983856839e-08
751,Norway,NOR,Summer,2004,57603836.02,4591910.0,12.544635243286564,5,0,1,6,15,0,1,16,2.777592796848601e-07,3.4843888490845857e-06
752,New Zealand,NZL,Summer,2004,25420234.88,4087500.0,6.21901770764526,3,2,0,5,9,4,0,13,5.114036145365467e-07,3.180428134556575e-06
753,Poland,POL,Summer,2004,6681386.472,38182222.0,0.17498684262010733,3,2,5,10,9,4,5,18,2.6940516127054535e-06,4.7142358556293556e-07
754,"Korea, Dem. People's Rep.",PRK,Summer,2004,0.0,23948930.0,0.0,0,4,1,5,0,8,1,9,0.0,3.7579967038193355e-07
755,Romania,ROU,Summer,2004,3494944.517,21451748.0,0.16292119956844542,8,5,6,19,24,10,6,40,1.1445103006766846e-05,1.864649911046876e-06
756,Russian Federation,RUS,Summer,2004,4102364.7460000003,144067316.0,0.028475332642415578,28,26,36,90,84,52,36,172,4.192703736733993e-05,1.1938863357459925e-06
757,Slovak Republic,SVK,Summer,2004,10691446.55,5372280.0,1.9901134248401053,2,2,2,6,6,4,2,12,1.1223925540739853e-06,2.233688489803212e-06
758,Sweden,SWE,Summer,2004,42821673.14,8993531.0,4.761386060714084,4,2,1,7,12,4,1,17,3.9699523053246114e-07,1.890247556827235e-06
759,Syrian Arab Republic,SYR,Summer,2004,6241058.232000001,18084007.0,0.3451147874472732,0,0,1,1,0,0,1,1,1.602292372265755e-07,5.529747914828832e-08
760,Thailand,THA,Summer,2004,2647261.7199999997,65311166.0,0.040533064744242966,3,1,4,8,9,2,4,15,5.66623235121611e-06,2.296697627477666e-07
761,Trinidad and Tobago,TTO,Summer,2004,9756500.371,1361172.0,7.167720443118136,0,0,1,1,0,0,1,1,1.0249576815190592e-07,7.346610127155128e-07
762,Turkiye,TUR,Summer,2004,6031947.927,67785075.0,0.08898637239834875,3,3,4,10,9,6,4,19,3.149894566389217e-06,2.802976909002461e-07
763,Ukraine,UKR,Summer,2004,1416603.76,47451626.0,0.02985363999960718,8,5,9,22,24,10,9,43,3.035428904974811e-05,9.061860177351983e-07
