Country_Name,Country_Code,Season,Year,GDP,Population,GDP_per_capita,Gold,Silver,Bronze,Total_Medals,Gold_Score,Silver_Score,Bronze_Score,Total_Score,Medal_score_per_GDP,Medal_score_per_capita,cumulative_medal_count
Argentina,ARG,Summer,2004,4258160.261,38668796.0,0.1101187702094474,2,0,4,6,6,0,4,10,2.348432042727196e-06,2.586064484655793e-07,6
Australia,AUS,Summer,2004,30819993.49,19932722.0,1.546200939841533,17,16,17,50,51,32,17,100,3.244647018905e-06,5.016876270084939e-06,50
Austria,AUT,Summer,2004,36889233.51,8171966.0,4.514119798099991,2,4,1,7,6,8,1,15,4.0662270729842553e-07,1.8355436133728408e-06,7
Azerbaijan,AZE,Summer,2004,1045009.379,8306500.0,0.1258062215132727,1,0,4,5,3,0,4,7,6.69850447342253e-06,8.427135375910432e-07,5
Belgium,BEL,Summer,2004,35429407.79,10421137.0,3.399764132263111,1,0,2,3,3,0,2,5,1.4112570070706225e-07,4.79794095404369e-07,3
Belarus,BLR,Summer,2004,2378623.286,9730146.0,0.2444591567279668,2,5,6,13,6,10,6,22,9.249047602235571e-06,2.2610143773793323e-06,13
Brazil,BRA,Summer,2004,3623247.996,184722043.0,0.0196145946480247,5,2,3,10,15,4,3,22,6.071900136089939e-06,1.1909785991269056e-07,10
Canada,CAN,Summer,2004,32143681.41,31940655.0,1.0063563633870376,3,6,3,12,9,12,3,24,7.466475197372236e-07,7.513934826947037e-07,12
Channel Islands,CHI,Summer,2004,57202561.03,149538.0,382.52859493907897,2,0,1,3,6,0,1,7,1.2237214337883993e-07,4.681084406639115e-05,3
China,CHN,Summer,2004,1508668.098,1296075000.0,0.0011640283918754,32,17,14,63,96,34,14,144,9.544842910836178e-05,1.1110468144204619e-07,63
Cameroon,CMR,Summer,2004,1119980.93,16809407.0,0.066628223708308,1,0,0,1,3,0,0,3,2.678617036809725e-06,1.7847149515744368e-07,1
Colombia,COL,Summer,2004,2811197.871,41648268.0,0.0674985541055392,0,0,2,2,0,0,2,2,7.11440493261529e-07,4.802120462728486e-08,2
Cuba,CUB,Summer,2004,3403296.163,11225294.0,0.3031810269735474,9,7,11,27,27,14,11,52,1.527930497655017e-05,4.632395374232514e-06,27
Czechia,CZE,Summer,2004,11749852.66,10197101.0,1.1522738335140543,1,3,5,9,3,6,5,14,1.19150430265906e-06,1.3729392304734453e-06,9
Dominican Republic,DOM,Summer,2004,2468437.673,9043127.0,0.2729628449318471,1,0,0,1,3,0,0,3,1.2153436292170863e-06,3.31743654600892e-07,1
"Egypt, Arab Rep.",EGY,Summer,2004,1016253.884,77522427.0,0.0131091598048136,1,1,3,5,3,2,3,8,7.87204863465004e-06,1.0319594354289245e-07,5
Eritrea,ERI,Summer,2004,401374.5252,2763140.0,0.145260292710467,0,0,1,1,0,0,1,1,2.491438637022896e-06,3.61907105684113e-07,1
Spain,ESP,Summer,2004,24907000.85,42921895.0,0.5802866078023815,3,11,6,20,9,22,6,37,1.4855261066086966e-06,8.620309052058395e-07,20
Estonia,EST,Summer,2004,8914103.557,1362550.0,6.542221244724964,0,1,2,3,0,2,2,4,4.487271181473891e-07,2.935672085428058e-06,3
Ethiopia,ETH,Summer,2004,134542.48630000002,75301026.0,0.0017867284610438,2,3,2,7,6,6,2,14,0.0001040563496707,1.8592044150899088e-07,7
Finland,FIN,Summer,2004,37772178.11,5228172.0,7.224738992902299,0,2,0,2,0,4,0,4,1.0589804983846085e-07,7.650857699402391e-07,2
France,FRA,Summer,2004,33797162.44,62716306.0,0.5388895583231575,11,9,13,33,33,18,13,64,1.8936500989874227e-06,1.0204682654619358e-06,33
United Kingdom,GBR,Summer,2004,40390785.83,59987905.0,0.6733154930148002,9,9,12,30,27,18,12,57,1.411212949406486e-06,9.501915427784984e-07,30
Georgia,GEO,Summer,2004,1305047.486,3927340.0,0.3322980658664643,2,2,0,4,6,4,0,10,7.662556425935293e-06,2.5462526799309456e-06,4
"Hong Kong SAR, China",HKG,Summer,2004,24928100.37,6783500.0,3.6748139411808074,0,1,0,1,0,2,0,2,8.02307424278074e-08,2.9483305078499297e-07,1
Hungary,HUN,Summer,2004,10301703.39,10107146.0,1.0192494884312546,8,6,3,17,24,12,3,39,3.785781683236756e-06,3.858656043951477e-06,17
India,IND,Summer,2004,624105.0944,1136264583.0,0.0005492603604278,0,1,0,1,0,2,0,2,3.204588486691898e-06,1.7601534272233844e-09,1
Israel,ISR,Summer,2004,20557078.63,6809000.0,3.0191039256865912,1,0,1,2,3,0,1,4,1.9458017707645456e-07,5.874577764723161e-07,2
Italy,ITA,Summer,2004,31317200.79,57685327.0,0.5428971701937305,10,11,11,32,30,22,11,63,2.0116740452779144e-06,1.0921321465335543e-06,32
Jamaica,JAM,Summer,2004,3819284.231,2664024.0,1.4336523360900653,2,1,2,5,6,2,2,10,2.6182916471188394e-06,3.753719936457029e-06,5
Japan,JPN,Summer,2004,38298980.17,127761000.0,0.2997705103278778,16,9,12,37,48,18,12,78,2.0366077544043385e-06,6.10514945875502e-07,37
Kazakhstan,KAZ,Summer,2004,2874288.483,15012984.0,0.1914535100417079,1,4,3,8,3,8,3,14,4.870770656043435e-06,9.32526138707668e-07,8
Kenya,KEN,Summer,2004,462618.2158,34791836.0,0.0132967462769139,1,4,2,7,3,8,2,13,2.810092546295277e-05,3.736508760273531e-07,7
"Korea, Rep.",KOR,Summer,2004,16496120.09,48082519.0,0.3430793650806855,9,12,9,30,27,24,9,60,3.63721891406284e-06,1.2478547556961398e-06,30
Lithuania,LTU,Summer,2004,6700327.192,3377075.0,1.9840623000673656,1,2,0,3,3,4,0,7,1.044725100642518e-06,2.072799686118905e-06,3
Morocco,MAR,Summer,2004,1964080.078,30033125.0,0.0653971266060391,2,1,0,3,6,2,0,8,4.0731536812624805e-06,2.663725469793769e-07,3
Mexico,MEX,Summer,2004,7525465.234,103945813.0,0.0723979640622946,0,3,1,4,0,6,1,7,9.301750499589112e-07,6.734277983856839e-08,4
Norway,NOR,Summer,2004,57603836.02,4591910.0,12.544635243286564,5,0,1,6,15,0,1,16,2.777592796848601e-07,3.4843888490845857e-06,6
New Zealand,NZL,Summer,2004,25420234.88,4087500.0,6.21901770764526,3,2,0,5,9,4,0,13,5.114036145365467e-07,3.180428134556575e-06,5
Poland,POL,Summer,2004,6681386.472,38182222.0,0.1749868426201073,3,2,5,10,9,4,5,18,2.694051612705453e-06,4.7142358556293566e-07,10
Romania,ROU,Summer,2004,3494944.517,21451748.0,0.1629211995684454,8,5,6,19,24,10,6,40,1.1445103006766846e-05,1.864649911046876e-06,19
Russian Federation,RUS,Summer,2004,4102364.746,144067316.0,0.0284753326424155,28,26,36,90,84,52,36,172,4.192703736733993e-05,1.1938863357459925e-06,90
Slovak Republic,SVK,Summer,2004,10691446.55,5372280.0,1.9901134248401051,2,2,2,6,6,4,2,12,1.1223925540739853e-06,2.233688489803212e-06,6
Sweden,SWE,Summer,2004,42821673.14,8993531.0,4.761386060714084,4,2,1,7,12,4,1,17,3.9699523053246114e-07,1.890247556827235e-06,7
Syrian Arab Republic,SYR,Summer,2004,6241058.232000001,18084007.0,0.3451147874472732,0,0,1,1,0,0,1,1,1.602292372265755e-07,5.5297479148288324e-08,1
Thailand,THA,Summer,2004,2647261.72,65311166.0,0.0405330647442429,3,1,4,8,9,2,4,15,5.66623235121611e-06,2.296697627477666e-07,8
Trinidad and Tobago,TTO,Summer,2004,9756500.371,1361172.0,7.167720443118136,0,0,1,1,0,0,1,1,1.0249576815190593e-07,7.346610127155128e-07,1
Turkiye,TUR,Summer,2004,6031947.927,67785075.0,0.0889863723983487,3,3,4,10,9,6,4,19,3.149894566389217e-06,2.802976909002461e-07,10
Ukraine,UKR,Summer,2004,1416603.76,47451626.0,0.0298536399996071,8,5,9,22,24,10,9,43,3.035428904974811e-05,9.061860177351984e-07,22
United States,USA,Summer,2004,41724631.63,292805298.0,0.1424995787815287,36,39,26,101,108,78,26,212,5.080931615644799e-06,7.240306150471362e-07,101
Uzbekistan,UZB,Summer,2004,465119.8869,25864350.0,0.0179830495218321,2,1,2,5,6,2,2,10,2.1499833229341117e-05,3.866325656743742e-07,5
"Venezuela, RB",VEN,Summer,2004,4287707.147,26226927.0,0.1634849232241352,0,0,2,2,0,0,2,2,4.664497670740758e-07,7.625750435802106e-08,2
Australia,AUS,Winter,2006,36570720.370000005,20450966.0,1.7882148144004544,1,0,1,2,3,0,1,4,1.0937711807507389e-07,1.9558978289827486e-07,2
Austria,AUT,Winter,2006,40669326.96,8268641.0,4.918501959390908,9,7,7,23,27,14,7,48,1.1802506603369666e-06,5.805065185439784e-06,23
Belarus,BLR,Winter,2006,3847434.124,9604924.0,0.4005689294366097,0,1,0,1,0,2,0,2,5.198269640340696e-07,2.082265304754103e-07,1
Canada,CAN,Winter,2006,40504060.73,32571174.0,1.243555443534212,6,9,6,21,18,18,6,42,1.0369330690068813e-06,1.2894837625441442e-06,21
China,CHN,Winter,2006,2099229.435,1311020000.0,0.0016012184673002,2,4,5,11,6,8,5,19,9.050940160811912e-06,1.4492532531921711e-08,11
Czechia,CZE,Winter,2006,15261797.59,10238905.0,1.490569312831792,1,2,1,4,3,4,1,8,5.241846481597847e-07,7.81333550804505e-07,4
Estonia,EST,Winter,2006,12639400.07,1346810.0,9.38469425531441,3,0,0,3,9,0,0,9,7.120591127866719e-07,6.682457065213356e-06,3
Finland,FIN,Winter,2006,41222602.0,5266268.0,7.827668853920841,0,6,3,9,0,12,3,15,3.638780492313416e-07,2.848316872593647e-06,9
France,FRA,Winter,2006,36470212.84,63628261.0,0.5731763255324549,3,2,4,9,9,4,4,17,4.661338302186887e-07,2.671768760111172e-07,9
Italy,ITA,Winter,2006,33529726.6,58143979.0,0.5766672177698744,5,0,6,11,15,0,6,21,6.26309908533522e-07,3.611723924157306e-07,11
Japan,JPN,Winter,2006,35991546.0,127854000.0,0.2815050448167441,1,0,0,1,3,0,0,3,8.33529073744151e-08,2.3464263926040642e-08,1
"Korea, Rep.",KOR,Winter,2006,21743477.45,48438292.0,0.4488902591775944,6,3,2,11,18,6,2,26,1.195760892423397e-06,5.367654169143702e-07,11
Norway,NOR,Winter,2006,74148320.08,4660677.0,15.909345376218948,2,8,9,19,6,16,9,31,4.180809486520197e-07,6.651394207322241e-06,19
Poland,POL,Winter,2006,9035410.467,38141267.0,0.2368932963606059,0,1,1,2,0,2,1,3,3.320269744199104e-07,7.865496445097118e-08,2
Russian Federation,RUS,Winter,2006,6920188.965,143049637.0,0.0483761378926113,8,6,8,22,24,12,8,44,6.35820787879309e-06,3.075855410943825e-07,22
Slovak Republic,SVK,Winter,2006,13170784.98,5373054.0,2.4512660732611287,0,1,0,1,0,2,0,2,1.5185123764734028e-07,3.722277870276383e-07,1
Sweden,SWE,Winter,2006,46593602.16,9080505.0,5.131168603508286,7,2,5,14,21,4,5,30,6.438652220315906e-07,3.3037810121793886e-06,14
Ukraine,UKR,Winter,2006,2391323.975,46787786.0,0.0511100049701005,0,0,2,2,0,0,2,2,8.36356771775351e-07,4.2746198762215424e-08,2
United States,USA,Winter,2006,46302000.88,298379912.0,0.1551780097046211,9,9,7,25,27,18,7,52,1.1230616174615735e-06,1.7427446657333957e-07,25
Afghanistan,AFG,Summer,2008,387849.1743,26427199.0,0.0146761362904937,0,0,1,1,0,0,1,1,2.578321848447468e-06,3.783980284857279e-08,1
Argentina,ARG,Summer,2008,8977506.851,40273769.0,0.2229120113143619,2,0,4,6,6,0,4,10,1.1138950006912114e-06,2.4830057499709054e-07,6
Armenia,ARM,Summer,2008,3908949.06,2983421.0,1.3102237532014422,0,1,4,5,0,2,4,6,1.5349394192412425e-06,2.0111140868151025e-06,5
Australia,AUS,Summer,2008,49679180.53,21249199.0,2.3379319159277485,14,15,17,46,42,30,17,89,1.791494929073058e-06,4.188393171902621e-06,46
Austria,AUT,Summer,2008,51919983.58,8321496.0,6.23926077474531,0,1,2,3,0,2,2,4,7.704162683019093e-08,4.806828003041761e-07,3
Azerbaijan,AZE,Summer,2008,5574603.801999999,8763400.0,0.6361233998219868,1,1,4,6,3,2,4,9,1.6144645107821066e-06,1.0269986534906544e-06,6
Belgium,BEL,Summer,2008,48303397.96,10709973.0,4.510132561491985,2,0,0,2,6,0,0,6,1.242148638273563e-07,5.602255019690526e-07,2
Belarus,BLR,Summer,2008,6377369.732,9527985.0,0.6693303706922292,3,4,7,14,9,8,7,24,3.7633069758483937e-06,2.5188956531732576e-06,14
Brazil,BRA,Summer,2008,8801599.484000001,192672317.0,0.0456817025976803,3,4,10,17,9,8,10,27,3.067624248192841e-06,1.401342985873783e-07,17
Canada,CAN,Summer,2008,46710505.58,33247118.0,1.4049490118211148,3,9,8,20,9,18,8,35,7.492961072762596e-07,1.052722825479189e-06,20
China,CHN,Summer,2008,3468304.602,1324655000.0,0.0026182701171248,48,22,30,100,144,44,30,218,6.285491760853132e-05,1.6457115248876124e-07,100
Cameroon,CMR,Summer,2008,1476009.215,18777081.0,0.0786069578652826,1,0,0,1,3,0,0,3,2.032507635800905e-06,1.5976924208826706e-07,1
Colombia,COL,Summer,2008,5527449.953000001,43815313.0,0.1261533827910803,0,2,1,3,0,4,1,5,9.045762589467266e-07,1.1411535505862985e-07,3
Cuba,CUB,Summer,2008,4992824.494000001,11276609.0,0.4427593875073615,3,10,17,30,9,20,17,46,9.213221905812896e-06,4.0792404879871244e-06,30
Czechia,CZE,Summer,2008,22804577.68,10384603.0,2.195998988117312,3,3,1,7,9,6,1,16,7.016135192028692e-07,1.5407425782189269e-06,7
Dominican Republic,DOM,Summer,2008,5053324.5770000005,9522948.0,0.530647082920121,1,1,0,2,3,2,0,5,9.894476247888951e-07,5.250474957964697e-07,2
Ecuador,ECU,Summer,2008,4260433.184,14496797.0,0.2938878970299439,0,1,0,1,0,2,0,2,4.6943583284229726e-07,1.37961509704523e-07,1
"Egypt, Arab Rep.",EGY,Summer,2008,1941899.973,83844783.0,0.0231606535734012,0,0,2,2,0,0,2,2,1.0299191656665212e-06,2.385360100460872e-08,2
Spain,ESP,Summer,2008,35510722.23,45954106.0,0.7727431849071331,5,11,3,19,15,22,3,40,1.1264203454078831e-06,8.704336452546808e-07,19
Estonia,EST,Summer,2008,18204966.48,1337090.0,13.6153635731327,1,1,0,2,3,2,0,5,2.7465032717819097e-07,3.739464060010919e-06,2
Ethiopia,ETH,Summer,2008,320861.08969999995,84357105.0,0.0038036048024644,4,2,1,7,12,4,1,17,5.298242929952875e-05,2.0152422252992209e-07,7
Finland,FIN,Summer,2008,53772794.24,5313399.0,10.120225159074256,1,1,2,4,3,2,2,7,1.3017735267312752e-07,1.3174241196642676e-06,4
France,FRA,Summer,2008,45515961.75,64379696.0,0.7069924926330811,7,16,20,43,21,32,20,73,1.603832967453445e-06,1.1338978674270224e-06,43
United Kingdom,GBR,Summer,2008,47429936.34,61806995.0,0.7673878391919879,19,13,19,51,57,26,19,102,2.1505405208393326e-06,1.650298643381708e-06,51
Georgia,GEO,Summer,2008,3324735.879,3848449.0,0.863915795428236,3,2,2,7,9,4,2,15,4.511636576831372e-06,3.897674101956398e-06,7
Hungary,HUN,Summer,2008,15772330.08,10038188.0,1.5712327842435307,3,5,2,10,9,10,2,21,1.3314456325403e-06,2.0920110282851844e-06,10
India,IND,Summer,2008,993503.7725,1206734806.0,0.0008232991768864,1,0,2,3,3,0,2,5,5.032693522057059e-06,4.1434124342312205e-09,3
Ireland,IRL,Summer,2008,61353106.56,4489544.0,13.665776871771389,0,1,2,3,0,2,2,4,6.519637267410767e-08,8.909590818132086e-07,3
Iceland,ISL,Summer,2008,56943370.45,317414.0,179.39779105521495,0,1,0,1,0,2,0,2,3.5122613645711945e-08,6.300919304126472e-06,1
Israel,ISR,Summer,2008,30173361.59,7308800.0,4.128360550295534,0,0,1,1,0,0,1,1,3.3141816069026205e-08,1.3682136602451838e-07,1
Italy,ITA,Summer,2008,40944912.42,58826731.0,0.6960256285531148,8,9,10,27,24,18,10,52,1.2699990530349752e-06,8.839518891505292e-07,27
Jamaica,JAM,Summer,2008,5056258.245,2711373.0,1.8648331472652415,5,4,2,11,15,8,2,25,4.944367710000144e-06,9.220420797876204e-06,11
Japan,JPN,Summer,2008,39876303.97,128063000.0,0.3113803672411235,9,8,8,25,27,16,8,51,1.2789550415296423e-06,3.982414905163865e-07,25
Kazakhstan,KAZ,Summer,2008,8458017.154,15776938.0,0.5361000438741661,2,3,4,9,6,6,4,16,1.8916963289005884e-06,1.0141384849202043e-06,9
Kenya,KEN,Summer,2008,915998.9157,39186895.0,0.0233751338476804,6,4,6,16,18,8,6,32,3.493453916978256e-05,8.16599529000703e-07,16
Kyrgyz Republic,KGZ,Summer,2008,966393.6272,5318700.0,0.181697337168857,0,1,2,3,0,2,2,4,4.139100142443489e-06,7.520634741572189e-07,3
"Korea, Rep.",KOR,Summer,2008,21350427.98,49054708.0,0.435237082238875,13,11,8,32,39,22,8,69,3.231785333045113e-06,1.4065928187769458e-06,32
Lithuania,LTU,Summer,2008,14944996.65,3198231.0,4.6728946877195545,0,3,2,5,0,6,2,8,5.35296205636821e-07,2.501382795676735e-06,5
Morocco,MAR,Summer,2008,2889220.947,31634992.0,0.0913299092030748,0,1,1,2,0,2,1,3,1.038342188095731e-06,9.483169776050521e-08,2
Moldova,MDA,Summer,2008,2110561.99,2868833.0,0.7356865979999534,0,0,1,1,0,0,1,1,4.7380745258280716e-07,3.485737928976695e-07,1
Mexico,MEX,Summer,2008,10119836.21,109684489.0,0.0922631477090621,2,0,2,4,6,0,2,8,7.905266284937235e-07,7.29364750926633e-08,4
Norway,NOR,Summer,2008,96944095.61,4768212.0,20.331330823797263,3,5,1,9,9,10,1,20,2.063044672721353e-07,4.194444374537038e-06,9
New Zealand,NZL,Summer,2008,31252962.56,4259800.0,7.336720634771585,3,2,4,9,9,4,4,17,5.439484326442044e-07,3.990797690032396e-06,9
Panama,PAN,Summer,2008,7197110.786,3495276.0,2.059096559470554,1,0,0,1,3,0,0,3,4.1683393367178324e-07,8.583013186941461e-07,1
Poland,POL,Summer,2008,13996025.15,38125759.0,0.367101548063607,4,5,2,11,12,10,2,24,1.7147725688389464e-06,6.294956645977855e-07,11
Romania,ROU,Summer,2008,10435043.98,20537875.0,0.5080878123953915,4,1,4,9,12,2,4,18,1.724956793138499e-06,8.764295235023097e-07,9
Russian Federation,RUS,Summer,2008,11635272.46,142742366.0,0.0815123973775242,24,13,23,60,72,26,23,121,1.0399412683800617e-05,8.476810591748213e-07,60
Singapore,SGP,Summer,2008,40007469.26,4839396.0,8.26703771710354,0,1,0,1,0,2,0,2,4.999066516810717e-08,4.132747144478361e-07,1
Serbia,SRB,Summer,2008,7101040.141000001,7350222.0,0.9660987302152236,0,1,2,3,0,2,2,4,5.632977592824454e-07,5.442012499758511e-07,3
Slovak Republic,SVK,Summer,2008,18753584.94,5379233.0,3.4862934808735746,3,3,0,6,9,6,0,15,7.998470717993825e-07,2.788501632110005e-06,6
Sweden,SWE,Summer,2008,56152552.34,9219637.0,6.090538308612367,0,4,1,5,0,8,1,9,1.602776654835847e-07,9.761772616427306e-07,5
Thailand,THA,Summer,2008,4327797.6,67328239.0,0.0642790850359237,2,2,2,6,6,4,2,12,2.7727729226523905e-06,1.7823130648047994e-07,6
Tajikistan,TJK,Summer,2008,704655.3136999999,7324627.0,0.0962035764688085,0,1,1,2,0,2,1,3,4.257400663379118e-06,4.095771702777493e-07,2
Trinidad and Tobago,TTO,Summer,2008,20011148.270000003,1392803.0,14.367536737069065,1,1,0,2,3,2,0,5,2.4986072425917813e-07,3.589883134944425e-06,2
Tunisia,TUN,Summer,2008,4200315.819999999,10680380.0,0.3932740052320235,1,0,0,1,3,0,0,3,7.142320074398597e-07,2.808888822307821e-07,1
Turkiye,TUR,Summer,2008,10802780.61,71320726.0,0.1514676198052162,1,1,3,5,3,2,3,8,7.405500758382985e-07,1.1216935733379945e-07,5
Ukraine,UKR,Summer,2008,4066547.852,46258189.0,0.0879097937016081,7,4,11,22,21,8,11,40,9.83635295975364e-06,8.647117594681452e-07,22
United States,USA,Summer,2008,48570045.98,304093966.0,0.1597205186899368,36,39,37,112,108,78,37,223,4.591307162686774e-06,7.333259614891537e-07,112
Uzbekistan,UZB,Summer,2008,1082286.025,27302800.0,0.0396401110875075,0,1,3,4,0,2,3,5,4.619850838413994e-06,1.8313140044244546e-07,4
"Venezuela, RB",VEN,Summer,2008,11310778.17,27933833.0,0.4049132165285015,0,0,1,1,0,0,1,1,8.841124677454444e-08,3.5798882308775886e-08,1
Australia,AUS,Winter,2010,52134308.85,22031750.0,2.3663262723115506,2,1,0,3,6,2,0,8,1.5344981407574566e-07,3.631123265287596e-07,3
Austria,AUT,Winter,2010,46903761.59,8363404.0,5.608214261800578,4,6,6,16,12,12,6,30,6.396075492247103e-07,3.5870561795173354e-06,16
Belarus,BLR,Winter,2010,6033686.239,9483836.0,0.636207357339372,1,1,1,3,3,2,1,6,9.944169720357248e-07,6.326553938722686e-07,3
Canada,CAN,Winter,2010,47562083.43,34004889.0,1.3986836842784578,14,7,5,26,42,14,5,61,1.2825342289678582e-06,1.7938597005859952e-06,26
China,CHN,Winter,2010,4550453.108,1337705000.0,0.0034016865512201,5,2,4,11,15,4,4,23,5.054441712532861e-06,1.7193626397449364e-08,11
Czechia,CZE,Winter,2010,19960068.49,10474410.0,1.905603130868469,2,0,4,6,6,0,4,10,5.01000284894313e-07,9.547077114605975e-07,6
Estonia,EST,Winter,2010,14663044.61,1331475.0,11.012632313787345,0,1,0,1,0,2,0,2,1.3639732082899254e-07,1.5020935428753826e-06,1
Finland,FIN,Winter,2010,46505303.18,5363352.0,8.670939960681306,0,1,4,5,0,2,4,6,1.290175440159339e-07,1.1187033780367203e-06,5
France,FRA,Winter,2010,40676064.79,65030575.0,0.6254913906266398,2,3,6,11,6,6,6,18,4.425206836730481e-07,2.7679287781170626e-07,11
United Kingdom,GBR,Winter,2010,39693193.870000005,62766365.0,0.632395931642688,1,0,0,1,3,0,0,3,7.55797079425093e-08,4.779629981758542e-08,1
Italy,ITA,Winter,2010,36035645.0,59277417.0,0.607915236927412,1,1,3,5,3,2,3,8,2.220024090036407e-07,1.3495864706790446e-07,5
Japan,JPN,Winter,2010,44968156.23,128070000.0,0.3511217008667135,0,3,2,5,0,6,2,8,1.779036694117979e-07,6.24658389943e-08,5
Kazakhstan,KAZ,Winter,2010,9070488.253,16321872.0,0.5557259763463406,0,1,0,1,0,2,0,2,2.2049529685885594e-07,1.225349641266639e-07,1
"Korea, Rep.",KOR,Winter,2010,23087225.64,49554112.0,0.4658992908600602,6,6,2,14,18,12,2,32,1.3860478733554752e-06,6.457587212944104e-07,14
Norway,NOR,Winter,2010,87693790.07000001,4889252.0,17.936033992520738,9,8,6,23,27,16,6,49,5.587624843319764e-07,1.0021982912723663e-05,23
Poland,POL,Winter,2010,12504250.19,38042794.0,0.3286890597467684,1,3,2,6,3,6,2,11,8.797008883265154e-07,2.891480578424393e-07,6
Russian Federation,RUS,Winter,2010,10674996.09,142849468.0,0.0747289873701174,3,5,7,15,9,10,7,26,2.4355980817975177e-06,1.8200977829332906e-07,15
Slovak Republic,SVK,Winter,2010,16908847.96,5391428.0,3.136246641891536,1,1,1,3,3,2,1,6,3.548438080579915e-07,1.1128777014178804e-06,3
Sweden,SWE,Winter,2010,52869044.29,9378126.0,5.637484961281177,5,2,4,11,15,4,4,23,4.3503718118752473e-07,2.452515566542825e-06,11
United States,USA,Winter,2010,48650643.13,309327143.0,0.1572789334235696,9,15,13,37,27,30,13,70,1.4388299002122566e-06,2.262976320833248e-07,37
Afghanistan,AFG,Summer,2012,663141.0528000001,30466479.0,0.0217662517811789,0,0,1,1,0,0,1,1,1.5079748053263637e-06,3.2822959292407896e-08,1
Argentina,ARG,Summer,2012,13082664.33,41733271.0,0.3134828403457759,1,1,2,4,3,2,2,7,5.350592068580575e-07,1.6773187991902193e-07,4
Armenia,ARM,Summer,2012,3643715.183,2914421.0,1.2502363876049478,0,1,1,2,0,2,1,3,8.233354829698829e-07,1.0293639800152415e-06,2
Australia,AUS,Summer,2012,68044714.82,22733465.0,2.9931519379029985,8,15,12,35,24,30,12,66,9.699504241378787e-07,2.9032089916781275e-06,35
Azerbaijan,AZE,Summer,2012,7496294.648,9295784.0,0.8064187644635461,2,2,5,9,6,4,5,15,2.0009885822727068e-06,1.613634740222019e-06,9
Belgium,BEL,Summer,2012,44670560.68,11106932.0,4.021863164373384,0,1,2,3,0,2,2,4,8.954443237581498e-08,3.601354541470138e-07,3
Belarus,BLR,Summer,2012,6953132.515000001,9446836.0,0.7360276514803475,2,5,3,10,6,10,3,19,2.732581316264472e-06,2.011255408689216e-06,10
Brazil,BRA,Summer,2012,12327317.44,199977707.0,0.061643458288078,3,5,9,17,9,10,9,28,2.2713781920748524e-06,1.4001560683961638e-07,17
Brunei Darussalam,BRN,Summer,2012,46842960.26,406634.0,115.19686071504104,1,0,0,1,3,0,0,3,6.40437748457531e-08,7.377641810571669e-06,1
Canada,CAN,Summer,2012,52669089.96,34714222.0,1.5172193679005683,2,6,10,18,6,12,10,28,5.316211087236336e-07,8.065858425402707e-07,18
China,CHN,Summer,2012,6300615.118,1354190000.0,0.0046526817640065,38,31,22,91,114,62,22,198,3.1425503112282e-05,1.4621286525524486e-07,91
Cameroon,CMR,Summer,2012,1433724.035,21032684.0,0.0681664800840444,0,0,1,1,0,0,1,1,6.974842965508353e-07,4.7545049409766256e-08,1
Colombia,COL,Summer,2012,8101829.092,45782417.0,0.1769637695624501,1,3,5,9,3,6,5,14,1.7280048543388848e-06,3.0579425284602165e-07,9
Cuba,CUB,Summer,2012,6467337.914,11309290.0,0.5718606485464605,5,3,7,15,15,6,7,28,4.329447505655725e-06,2.4758406584321384e-06,15
Cyprus,CYP,Summer,2012,28993349.61,1156556.0,25.06869499617831,0,1,0,1,0,2,0,2,6.898133630307367e-08,1.729272080210556e-06,1
Czechia,CZE,Summer,2012,19870801.21,10510785.0,1.8905154286763548,4,3,4,11,12,6,4,22,1.1071521358146584e-06,2.093088194649591e-06,11
Dominican Republic,DOM,Summer,2012,6049471.741,10030882.0,0.6030847278434738,1,1,0,2,3,2,0,5,8.265184488940982e-07,4.984606538089073e-07,2
"Egypt, Arab Rep.",EGY,Summer,2012,3059135.428,91240376.0,0.0335283079938206,0,3,1,4,0,6,1,7,2.28822821504717e-06,7.672042035425193e-08,4
Spain,ESP,Summer,2012,28322946.59,46773055.0,0.6055398047016599,4,10,6,20,12,20,6,38,1.3416683140382252e-06,8.124335688571123e-07,20
Estonia,EST,Summer,2012,17403205.330000002,1322696.0,13.157373523470246,0,1,1,2,0,2,1,3,1.723820378553219e-07,2.268094860799458e-06,2
Ethiopia,ETH,Summer,2012,458550.9208,94451280.0,0.0048548936636962,3,2,3,8,9,4,3,16,3.489252616064096e-05,1.693995041676513e-07,8
Finland,FIN,Summer,2012,47708061.28,5413971.0,8.812027489618988,0,2,1,3,0,4,1,5,1.0480409108755969e-07,9.235365316881084e-07,3
France,FRA,Summer,2012,40870852.36,65662240.0,0.6224407263596247,11,11,13,35,33,22,13,68,1.6637773883705714e-06,1.0356028061180977e-06,35
Gabon,GAB,Summer,2012,9348515.572,1836705.0,5.089829652557161,0,1,0,1,0,2,0,2,2.1393770856950334e-07,1.0889064928771904e-06,1
United Kingdom,GBR,Summer,2012,42485586.07,63700215.0,0.6669614234426053,29,18,18,65,87,36,18,141,3.3187726248541308e-06,2.213493313955063e-06,65
Georgia,GEO,Summer,2012,4421818.242000001,3728874.0,1.18583203454984,1,2,3,6,3,4,3,10,2.2615131271150967e-06,2.681774712688066e-06,6
