Result_ID,Event_Title,Edition_ID,Sport,Result_Location,Result_Detail,Start_Date,End_Date,Time,Year,Season
9266,"6.5 metres, 1919 Rating, Open",7,Sailing,Oostende,na,1920-07-08,1920-07-09,na,1920,Summer
5957,"200 metres Individual Medley, Men",17,Swimming,"Alberca Olímpica Francisco Márquez, Ciudad de México",na,1968-10-19,1968-10-20,na,1968,Summer
56000,"100 metres, Men",1,Athletics,"Panathinaiko Stadio, Athina",na,1896-04-06,1896-04-10,na,1896,Summer
62268,"400 metres Hurdles, Men",20,Athletics,"Bolshaya arena, Tsentralny stadion imeni V.I. Lenina, Moskva",na,1980-07-24,1980-07-26,na,1980,Summer
58825,"Javelin Throw, Women",12,Athletics,"Empire Stadium, Wembley, London",na,1948-07-31,,14:30,1948,Summer
2439,"Normal Hill, Individual, Men",46,Ski Jumping,"Hakuba Ski Jumping Stadium, Hakuba",FRA,1998-02-11,,na,1998,Winter
356106,"Two Person Dinghy (470), Men",59,Sailing,"Marina da Glória, Glória, Rio de Janeiro",na,2016-08-10,2016-08-18,na,2016,Summer
51593,"Military Rifle, Prone, 300 metres, Men",7,Shooting,"Kamp Beverlo, Beverlo",na,1920-07-29,1920-07-30,na,1920,Summer
185201,"Individual, Open",16,Equestrian Eventing,"Karuizawa Equestrian Venue, Karuizawa, Nagano",na,1964-10-16,1964-10-19,na,1964,Summer
25725,"Featherweight (≤57 kilograms), Men",22,Boxing,"Jam-sil Hak-saeng Che-yuk-gwan, Seoul Sports Complex, Seoul",na,1988-09-18,1988-10-02,na,1988,Summer
925511,"Singles, Handicap, Women",2,Tennis,"Société des sports de l'île de Puteaux, Puteaux",na,1900-07-06,1900-07-11,na,1900,Summer
30341,"Middle-Heavyweight (≤94 kilograms), Men",26,Weightlifting,"Olympiako Gymnastirio Arsis Varon Nikaias, Nikaia",na,2004-08-23,,"16:30 (B), 20:00 (A)",2004,Summer
19000739,"10,000 metres, Women",61,Athletics,"Japan National Stadium, Kasumigaoka, Shinjuku, Tokyo",na,2021-08-07,,19:45,2020,Summer
930002,"Longest time travelled (#4), Second Degree, Open",2,Ballooning,"L'Aérostation, Parc de Vincennes, Paris",na,1900-10-09,1900-10-10,na,1900,Summer
302072,"Hammer Throw, Men",54,Athletics,"Olympic Stadium, Olympic Park, Stratford, London",na,2012-08-03,2012-08-05,na,2012,Summer
356710,"Middleweight (69-75 kilograms), Women",59,Boxing,"Riocentro Pavilhão 6, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-14,2016-08-21,na,2016,Summer
905272,"5 kilometres, B1, Men",43,Cross Country Skiing,"Canmore Nordic Centre, Canmore",na,1988-02-17,,na,1988,Winter
19002234,"Platform, Men",61,Diving,"Olympic Aquatics Centre, 2-1, 2chome, Tatsumi, Koto-ku, Tatsumi-no-Mori Seaside Park, Tokyo, Japan",na,2021-08-06,2021-08-07,na,2020,Summer
154750,"Points Race, Men",23,Cycling Track,"Velódromo de Horta, Barcelona",na,1992-07-28,1992-07-31,na,1992,Summer
19000337,"10 kilometres Open Water, Women",61,Marathon Swimming,"Odaiba Marine Park, Minato, Tokyo / Asaka Shooting Range, Nerima, Tokyo",na,2021-08-04,,6:30,2020,Summer
185276,"Team, Open",19,Equestrian Eventing,"Centre équestre olympique, Bromont, Québec",na,1976-07-23,1976-07-25,na,1976,Summer
257046,"Individual, Women",53,Archery,"Beijing Aolinpike Gongyuan Shejianchang, Beijing Aolinpike Gongyuan, Beijing",na,2008-08-09,2008-08-14,na,2008,Summer
21000,"Singles, Men",5,Jeu De Paume,"Queen's Club, West Kensington",na,1908-05-18,1908-05-23,na,1908,Summer
29487,"Flyweight (≤52 kilograms), Men",18,Weightlifting,"Gewichtheberhalle, Messegelände (Halle 7), München",na,1972-08-27,,13:00-19:00,1972,Summer
158858,"Single Sculls, Women",20,Rowing,"Grebnoy kanal, Sportivny komplex Krylatskoye, Moskva",na,1980-07-21,1980-07-26,na,1980,Summer
25352,"Light-Welterweight (≤63.5 kilograms), Men",21,Boxing,"Los Angeles Memorial Sports Arena, Los Angeles, California",na,1984-07-29,,11:00-14:00-18:00-21:30 (all days),1984,Summer
19019736,"4 × 5 kilometres Relay, Women",62,Cross Country Skiing,"Zhangjiakou Nordic Centre and Biathlon Centre, Chongli District, Zhangjiakou City, Hebei Province","Course Length: 5,064 mHeight Differential: 27 mMaximum Climb: 25 mTotal Climbing: 198 m",2022-02-12,,15:30,2022,Winter
54110,"Springboard, Women",9,Diving,"Zwemstadion, Amsterdam",na,1928-08-09,,na,1928,Summer
5169,"100 metres Backstroke, Men",12,Swimming,"Wembley Arena, Wembley, London",na,1948-08-04,1948-08-06,na,1948,Summer
64917,"Hammer Throw, Men",24,Athletics,"Centennial Olympic Stadium, Atlanta, Georgia",na,1996-07-27,1996-07-28,na,1996,Summer
