Result_ID,Event_Title,Edition_ID,Sport,Result_Location,Result_Detail,Start_Date,End_Date,Time,Year,Season
309020,"Synchronized Platform, Women",54,Diving,"London Aquatics Centre, Olympic Park, Stratford, London",na,2012-07-31,,15:00,2012,Summer
930012,"Embusen - Kobudo, Open",16,Kendo,"Nippon Budokan, Chiyoda, Tokyo",na,1964-10-15,,na,1964,Summer
358863,"Decathlon, Men",59,Athletics,"Estádio Olímpico João Havelange, Engenho de Dentro, Rio de Janeiro",na,2016-08-17,2016-08-18,na,2016,Summer
23661,"Flyweight (≤51 kilograms), Men",17,Boxing,"Arena México, Ciudad de México",na,1968-10-14,1968-10-26,na,1968,Summer
1629,"Halfpipe, Women",46,Snowboarding,"Kanbayashi Sports Park, Yamanouchi",Gradient: 18°Length: 120 mWall Height: 3.5 mWall-to-Wall Width: 15 m,1998-02-12,,na,1998,Winter
185361,"Individual, Open",22,Equestrian Eventing,"Seo-ul Gyeong-ma Gong-won, Gwacheon / Gyeong-ma Gyu-yug-won, Won-dang, Goyang",na,1988-09-19,1988-09-22,na,1988,Summer
154371,"Sprint, Men",20,Cycling Track,"Velotrek, Sportivny kompleks Krylatskoye, Moskva",na,1980-07-23,1980-07-26,na,1980,Summer
925795,"120 yards Hurdles - Olympic Interscholastic Handicap Meet, Boys",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-06-29,,na,1904,Summer
2020,"10 kilometres, Classical, Women",43,Cross Country Skiing,"Canmore Nordic Centre, Canmore",Course Length: ?Height Differential: 112 mIntermediate 1: 4.6 kmIntermediate 2: 7.3 kmMaximum Climb: 62 mTotal Climbing: 398 m,1988-02-14,,10:00,1988,Winter
62127,"Pentathlon, Women",19,Athletics,"Stade olympique, Parc olympique, Montréal, Québec",na,1976-07-25,1976-07-26,na,1976,Summer
47135,"Singles, Men",23,Table Tennis,"Polideportivo Estación del Norte, Barcelona",na,1992-07-30,1992-08-06,na,1992,Summer
9000300,"15 kilometres Skiathlon, Women",60,Cross Country Skiing,"Alpensia Cross-Country Centre, Alpensia Resort, Mountain Cluster, Daegwallyeong","Course Length: 15,292 mHeight Differential: 198 mMaximum Climb: 35 mTotal Climbing: 578 m",2018-02-10,,16:15,2018,Winter
10184,"One Person Dinghy (Finn), Open",22,Sailing,"Busan Yachting Center, Busan (Course Alpha)",na,1988-09-20,1988-09-27,na,1988,Summer
288,"Four, Men",34,Bobsleigh,"Bob sleighbanen, Frognerseter, Oslo",Curves: 13Length: 1508 mStart Altitude: 429 mVertical Drop: 124 m,1952-02-21,1952-02-22,na,1952,Winter
153334,"Tandem Sprint, 2,000 metres, Men",8,Cycling Track,"Vélodrome Municipal de Vincennes, Paris",na,1924-07-26,1924-07-27,na,1924,Summer
22445,"Heavyweight (>80 kilograms), Men",12,Boxing,"Wembley Arena, Wembley, London",na,1948-08-09,1948-08-13,na,1948,Summer
19019713,"50 kilometres Mass Start, Freestyle, Men1",62,Cross Country Skiing,"Zhangjiakou Nordic Centre and Biathlon Centre, Chongli District, Zhangjiakou City, Hebei Province","Course Length: 28,400 mHeight Differential: 82 mIntermediate 1: 7.1 kmIntermediate 2: 14.2 kmIntermediate 3: 21.3 kmMaximum Climb: 44 mTotal Climbing: 1,172 m",2022-02-19,,15:00,2022,Winter
22014,"Bantamweight (≤118 pounds), Men",11,Boxing,"Deutschlandhalle, Berlin",na,1936-08-10,1936-08-15,na,1936,Summer
19005112,"Team Pursuit, 4,000 metres, Women",61,Cycling Track,"Izu Velodrome, 1826 Ono, Izu, Shizuoka 410-2402, Japan",na,2021-08-02,2021-08-03,na,2020,Summer
1908,"50 kilometres, Men",34,Cross Country Skiing,"Holmenkollen Langrennssentret, Oslo",Course Length: ?Height Differential: 250 mIntermediate 1: 13.0 kmIntermediate 2: 30.5 kmIntermediate 3: 42.0 kmMaximum Climb: ?Total Climbing: ?,1952-02-20,,10:00,1952,Winter
73410,"Sabre, Team, Men",5,Fencing,"Fencing Ground just outside White City Stadium, London",na,1908-07-21,1908-07-24,na,1908,Summer
259098,"Team, Open",53,Equestrian Dressage,"Xianggang Tiyu Xueyuan, Hong Kong",na,2008-08-13,2008-08-14,na,2008,Summer
185395,"Individual, Open",23,Equestrian Eventing,"Real Club de Polo, Barcelona / Club Hípico El Montanyà, Montanyà",na,1992-07-28,1992-07-30,na,1992,Summer
54117,"Springboard, Men",10,Diving,"Olympic Park Swimming Stadium, Los Angeles, California",na,1932-08-08,,08:30,1932,Summer
2388,"Normal Hill, Individual, Men",39,Ski Jumping,"Miyanomori Jump Hill, Sapporo",URS,1972-02-06,,na,1972,Winter
920016,"Architecture, Architectural Designs, Open",9,Art Competitions,"Stedelijk Museum, Amsterdam",na,1928-05-17,1928-08-12,na,1928,Summer
353636,"Floor Exercise, Men",59,Artistic Gymnastics,"Arena Olímpica do Rio, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-06,2016-08-14,na,2016,Summer
355090,"Middleweight (≤70 kilograms), Women",59,Judo,"Arena Carioca 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-10,,na,2016,Summer
900799,"Heavyweight (>70 kilograms), Women",22,Taekwondo,"Jang-chung Che-yuk-gwan, Seoul",na,1988-09-20,,na,1988,Summer
157827,"Coxed Fours, Men",9,Rowing,"Ringvaart, Sloten",na,1928-08-03,1928-08-10,na,1928,Summer
1998,"15 kilometres, Men",42,Cross Country Skiing,"Veliko Polje, Igman",Course Length: ?Height Differential: 120 mIntermediate 1: 5.0 kmIntermediate 2: 10.0 kmMaximum Climb: 36 mTotal Climbing: 562 m,1984-02-13,,8:45,1984,Winter
133549,"Light-Heavyweight, Greco-Roman (≤85 kilograms), Men",25,Wrestling,"Sydney Exhibition Centre, Sydney Convention and Exhibition Centre, Sydney, New South Wales (Halls 1 & 2)",na,2000-09-25,2000-09-27,09:30-17:00 (all days),2000,Summer
51661,"Trap, Men",14,Shooting,"Royal Australian Air Force Station, Laverton, Victoria",na,1956-11-29,,09:00 (all days),1956,Summer
2037,"5/10 kilometres Pursuit, Women",44,Cross Country Skiing,Les Saisies,Course Length: ?Height Differential: 87 mMaximum Climb: 61 mTotal Climbing: 381 m,1992-02-13,,na,1992,Winter
63097,"Marathon, Women",21,Athletics,"Los Angeles Memorial Coliseum, Los Angeles, California",na,1984-08-05,,8:00,1984,Summer
28314,"Heavyweight (>80 kilograms), Men",26,Taekwondo,"Kleisto Gymnastirio Falirou, Olympiako Syngrotima Papaliakis Zonis Falirou, Faliro",na,2004-08-29,,na,2004,Summer
925093,"Closest landing to target (#2), Open",2,Ballooning,"L'Aérostation, Parc de Vincennes, Paris",na,1900-07-22,,na,1900,Summer
9000113,"Giant Slalom, Women1",60,Alpine Skiing,"Yongpyong Alpine Centre, Mountain Cluster, Daegwallyeong (Rainbow 1)",Livio Magoni,2018-02-15,,10:00,2018,Winter
185464,"Team, Open",24,Equestrian Jumping,"Georgia International Horse Park, Conyers, Georgia",na,1996-07-31,1996-08-01,na,1996,Summer
65767,"10,000 metres, Women",25,Athletics,"Olympic Stadium, Olympic Park, Sydney, New South Wales",na,2000-09-27,2000-09-30,na,2000,Summer
351300,"Flyweight (≤58 kilograms), Men",59,Taekwondo,"Arena Carioca 3, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-17,2016-08-18,na,2016,Summer
58659,"Triple Jump, Men",12,Athletics,"Empire Stadium, Wembley, London",na,1948-08-03,,15:30,1948,Summer
261111,"Quadruple Sculls, Women",53,Rowing,"Shunyi Aolinpike Shuishang Gongyuan, Mapo, Shunyi",na,2008-08-10,2008-08-17,na,2008,Summer
42177,"Doubles, Women",23,Badminton,"Pabellón de la Mar Bella, Barcelona",na,1992-07-28,1992-08-04,na,1992,Summer
26044,"Heavyweight (≤91 kilograms), Men",22,Boxing,"Jam-sil Hak-saeng Che-yuk-gwan, Seoul Sports Complex, Seoul",na,1988-09-22,1988-10-01,na,1988,Summer
123968,"Heavyweight, Freestyle (>87 kilograms), Men",14,Wrestling,"Royal Exhibition Building, Melbourne, Victoria",na,1956-11-28,1956-12-01,na,1956,Summer
1059,"10,000 metres, Men",42,Speed Skating,"Pista za brzo klizanje Zetra, Sarajevo",na,1984-02-18,,08:45-14:15,1984,Winter
65576,"Hammer Throw, Men",25,Athletics,"Olympic Stadium, Olympic Park, Sydney, New South Wales",na,2000-09-23,2000-09-24,na,2000,Summer
353548,"Canadian Doubles, Slalom, Men",59,Canoe Slalom,"Estádio de Canoagem Slalom, Parque Olímpico de Deodoro, Deodoro, Rio de Janeiro",na,2016-08-08,2016-08-11,na,2016,Summer
158539,"Eights, Men",17,Rowing,"Pista Olímpico Virgilio Uribe, Canal de Cuemanco, Xochimilco",na,1968-10-13,1968-10-19,na,1968,Summer
25879,"Welterweight (≤67 kilograms), Men",22,Boxing,"Jam-sil Hak-saeng Che-yuk-gwan, Seoul Sports Complex, Seoul",na,1988-09-20,1988-10-01,na,1988,Summer
120,"Singles, Women",42,Luge,Trebević,Curves: 11Length: 993 mStart Altitude: 1082 mVertical Drop: 100 m,1984-02-09,1984-02-12,na,1984,Winter
1084,"500 metres, Men",45,Speed Skating,"Olympiahall, Hamar",na,1994-02-14,,14:00-15:00,1994,Winter
350310,"Singles, Women",58,Figure Skating,"Dvorets Zimnego Sporta Aisberg, Coastal Cluster, Adler",na,2014-02-19,2014-02-20,na,2014,Winter
70741,"Uneven Bars, Women",24,Artistic Gymnastics,"Georgia Dome, Atlanta, Georgia",na,1996-07-21,1996-07-29,na,1996,Summer
309068,"Springboard, Men",54,Diving,"London Aquatics Centre, Olympic Park, Stratford, London",na,2012-08-06,2012-08-07,na,2012,Summer
29027,"Middleweight (≤75 kilograms), Men",13,Weightlifting,"Messuhalli II, Helsinki",na,1952-07-26,,20:00,1952,Summer
12856,"Singles, Women",33,Figure Skating,"Olympia-Eisstadion Badrutts Park, St. Moritz",na,1948-02-03,1948-02-06,na,1948,Winter
5192,"4 x 200 metres Freestyle Relay, Men",12,Swimming,"Wembley Arena, Wembley, London",na,1948-08-02,1948-08-03,na,1948,Summer
59970,"200 metres, Women",15,Athletics,"Stadio Olimpico, Roma",na,1960-09-03,1960-09-05,na,1960,Summer
70419,"Floor Exercise, Men",19,Artistic Gymnastics,"Le Forum de Montréal, Montréal, Québec",na,1976-07-18,1976-07-23,19:30,1976,Summer
70321,"Individual All-Around, Women",17,Artistic Gymnastics,"Auditorio Nacional, Ciudad de México",na,1968-10-21,1968-10-23,08:30-17:00,1968,Summer
61515,"Long Jump, Women",18,Athletics,"Olympiastadion, Olympiapark, München",na,1972-08-31,,na,1972,Summer
122180,"Lightweight, Freestyle (≤66 kilograms), Men",11,Wrestling,"Deutschlandhalle, Berlin",na,1936-08-02,1936-08-04,na,1936,Summer
58142,"Javelin Throw, Women",10,Athletics,"Los Angeles Memorial Coliseum, Los Angeles, California",na,1932-07-31,,17:30,1932,Summer
261797,"200 metres Butterfly, Women",53,Swimming,"Beijing Guojia Youyong Zhongxin, Beijing Aolinpike Gongyuan, Beijing",na,2008-08-12,2008-08-14,na,2008,Summer
18001576,"Softball, Women",61,Softball,"Yokohama Sutajiamu, Yokohama / Fukushima Azuma Baseball Stadium, Fukushima",na,2021-07-21,2021-07-27,na,2020,Summer
72112,"Épée, Individual, Men",2,Fencing,"Jardin des Tuileries, Paris",na,1900-06-01,1900-06-14,na,1900,Summer
19016188,"Canadian Doubles, 1,000 metres, Men",61,Canoe Sprint,"Sea Forest Waterway, 6-44, 3chome, Uminomori, Koto-ku, Tokyo Bay, Tokyo, Japan",na,2021-08-02,2021-08-03,na,2020,Summer
900891,"Mano, Doubles (trinquete), Men",23,Basque pelota,"Pabellón de la Vall d'Hebron, Barcelona",na,1992-07-26,1992-08-05,na,1992,Summer
63488,"Long Jump, Men",22,Athletics,"Ol-lim-pik Ju-gyeong-gi-jang, Seoul Sports Complex, Seoul",na,1988-09-25,1988-09-26,na,1988,Summer
389,"Two, Men",43,Bobsleigh,"Canada Olympic Park, Calgary (Bobsleigh/Luge Track)",Curves: 14Length: 1475 mStart Altitude: 1250 mVertical Drop: 120 m,1988-02-20,1988-02-21,na,1988,Winter
255919,"Kayak Fours, 500 metres, Women",22,Canoe Sprint,"Mi-sa-ri Jo-jeong-gyeong-gi-jang, Hanam",na,1988-09-27,1988-10-01,na,1988,Summer
19000394,"400 metres, Men",61,Athletics,"Japan National Stadium, Kasumigaoka, Shinjuku, Tokyo",na,2021-08-01,2021-08-05,na,2020,Summer
1339,"Giant Slalom, Women",41,Alpine Skiing,"Whiteface Mountain Ski Area, Lake Placid",Günther Osterrieder,1980-02-20,1980-02-21,na,1980,Winter
54127,"Springboard, Women",12,Diving,"Wembley Arena, Wembley, London",na,1948-08-02,1948-08-03,na,1948,Summer
924554,"Super G, Women",57,Alpine Skiing,"Whistler Creekside, Whistler (Franz's Super G)",AUT,2010-02-20,,10:00,2010,Winter
1515,"20 kilometres, Men",36,Biathlon,"McKinney Creek Stadium, Tahoma, California","Course Length: ?Height Differential: ?Maximum Climb: ?Shooting 1: ? at 6.5 km, 200 m rangeShooting 2: ? at 9.5 km, 250 m rangeShooting 3: ? at 12.5 km, 150 m rangeShooting 4: ? at 15 km, 100 m rangeTotal Climbing: ?",1960-02-21,,na,1960,Winter
930007,"Best photograph, All events, Open",2,Ballooning,"L'Aérostation, Parc de Vincennes, Paris",na,1900-09-23,,na,1900,Summer
925793,"880 yards - Olympic Interscholastic Handicap Meet, Boys",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-06-29,,na,1904,Summer
64434,"10,000 metres, Women",23,Athletics,"Estadio Olímpico de Montjuïc, Barcelona",na,1992-08-01,1992-08-07,na,1992,Summer
37314,"Volleyball, Women",20,Volleyball,"Universalny sportivny zal Druzhba, Moskva / Malaya arena, Tsentralny stadion imeni V. I. Lenina, Moskva",na,1980-07-21,1980-07-29,na,1980,Summer
255039,"Canadian Singles, 1,000 metres, Men",12,Canoe Sprint,"Henley Royal Regatta Course, Henley-on-Thames",na,1948-08-12,,18:20,1948,Summer
28912,"Featherweight (≤60 kilograms), Men",12,Weightlifting,"Empress Hall, Earls Court Exhibition Centre, Kensington, London",na,1948-08-09,,19:00,1948,Summer
14386,"Pairs, Mixed",49,Figure Skating,"Palavela, Torino",na,2006-02-11,2006-02-13,na,2006,Winter
259031,"Cross-Country, Women",53,Cycling Mountain Bike,"Laoshan Shandi Zixingche Chang, Beijing",na,2008-08-23,2008-08-23,10:00,2008,Summer
45037,"Singles, Men",22,Tennis,"Te-ni-seu-jang, Ol-lim-pik Gong-won, Seoul",na,1988-09-20,1988-09-30,na,1988,Summer
185235,"Individual, Open",17,Equestrian Jumping,"Campo Marte, Bosque de Chapultepec, Ciudad de México",na,1968-10-23,,na,1968,Summer
154525,"Individual Pursuit, 4,000 metres, Men",21,Cycling Track,"Olympic Velodrome, California State University at Dominguez Hills, Carson, California",na,1984-07-30,1984-08-01,na,1984,Summer
9001028,"1,000 metres, Men",60,Speed Skating,"Gangneung Oval, Gangneung Olympic Park, Coastal Cluster, Gangneung",na,2018-02-23,,19:00,2018,Winter
925816,"440 yards - Special Athletic Events, Men",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-07-02,,na,1904,Summer
308048,"Team Pursuit, 4,000 metres, Men",54,Cycling Track,"Velodrome, London Velopark, Olympic Park, Stratford, London",na,2012-08-02,2012-08-03,na,2012,Summer
924070,"Curling, Men",57,Curling,"Vancouver Olympic Centre, Vancouver",na,2010-02-16,2010-02-27,na,2010,Winter
261856,"4 x 100 metres Medley Relay, Women",53,Swimming,"Beijing Guojia Youyong Zhongxin, Beijing Aolinpike Gongyuan, Beijing",na,2008-08-15,2008-08-17,na,2008,Summer
925133,"Sprint, Professionals (#2), Men",2,Cycling Track,"Vélodrome Municipal de Vincennes, Paris",na,1900-09-14,,na,1900,Summer
130830,"Light-Flyweight, Freestyle (≤48 kilograms), Men",23,Wrestling,"Instituto Nacional de Educación Física de Cataluña (INEFC), Barcelona",na,1992-08-04,1992-08-06,na,1992,Summer
70061,"Team All-Around, Swedish System, Men",7,Artistic Gymnastics,"Olympisch Stadion, Antwerpen",na,1920-08-26,,14:00,1920,Summer
920038,"Painting, Unknown Event, Open1",10,Art Competitions,"Los Angeles Museum of History, Science and Art, Los Angeles, California",na,1932-07-30,1932-08-14,na,1932,Summer
70743,"Balance Beam, Women",24,Artistic Gymnastics,"Georgia Dome, Atlanta, Georgia",na,1996-07-21,1996-07-29,na,1996,Summer
70721,"Individual All-Around, Women",24,Artistic Gymnastics,"Georgia Dome, Atlanta, Georgia",na,1996-07-21,1996-07-25,na,1996,Summer
158111,"Single Sculls, Men1",13,Rowing,"Meilahti, Helsinki",na,1952-07-21,1952-07-23,na,1952,Summer
4470,"4 x 50 yards Freestyle Relay, Men",3,Swimming,"Life Saving Exhibition Lake, Forest Park, St. Louis",na,1904-09-07,,na,1904,Summer
37533,"Volleyball, Women",23,Volleyball,"Palau Sant Jordi, Barcelona / Pabellón de la Vall d'Hebron, Barcelona / Palacio de los Deportes, Barcelona",na,1992-07-29,1992-08-07,na,1992,Summer
185436,"Team, Open",24,Equestrian Eventing,"Georgia International Horse Park, Conyers, Georgia",na,1996-07-21,1996-07-24,na,1996,Summer
2046,"10 kilometres, Classical, Men",45,Cross Country Skiing,"Birkebeineren Skistadion, Lillehammer",Course Length: ?Height Differential: 108 mIntermediate 1: 1.7 kmIntermediate 2: 7.1 kmMaximum Climb: 66 mTotal Climbing: 413 m,1994-02-17,,10:30-11:55,1994,Winter
19009503,"Welterweight, Freestyle (≤65 kilograms), Men",61,Wrestling,"Makuhari Messe, 2-1, Nakase, Mihama-ku, Chiba, Chiba Prefecture, Japan",na,2021-08-06,2021-08-07,na,2020,Summer
239,"Two, Men",31,Bobsleigh,"Mt. Van Hoevenberg Recreation Area, Lake Placid (Bob Run)",Curves: 26Length: 2366 mStart Altitude: 850 mVertical Drop: 228 m,1932-02-08,1932-02-09,na,1932,Winter
159318,"Coxless Pairs, Women",23,Rowing,"Lago de Bañolas, Bañolas",na,1992-07-27,1992-08-01,na,1992,Summer
305037,"Flyweight (≤52 kilograms), Men",54,Boxing,"ExCeL, Newham, London",na,2012-07-30,2012-08-12,na,2012,Summer
9000280,"4 × 10 kilometres Relay, Men",60,Cross Country Skiing,"Alpensia Cross-Country Centre, Alpensia Resort, Mountain Cluster, Daegwallyeong","Course Length: 9,687 mHeight Differential: 41 mMaximum Climb: 35 mTotal Climbing: 378 m",2018-02-18,,15:15,2018,Winter
351025,"Individual, Women",59,Trampolining,"Arena Olímpica do Rio, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-12,,na,2016,Summer
302288,"110 metres Hurdles, Men",54,Athletics,"Olympic Stadium, Olympic Park, Stratford, London",na,2012-08-07,2012-08-08,na,2012,Summer
29665,"Light-Heavyweight (≤82½ kilograms), Men",19,Weightlifting,"Aréna Saint-Michel, Montréal, Québec",na,1976-07-24,,14:30-19:00,1976,Summer
29087,"Bantamweight (≤56 kilograms), Men",14,Weightlifting,"Royal Exhibition Building, Melbourne, Victoria",na,1956-11-23,,13:00,1956,Summer
6000000,"Music, Unknown Event, Open1",12,Art Competitions,"Victoria & Albert Museum, London",na,1948-07-29,1948-08-14,na,1948,Summer
321034,"Trap, Women",54,Shooting,"Royal Artillery Barracks, Woolwich, London",na,2012-08-04,,na,2012,Summer
64238,"Hammer Throw, Men",23,Athletics,"Estadio Olímpico de Montjuïc, Barcelona",na,1992-08-01,1992-08-02,na,1992,Summer
62056,"High Jump, Women",19,Athletics,"Stade olympique, Parc olympique, Montréal, Québec",na,1976-07-26,1976-07-28,na,1976,Summer
354389,"Middleweight (≤63 kilograms), Women",59,Weightlifting,"Riocentro Pavilhão 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-09,,12:30 (B) (A),2016,Summer
905069,"Target Shooting, National, Men",32,Ice Stock Sport,"Olympia-Eissportplatz am Rießersee, Garmisch-Partenkirchen",na,1936-02-09,,09:30,1936,Winter
357035,"1,500 metres Freestyle, Men",59,Swimming,"Estádio Aquático Olímpico, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-12,2016-08-13,na,2016,Summer
58783,"200 metres, Women",12,Athletics,"Empire Stadium, Wembley, London",na,1948-08-05,1948-08-06,na,1948,Summer
838,"500 metres, Men",49,Short Track Speed Skating,"Palavela, Torino",na,2006-02-22,2006-02-25,na,2006,Winter
900254,"Singles - Mexico, Men",17,Tennis,"Centro Deportivo Chapultepec, Ciudad de México",na,1968-10-24,1968-10-26,na,1968,Summer
133036,"Featherweight, Freestyle (≤58 kilograms), Men",25,Wrestling,"Sydney Exhibition Centre, Sydney Convention and Exhibition Centre, Sydney, New South Wales (Halls 1 & 2)",na,2000-09-29,,09:30-17:00 (all days),2000,Summer
28503,"Lacrosse, Men",5,Lacrosse,"White City Stadium, London",na,1908-10-24,,13:00,1908,Summer
255024,"Kayak Singles, 1,000 metres, Men",12,Canoe Sprint,"Henley Royal Regatta Course, Henley-on-Thames",na,1948-08-12,,na,1948,Summer
331072,"Middleweight (≤77 kilograms), Men",54,Weightlifting,"ExCeL, Newham, London (South Arena 3)",na,2012-08-01,,"10:00, 19:00",2012,Summer
901315,"Sanshou (≤60 kilograms), Women",53,Wushu,"Ao Ti Zhongxin Tiyuguan, Beijing Aolinpike Gongyuan, Beijing",na,2008-08-21,2008-08-24,na,2008,Summer
21263,"Middleweight (≤158 pounds), Men",5,Boxing,"Northampton Institute, Clerkenwell",na,1908-10-27,,na,1908,Summer
256080,"Kayak Singles, 1,000 metres, Men",24,Canoe Sprint,"Lake Sidney Lanier, Gainesville, Georgia",na,1996-07-30,1996-08-03,na,1996,Summer
356240,"Skiff (49er FX), Women",59,Sailing,"Marina da Glória, Glória, Rio de Janeiro",na,2016-08-12,2016-08-18,na,2016,Summer
4855,"1,500 metres Freestyle, Men",9,Swimming,"Zwemstadion, Amsterdam",na,1928-08-04,1928-08-06,na,1928,Summer
256124,"Canadian Singles, 500 metres, Men",24,Canoe Sprint,"Lake Sidney Lanier, Gainesville, Georgia",na,1996-07-31,1996-08-04,na,1996,Summer
63375,"110 metres Hurdles, Men",22,Athletics,"Ol-lim-pik Ju-gyeong-gi-jang, Seoul Sports Complex, Seoul",na,1988-09-25,1988-09-26,na,1988,Summer
4469,"Plunge For Distance, Men",3,Swimming,"Life Saving Exhibition Lake, Forest Park, St. Louis",na,1904-09-05,,na,1904,Summer
9000220,"10 kilometres Sprint, Men",60,Biathlon,"Alpensia Biathlon Centre, Alpensia Resort, Mountain Cluster, Daegwallyeong","Course Length: 9,813 mHeight Differential: 37 mMaximum Climb: 38 mShooting 1: Prone at 3.159 km, 50 m rangeShooting 2: Standing at 6.583 km, 50 m rangeTotal Climbing: 348 m",2018-02-11,,20:15,2018,Winter
19004709,"Singles, Women",61,Tennis,"Ariake Tennis Forest Park, Ariake, Koto, Tokyo, Japan",na,2021-07-24,2021-07-31,na,2020,Summer
28800,"Light-Heavyweight (≤82½ kilograms), Men",10,Weightlifting,"Grand Olympic Auditorium, Los Angeles, California",na,1932-07-30,,18:00,1932,Summer
70541,"Horizontal Bar, Men",21,Artistic Gymnastics,"Edwin W. Pauley Pavilion, Los Angeles, California",na,1984-07-29,1984-08-04,na,1984,Summer
65397,"5,000 metres, Men",25,Athletics,"Olympic Stadium, Olympic Park, Sydney, New South Wales",na,2000-09-27,2000-09-30,na,2000,Summer
905177,"Winter Pentathlon, Men",33,Winter Pentathlon,"Palace-Hotel, St. Moritz / Skistadion, St. Moritz / Französische Kirche, St. Moritz / Salastrains, St. Moritz / Kurhaus, St. Moritz-Bad",na,1948-01-31,1948-02-04,na,1948,Winter
70784,"Horse Vault, Men",25,Artistic Gymnastics,"Sydney SuperDome, Olympic Park, Sydney, New South Wales",na,2000-09-16,2000-09-25,na,2000,Summer
322154,"200 metres Individual Medley, Women",54,Swimming,"London Aquatics Centre, Olympic Park, Stratford, London",na,2012-07-30,2012-07-31,na,2012,Summer
2342,"Team, Men1",49,Nordic Combined,"Stadio del Trampolino, Pragelato Plan / Pragelato",na,2006-02-15,2006-02-16,na,2006,Winter
122739,"Welterweight, Freestyle (≤73 kilograms), Men",12,Wrestling,"Empress Hall, Earls Court Exhibition Centre, Kensington, London",na,1948-07-29,1948-07-31,10:00-13:30-18:00-23:30 (all days),1948,Summer
54088,"Springboard, Women",8,Diving,"Piscine des Tourelles, Saint-Mandé",na,1924-07-17,1924-07-18,na,1924,Summer
12678,"Singles, Women",30,Figure Skating,"Olympia-Eisstadion Badrutts Park, St. Moritz",na,1928-02-14,1928-02-15,na,1928,Winter
61226,"Triple Jump, Men",18,Athletics,"Olympiastadion, Olympiapark, München",na,1972-09-03,1972-09-04,na,1972,Summer
153543,"1,000 metres Time Trial, Men",12,Cycling Track,"Herne Hill Velodrome, London",na,1948-08-11,,17:00,1948,Summer
19008746,"Two Person Dinghy (470), Men",61,Sailing,"Enoshima, Sagami-wan",na,2021-07-28,2021-08-04,na,2020,Summer
1346,"Slalom, Men",42,Alpine Skiing,Bjelašnica (Olympia),Peter Prodinger,1984-02-19,,na,1984,Winter
70168,"Horizontal Bar, Men",13,Artistic Gymnastics,"Messuhalli I, Helsinki",na,1952-07-19,1952-07-21,"07:30 (19/7), 08:00-16:00 (20/7), 08:00-16:00 (21/7)",1952,Summer
1999,"30 kilometres, Men",42,Cross Country Skiing,"Veliko Polje, Igman",Course Length: ?Height Differential: 134 mIntermediate 1: 6.8 kmIntermediate 2: 15.0 kmIntermediate 3: 21.8 kmMaximum Climb: 36 mTotal Climbing: 910 m,1984-02-10,,8:30,1984,Winter
257949,"Basketball, Women",53,Basketball,"Beijing Aolinpike Lanqiuguan, Beijing",na,2008-08-09,2008-08-23,na,2008,Summer
154922,"Sprint, Men",25,Cycling Track,"Dunc Gray Velodrome, Bass Hill, New South Wales",na,2000-09-18,2000-09-20,na,2000,Summer
4479,"100 metres Freestyle, Men",5,Swimming,"White City Stadium, London",na,1908-07-17,1908-07-20,na,1908,Summer
63076,"800 metres, Women",21,Athletics,"Los Angeles Memorial Coliseum, Los Angeles, California",na,1984-08-03,1984-08-06,na,1984,Summer
1007,"5,000 metres, Men",36,Speed Skating,"Speed Skating Oval, Squaw Valley, California",na,1960-02-25,,na,1960,Winter
60814,"Decathlon, Men",17,Athletics,"Estadio Olímpico Universitario, Ciudad de México",na,1968-10-18,1968-10-19,na,1968,Summer
255533,"Canadian Doubles, 500 metres, Men",19,Canoe Sprint,"Bassin olympique, Île Notre Dame, Montréal, Québec",na,1976-07-28,1976-07-30,na,1976,Summer
154881,"Sprint, Women",24,Cycling Track,"Stone Mountain Velodrome, Stone Mountain, Georgia",na,1996-07-24,1996-07-27,na,1996,Summer
263827,"Heavyweight, Greco-Roman (≤96 kilograms), Men",53,Wrestling,"Zhongguo Nongye Daxue Tiyuguan, Beijing",na,2008-08-14,,na,2008,Summer
19001703,"Individual Time Trial, Women",61,Cycling Road,"Fuji Speedway, Oyama, Suntō District, Shizuoka Prefecture, Japan",Distance: 22.1 kmIntermediate 1: 9.7 kmIntermediate 2: 15.0 km,2021-07-28,,11:30,2020,Summer
8390,"1,500 metres Freestyle, Men",25,Swimming,"Sydney International Aquatic Centre, Olympic Park, Sydney, New South Wales",na,2000-09-22,2000-09-23,na,2000,Summer
930006,"Best photograph, 9 September event, Open",2,Ballooning,"L'Aérostation, Parc de Vincennes, Paris",na,1900-09-23,,na,1900,Summer
1020,"3,000 metres, Women",37,Speed Skating,"Eisschnellaufbahn im Olympiaeisstadion, Innsbruck",na,1964-02-02,,13:25,1964,Winter
