Country_Name,Year,Country_Code,Gold,Silver,Bronze,Total,Season,GDP,Population,Gold_Net,Silver_Net,Bronze_Net,Total_Net
Brazil,1992,BRA,2.0,1.0,0.0,3.0,Summer,2105107.7479999997,155900790.0,6.0,9.0,16.0,31.0
Argentina,1992,ARG,0.0,0.0,1.0,1.0,Summer,6815618.29,33568285.0,0.0,4.0,5.0,9.0
Jordan,1992,JOR,0.0,0.0,0.0,0.0,0,1373449.448,3866887.0,0.0,0.0,0.0,0.0
Ghana,1992,GHA,0.0,0.0,1.0,1.0,Summer,394907.0373,16241548.0,0.0,1.0,3.0,4.0
Senegal,1992,SEN,0.0,0.0,0.0,0.0,0,974331.2093,7974514.0,0.0,1.0,0.0,1.0
Ukraine,1992,UKR,0.0,0.0,0.0,0.0,0,1417935.547,52150400.0,0.0,0.0,0.0,0.0
Burundi,1992,BDI,0.0,0.0,0.0,0.0,0,188581.1668,5743085.0,0.0,0.0,0.0,0.0
Qatar,1992,QAT,0.0,0.0,1.0,1.0,Summer,16223780.08,471293.0,0.0,0.0,1.0,1.0
Estonia,1992,EST,1.0,0.0,1.0,2.0,Summer,,1533091.0,1.0,0.0,1.0,2.0
Namibia,1992,NAM,0.0,2.0,0.0,2.0,Summer,2346287.909,1461687.0,0.0,2.0,0.0,2.0
Lebanon,1992,LBN,0.0,0.0,0.0,0.0,0,1560198.7079999999,3745407.0,0.0,1.0,1.0,2.0
Morocco,1992,MAR,1.0,1.0,1.0,3.0,Summer,1317329.956,25400676.0,4.0,2.0,3.0,9.0
Mozambique,1992,MOZ,0.0,0.0,0.0,0.0,0,191067.2337,13816881.0,0.0,0.0,0.0,0.0
United States,1992,USA,5.0,4.0,2.0,11.0,Winter,25418990.78,256514000.0,329.0,262.0,212.0,803.0
United States,1992,USA,37.0,34.0,37.0,108.0,Summer,25418990.78,256514000.0,366.0,296.0,249.0,911.0
San Marino,1992,SMR,0.0,0.0,0.0,0.0,0,,23808.0,0.0,0.0,0.0,0.0
Afghanistan,1992,AFG,0.0,0.0,0.0,0.0,0,,12057433.0,0.0,0.0,0.0,0.0
Hungary,1992,HUN,11.0,12.0,7.0,30.0,Summer,3735105.8200000003,10369341.0,65.0,72.0,81.0,218.0
Kazakhstan,1992,KAZ,0.0,0.0,0.0,0.0,0,1515737.659,16439095.0,0.0,0.0,0.0,0.0
Cameroon,1992,CMR,0.0,0.0,0.0,0.0,0,995314.4963,12128604.0,0.0,1.0,1.0,2.0
Singapore,1992,SGP,0.0,0.0,0.0,0.0,0,16135913.65,3230698.0,0.0,1.0,0.0,1.0
Russian Federation,1992,RUS,0.0,0.0,0.0,0.0,0,3098802.7339999997,148538197.0,0.0,0.0,0.0,0.0
Ethiopia,1992,ETH,1.0,0.0,2.0,3.0,Summer,201743.5026,52011554.0,6.0,1.0,6.0,13.0
Montenegro,1992,MNE,0.0,0.0,0.0,0.0,0,,608516.0,0.0,0.0,0.0,0.0
Djibouti,1992,DJI,0.0,0.0,0.0,0.0,0,767106.2359,623197.0,0.0,0.0,1.0,1.0
Armenia,1992,ARM,0.0,0.0,0.0,0.0,0,356082.21259999997,3574555.0,0.0,0.0,0.0,0.0
Belgium,1992,BEL,0.0,1.0,2.0,3.0,Summer,23372619.17,10045158.0,4.0,10.0,13.0,27.0
Dominican Republic,1992,DOM,0.0,0.0,0.0,0.0,0,1562522.047,7427340.0,0.0,0.0,1.0,1.0
Turkmenistan,1992,TKM,0.0,0.0,0.0,0.0,0,815139.8445,3926369.0,0.0,0.0,0.0,0.0
Kenya,1992,KEN,2.0,4.0,2.0,8.0,Summer,332950.2514,24655723.0,13.0,13.0,13.0,39.0
Uzbekistan,1992,UZB,0.0,0.0,0.0,0.0,0,603352.0153,21449000.0,0.0,0.0,0.0,0.0
Japan,1992,JPN,1.0,2.0,4.0,7.0,Winter,31414984.64,124425000.0,69.0,49.0,67.0,185.0
Poland,1992,POL,3.0,6.0,10.0,19.0,Summer,2459020.685,38363667.0,39.0,51.0,89.0,179.0
Japan,1992,JPN,3.0,8.0,11.0,22.0,Summer,31414984.64,124425000.0,72.0,57.0,78.0,207.0
Finland,1992,FIN,3.0,1.0,3.0,7.0,Winter,22319059.46,5041992.0,41.0,39.0,48.0,128.0
Serbia,1992,SRB,0.0,0.0,0.0,0.0,0,,7646424.0,0.0,0.0,0.0,0.0
Guyana,1992,GUY,0.0,0.0,0.0,0.0,0,501441.80449999997,744998.0,0.0,0.0,1.0,1.0
Uganda,1992,UGA,0.0,0.0,0.0,0.0,0,151976.54650000003,18801966.0,1.0,3.0,1.0,5.0
Eritrea,1992,ERI,0.0,0.0,0.0,0.0,0,248341.3094,1921153.0,0.0,0.0,0.0,0.0
Iceland,1992,ISL,0.0,0.0,0.0,0.0,0,27124274.54,261057.0,0.0,0.0,1.0,1.0
Cyprus,1992,CYP,0.0,0.0,0.0,0.0,0,11310072.270000001,810431.0,0.0,0.0,0.0,0.0
Qatar,1994,QAT,0.0,0.0,0.0,0.0,0,14728782.020000001,500683.0,0.0,0.0,1.0,1.0
Colombia,1994,COL,0.0,0.0,0.0,0.0,0,2314844.417,35295461.0,0.0,2.0,4.0,6.0
Italy,1994,ITA,7.0,5.0,8.0,20.0,Winter,19337630.9,56843400.0,89.0,71.0,91.0,251.0
Estonia,1994,EST,0.0,0.0,0.0,0.0,0,,1462514.0,1.0,0.0,1.0,2.0
Kazakhstan,1994,KAZ,1.0,2.0,0.0,3.0,Winter,1316183.6290000002,16145766.0,1.0,2.0,0.0,3.0
Kenya,1994,KEN,0.0,0.0,0.0,0.0,0,273521.6728,26133744.0,13.0,13.0,13.0,39.0
Suriname,1994,SUR,0.0,0.0,0.0,0.0,0,1419517.9379999998,426548.0,1.0,0.0,1.0,2.0
Azerbaijan,1994,AZE,0.0,0.0,0.0,0.0,0,157086.0591,7596550.0,0.0,0.0,0.0,0.0
Sweden,1994,SWE,2.0,1.0,0.0,3.0,Winter,26083614.39,8780745.0,43.0,48.0,55.0,146.0
Romania,1994,ROU,0.0,0.0,0.0,0.0,0,1323104.325,22730211.0,53.0,65.0,83.0,201.0
Russian Federation,1994,RUS,11.0,8.0,4.0,23.0,Winter,2662104.0039999997,148407912.0,11.0,8.0,4.0,23.0
Japan,1994,JPN,1.0,2.0,2.0,5.0,Winter,39933515.059999995,125178000.0,73.0,59.0,80.0,212.0
Burundi,1994,BDI,0.0,0.0,0.0,0.0,0,165585.93469999998,5586408.0,0.0,0.0,0.0,0.0
Peru,1994,PER,0.0,0.0,0.0,0.0,0,1871392.109,23983258.0,0.0,3.0,0.0,3.0
Singapore,1994,SGP,0.0,0.0,0.0,0.0,0,21553030.900000002,3419048.0,0.0,1.0,0.0,1.0
Serbia,1994,SRB,0.0,0.0,0.0,0.0,0,,7734639.0,0.0,0.0,0.0,0.0
Eritrea,1994,ERI,0.0,0.0,0.0,0.0,0,260312.5149,2042500.0,0.0,0.0,0.0,0.0
Morocco,1994,MAR,0.0,0.0,0.0,0.0,0,1348539.0629999998,26201551.0,4.0,2.0,3.0,9.0
Poland,1994,POL,0.0,0.0,0.0,0.0,0,2874825.311,38542652.0,39.0,51.0,89.0,179.0
Spain,1994,ESP,0.0,0.0,0.0,0.0,0,13415287.0,39549108.0,17.0,15.0,11.0,43.0
Finland,1994,FIN,0.0,1.0,5.0,6.0,Winter,20301333.09,5088333.0,41.0,40.0,53.0,134.0
Brazil,1994,BRA,0.0,0.0,0.0,0.0,0,3263562.622,160980472.0,6.0,9.0,16.0,31.0
Lebanon,1994,LBN,0.0,0.0,0.0,0.0,0,2468819.841,3888144.0,0.0,1.0,1.0,2.0
Liechtenstein,1994,LIE,0.0,0.0,0.0,0.0,0,63983913.94,30447.0,2.0,2.0,5.0,9.0
Belgium,1994,BEL,0.0,0.0,0.0,0.0,0,24208554.79,10115603.0,4.0,10.0,13.0,27.0
Ethiopia,1994,ETH,0.0,0.0,0.0,0.0,0,124558.14959999999,55620211.0,6.0,1.0,6.0,13.0
Canada,1994,CAN,3.0,6.0,4.0,13.0,Winter,19935381.46,29000663.0,34.0,55.0,54.0,143.0
Senegal,1994,SEN,0.0,0.0,0.0,0.0,0,598145.4145000001,8416997.0,0.0,1.0,0.0,1.0
San Marino,1994,SMR,0.0,0.0,0.0,0.0,0,,24535.0,0.0,0.0,0.0,0.0
Belarus,1994,BLR,0.0,2.0,0.0,2.0,Winter,1460065.5,10226955.0,0.0,2.0,0.0,2.0
France,1994,FRA,0.0,1.0,4.0,5.0,Winter,23496367.68,59327585.0,49.0,56.0,82.0,187.0
Jordan,1994,JOR,0.0,0.0,0.0,0.0,0,1457703.132,4278166.0,0.0,0.0,0.0,0.0
Lithuania,1994,LTU,0.0,0.0,0.0,0.0,0,,3657144.0,1.0,0.0,1.0,2.0
Jamaica,1994,JAM,0.0,0.0,0.0,0.0,0,2194913.41,2484182.0,1.0,8.0,7.0,16.0
Panama,1994,PAN,0.0,0.0,0.0,0.0,0,3518953.4020000002,2661385.0,0.0,0.0,0.0,0.0
Cameroon,1994,CMR,0.0,0.0,0.0,0.0,0,692858.7285,12848862.0,0.0,1.0,1.0,2.0
Pakistan,1994,PAK,0.0,0.0,0.0,0.0,0,404606.7598,129245139.0,3.0,2.0,4.0,9.0
Montenegro,1994,MNE,0.0,0.0,0.0,0.0,0,,611389.0,0.0,0.0,0.0,0.0
Austria,1994,AUT,2.0,3.0,4.0,9.0,Winter,25646700.66,7936118.0,29.0,41.0,38.0,108.0
Gabon,1994,GAB,0.0,0.0,0.0,0.0,0,3832093.234,1093611.0,0.0,0.0,0.0,0.0
Cuba,1994,CUB,0.0,0.0,0.0,0.0,0,2613005.0390000003,10887207.0,31.0,23.0,23.0,77.0
India,1994,IND,0.0,0.0,0.0,0.0,0,346227.3931,945261958.0,2.0,1.0,2.0,5.0
Djibouti,1994,DJI,0.0,0.0,0.0,0.0,0,788624.4733,623477.0,0.0,0.0,1.0,1.0
Ghana,1994,GHA,0.0,0.0,0.0,0.0,0,319500.4587,17040854.0,0.0,1.0,3.0,4.0
Tunisia,1994,TUN,0.0,0.0,0.0,0.0,0,1709747.605,9143141.0,1.0,2.0,2.0,5.0
Ukraine,1994,UKR,1.0,0.0,1.0,2.0,Winter,1011979.37,51921400.0,1.0,0.0,1.0,2.0
Thailand,1994,THA,0.0,0.0,0.0,0.0,0,2502703.873,58610010.0,0.0,1.0,3.0,4.0
Mexico,1994,MEX,0.0,0.0,0.0,0.0,0,5976523.586999999,88314424.0,6.0,9.0,12.0,27.0
Ecuador,1994,ECU,0.0,0.0,0.0,0.0,0,2001178.159,11347652.0,0.0,0.0,0.0,0.0
Dominican Republic,1994,DOM,0.0,0.0,0.0,0.0,0,1896017.157,7723934.0,0.0,0.0,1.0,1.0
Argentina,1994,ARG,0.0,0.0,0.0,0.0,0,7464474.737,34488696.0,0.0,4.0,5.0,9.0
Namibia,1994,NAM,0.0,0.0,0.0,0.0,0,2352660.539,1558449.0,0.0,2.0,0.0,2.0
Iraq,1994,IRQ,0.0,0.0,0.0,0.0,0,197122.4266,20248073.0,0.0,0.0,1.0,1.0
Australia,1994,AUS,0.0,0.0,1.0,1.0,Winter,18129790.720000003,17805468.0,43.0,50.0,61.0,154.0
North Macedonia,1994,MKD,0.0,0.0,0.0,0.0,0,1795552.4109999998,1982458.0,0.0,0.0,0.0,0.0
Trinidad and Tobago,1994,TTO,0.0,0.0,0.0,0.0,0,3801469.548,1301393.0,1.0,1.0,2.0,4.0
United States,1994,USA,6.0,5.0,2.0,13.0,Winter,27694853.419999998,263126000.0,372.0,301.0,251.0,924.0
Ireland,1994,IRL,0.0,0.0,0.0,0.0,0,15902929.68,3590386.0,1.0,3.0,2.0,6.0
Hungary,1994,HUN,0.0,0.0,0.0,0.0,0,4173373.024,10343355.0,65.0,72.0,81.0,218.0
Luxembourg,1994,LUX,0.0,0.0,0.0,0.0,0,43933235.44,402925.0,0.0,2.0,0.0,2.0
Iceland,1994,ISL,0.0,0.0,0.0,0.0,0,24018631.4,266021.0,0.0,0.0,1.0,1.0
Uganda,1994,UGA,0.0,0.0,0.0,0.0,0,198282.0513,20125021.0,1.0,3.0,1.0,5.0
Mozambique,1994,MOZ,0.0,0.0,0.0,0.0,0,187525.9032,14912873.0,0.0,0.0,0.0,0.0
Syrian Arab Republic,1994,SYR,0.0,0.0,0.0,0.0,0,3238394.02,13922626.0,0.0,1.0,0.0,1.0
New Zealand,1994,NZL,0.0,0.0,0.0,0.0,0,15280312.78,3620000.0,21.0,10.0,22.0,53.0
Israel,1994,ISR,0.0,0.0,0.0,0.0,0,,5399000.0,0.0,1.0,1.0,2.0
Norway,1994,NOR,10.0,11.0,5.0,26.0,Winter,29315841.91,4336613.0,49.0,59.0,40.0,148.0
Armenia,1994,ARM,0.0,0.0,0.0,0.0,0,389825.2865,3373713.0,0.0,0.0,0.0,0.0
Afghanistan,1994,AFG,0.0,0.0,0.0,0.0,0,,15455555.0,0.0,0.0,0.0,0.0
Turkmenistan,1994,TKM,0.0,0.0,0.0,0.0,0,619669.8961,4133037.0,0.0,0.0,0.0,0.0
Cyprus,1994,CYP,0.0,0.0,0.0,0.0,0,11617692.38,844444.0,0.0,0.0,0.0,0.0
Guyana,1994,GUY,0.0,0.0,0.0,0.0,0,721603.3895,749546.0,0.0,0.0,1.0,1.0
Tajikistan,1994,TJK,0.0,0.0,0.0,0.0,0,261681.39630000002,5803993.0,0.0,0.0,0.0,0.0
Georgia,1994,GEO,0.0,0.0,0.0,0.0,0,519857.5812,4836076.0,0.0,0.0,0.0,0.0
Uzbekistan,1994,UZB,1.0,0.0,0.0,1.0,Winter,576447.1105,22377000.0,1.0,0.0,0.0,1.0
Namibia,1996,NAM,0.0,2.0,0.0,2.0,Summer,2417605.515,1650066.0,0.0,4.0,0.0,4.0
Montenegro,1996,MNE,0.0,0.0,0.0,0.0,0,,611003.0,0.0,0.0,0.0,0.0
Iceland,1996,ISL,0.0,0.0,0.0,0.0,0,27614877.03,268916.0,0.0,0.0,1.0,1.0
Ghana,1996,GHA,0.0,0.0,0.0,0.0,0,388644.96880000003,17844010.0,0.0,1.0,3.0,4.0
Brazil,1996,BRA,3.0,3.0,9.0,15.0,Summer,5121905.407000001,166037122.0,9.0,12.0,25.0,46.0
Eritrea,1996,ERI,0.0,0.0,0.0,0.0,0,306322.25820000004,2264073.0,0.0,0.0,0.0,0.0
Uganda,1996,UGA,0.0,0.0,1.0,1.0,Summer,284456.8035,21249572.0,1.0,3.0,2.0,6.0
Ukraine,1996,UKR,9.0,2.0,12.0,23.0,Summer,872698.7305000001,51057800.0,10.0,2.0,13.0,25.0
Estonia,1996,EST,0.0,0.0,0.0,0.0,0,3380926.3019999997,1415594.0,1.0,0.0,1.0,2.0
Jordan,1996,JOR,0.0,0.0,0.0,0.0,0,1503143.967,4608676.0,0.0,0.0,0.0,0.0
United States,1996,USA,44.0,32.0,25.0,101.0,Summer,29967712.72,269394000.0,416.0,333.0,276.0,1025.0
Argentina,1996,ARG,0.0,2.0,1.0,3.0,Summer,7690157.0030000005,35389362.0,0.0,6.0,6.0,12.0
Dominican Republic,1996,DOM,0.0,0.0,0.0,0.0,0,2276707.061,8012314.0,0.0,0.0,1.0,1.0
Kenya,1996,KEN,1.0,4.0,3.0,8.0,Summer,436195.45160000003,27615736.0,14.0,17.0,16.0,47.0
Romania,1996,ROU,4.0,7.0,9.0,20.0,Summer,1633010.6439999999,22619004.0,57.0,72.0,92.0,221.0
Guyana,1996,GUY,0.0,0.0,0.0,0.0,0,936084.3257,753571.0,0.0,0.0,1.0,1.0
Uzbekistan,1996,UZB,0.0,1.0,1.0,2.0,Summer,600598.1577999999,23225000.0,1.0,1.0,1.0,3.0
Russian Federation,1996,RUS,26.0,21.0,16.0,63.0,Summer,2643929.199,148160129.0,37.0,29.0,20.0,86.0
Qatar,1996,QAT,0.0,0.0,0.0,0.0,0,17116832.56,529265.0,0.0,0.0,1.0,1.0
Djibouti,1996,DJI,0.0,0.0,0.0,0.0,0,766315.697,644649.0,0.0,0.0,1.0,1.0
Burundi,1996,BDI,1.0,0.0,0.0,1.0,Summer,146536.1825,5930507.0,1.0,0.0,0.0,1.0
Morocco,1996,MAR,0.0,0.0,2.0,2.0,Summer,1585718.384,26999093.0,4.0,2.0,5.0,11.0
Cameroon,1996,CMR,0.0,0.0,0.0,0.0,0,817184.1421,13575324.0,0.0,1.0,1.0,2.0
Kazakhstan,1996,KAZ,3.0,4.0,4.0,11.0,Summer,1350305.67,15578227.0,4.0,6.0,4.0,14.0
San Marino,1996,SMR,0.0,0.0,0.0,0.0,0,,25235.0,0.0,0.0,0.0,0.0
Mozambique,1996,MOZ,0.0,0.0,1.0,1.0,Summer,239857.40430000002,16079553.0,0.0,0.0,1.0,1.0
Afghanistan,1996,AFG,0.0,0.0,0.0,0.0,0,,17106595.0,0.0,0.0,0.0,0.0
Ethiopia,1996,ETH,2.0,0.0,1.0,3.0,Summer,144031.64870000002,59347649.0,8.0,1.0,7.0,16.0
Hungary,1996,HUN,7.0,4.0,10.0,21.0,Summer,4525039.103,10311238.0,72.0,76.0,91.0,239.0
Poland,1996,POL,7.0,5.0,5.0,17.0,Summer,4147465.5009999997,38624370.0,46.0,56.0,94.0,196.0
Cyprus,1996,CYP,0.0,0.0,0.0,0.0,0,15139226.559999999,880058.0,0.0,0.0,0.0,0.0
Canada,1996,CAN,3.0,11.0,8.0,22.0,Summer,21227347.529999997,29610218.0,37.0,66.0,62.0,165.0
Lebanon,1996,LBN,0.0,0.0,0.0,0.0,0,3393503.399,4034243.0,0.0,1.0,1.0,2.0
Senegal,1996,SEN,0.0,0.0,0.0,0.0,0,741761.7082,8843423.0,0.0,1.0,0.0,1.0
Turkmenistan,1996,TKM,0.0,0.0,0.0,0.0,0,553059.4143,4301093.0,0.0,0.0,0.0,0.0
Finland,1996,FIN,1.0,2.0,1.0,4.0,Summer,25783450.49,5124573.0,42.0,42.0,54.0,138.0
Belarus,1996,BLR,1.0,6.0,8.0,15.0,Summer,1452507.105,10159569.0,1.0,8.0,8.0,17.0
Sweden,1996,SWE,2.0,4.0,2.0,8.0,Summer,32998968.159999996,8840998.0,45.0,52.0,57.0,154.0
Gabon,1996,GAB,0.0,0.0,0.0,0.0,0,4948753.162,1150601.0,0.0,0.0,0.0,0.0
Luxembourg,1996,LUX,0.0,0.0,0.0,0.0,0,50444359.12,414225.0,0.0,2.0,0.0,2.0
Syrian Arab Republic,1996,SYR,1.0,0.0,0.0,1.0,Summer,4184294.4399999995,14708879.0,1.0,1.0,0.0,2.0
Austria,1996,AUT,0.0,1.0,2.0,3.0,Summer,29809076.77,7959017.0,29.0,42.0,40.0,111.0
Tajikistan,1996,TJK,0.0,0.0,0.0,0.0,0,172916.4992,6035600.0,0.0,0.0,0.0,0.0
Japan,1996,JPN,3.0,6.0,5.0,14.0,Summer,39150039.63,125757000.0,76.0,65.0,85.0,226.0
Israel,1996,ISR,0.0,0.0,1.0,1.0,Summer,20116981.87,5692000.0,0.0,1.0,2.0,3.0
Cuba,1996,CUB,9.0,8.0,8.0,25.0,Summer,2281975.5500000003,10963031.0,40.0,31.0,31.0,102.0
Italy,1996,ITA,13.0,10.0,12.0,35.0,Summer,23081604.68,56860281.0,102.0,81.0,103.0,286.0
Suriname,1996,SUR,0.0,0.0,0.0,0.0,0,1940841.556,443834.0,1.0,0.0,1.0,2.0
Pakistan,1996,PAK,0.0,0.0,0.0,0.0,0,461399.865,137234810.0,3.0,2.0,4.0,9.0
Thailand,1996,THA,1.0,0.0,1.0,2.0,Summer,3039890.1,60211096.0,1.0,1.0,4.0,6.0
Panama,1996,PAN,0.0,0.0,0.0,0.0,0,3561290.458,2771606.0,0.0,0.0,0.0,0.0
Ireland,1996,IRL,3.0,0.0,1.0,4.0,Summer,20835897.71,3637510.0,4.0,3.0,3.0,10.0
Azerbaijan,1996,AZE,0.0,1.0,0.0,1.0,Summer,409163.1891,7763000.0,0.0,1.0,0.0,1.0
Norway,1996,NOR,2.0,2.0,3.0,7.0,Summer,37321974.199999996,4381336.0,51.0,61.0,43.0,155.0
Colombia,1996,COL,0.0,0.0,0.0,0.0,0,2652287.331,36632573.0,0.0,2.0,4.0,6.0
Iraq,1996,IRQ,0.0,0.0,0.0,0.0,0,482163.6186,21639332.0,0.0,0.0,1.0,1.0
Mexico,1996,MEX,0.0,0.0,1.0,1.0,Summer,4487291.779,91586555.0,6.0,9.0,13.0,28.0
Jamaica,1996,JAM,1.0,3.0,2.0,6.0,Summer,2919144.486,2532894.0,2.0,11.0,9.0,22.0
Armenia,1996,ARM,1.0,1.0,0.0,2.0,Summer,484091.641,3298898.0,1.0,1.0,0.0,2.0
Ecuador,1996,ECU,1.0,0.0,0.0,1.0,Summer,2142328.641,11775221.0,1.0,0.0,0.0,1.0
Singapore,1996,SGP,0.0,0.0,0.0,0.0,0,26233628.9,3670704.0,0.0,1.0,0.0,1.0
Spain,1996,ESP,5.0,6.0,6.0,17.0,Summer,16109084.4,39889852.0,22.0,21.0,17.0,60.0
Tunisia,1996,TUN,0.0,0.0,1.0,1.0,Summer,2077007.469,9430550.0,1.0,2.0,3.0,6.0
Australia,1996,AUS,9.0,9.0,23.0,41.0,Summer,22020093.720000003,18224767.0,52.0,59.0,84.0,195.0
Liechtenstein,1996,LIE,0.0,0.0,0.0,0.0,0,79906604.08999999,31337.0,2.0,2.0,5.0,9.0
Lithuania,1996,LTU,0.0,0.0,1.0,1.0,Summer,2327434.8570000003,3601613.0,1.0,0.0,2.0,3.0
Georgia,1996,GEO,0.0,0.0,2.0,2.0,Summer,689059.4414,4491699.0,0.0,0.0,2.0,2.0
Peru,1996,PER,0.0,0.0,0.0,0.0,0,2218321.747,24907304.0,0.0,3.0,0.0,3.0
Serbia,1996,SRB,0.0,0.0,0.0,0.0,0,2864084.727,7617794.0,0.0,0.0,0.0,0.0
Trinidad and Tobago,1996,TTO,0.0,0.0,2.0,2.0,Summer,4385098.699999999,1313434.0,1.0,1.0,4.0,6.0
France,1996,FRA,15.0,7.0,15.0,37.0,Summer,26870285.240000002,59756533.0,64.0,63.0,97.0,224.0
North Macedonia,1996,MKD,0.0,0.0,0.0,0.0,0,2327729.331,1994226.0,0.0,0.0,0.0,0.0
India,1996,IND,0.0,0.0,1.0,1.0,Summer,399577.5035,983281218.0,2.0,1.0,3.0,6.0
New Zealand,1996,NZL,3.0,2.0,1.0,6.0,Summer,18794436.04,3732000.0,24.0,12.0,23.0,59.0
Belgium,1996,BEL,2.0,2.0,2.0,6.0,Summer,27489555.18,10156637.0,6.0,12.0,15.0,33.0
Romania,1998,ROU,0.0,0.0,0.0,0.0,0,1852467.309,22507344.0,57.0,72.0,92.0,221.0
Mozambique,1998,MOZ,0.0,0.0,0.0,0.0,0,311045.1378,16923195.0,0.0,0.0,1.0,1.0
Cameroon,1998,CMR,0.0,0.0,0.0,0.0,0,789274.2585,14314599.0,0.0,1.0,1.0,2.0
Pakistan,1998,PAK,0.0,0.0,0.0,0.0,0,427506.3275,145476106.0,3.0,2.0,4.0,9.0
Eritrea,1998,ERI,0.0,0.0,0.0,0.0,0,320966.60939999996,2322753.0,0.0,0.0,0.0,0.0
Colombia,1998,COL,0.0,0.0,0.0,0.0,0,2594419.8249999997,37944414.0,0.0,2.0,4.0,6.0
Kenya,1998,KEN,0.0,0.0,0.0,0.0,0,483708.6323,29137373.0,14.0,17.0,16.0,47.0
Norway,1998,NOR,10.0,10.0,5.0,25.0,Winter,34788359.85,4431464.0,61.0,71.0,48.0,180.0
Poland,1998,POL,0.0,0.0,0.0,0.0,0,4518108.226000001,38663481.0,46.0,56.0,94.0,196.0
Lithuania,1998,LTU,0.0,0.0,0.0,0.0,0,3166666.5330000003,3549331.0,1.0,0.0,2.0,3.0
Peru,1998,PER,0.0,0.0,0.0,0.0,0,2149701.063,25818226.0,0.0,3.0,0.0,3.0
Cyprus,1998,CYP,0.0,0.0,0.0,0.0,0,15092826.17,914660.0,0.0,0.0,0.0,0.0
Mexico,1998,MEX,0.0,0.0,0.0,0.0,0,5555737.245999999,94767284.0,6.0,9.0,13.0,28.0
Ecuador,1998,ECU,0.0,0.0,0.0,0.0,0,2293655.8279999997,12199693.0,1.0,0.0,0.0,1.0
Montenegro,1998,MNE,0.0,0.0,0.0,0.0,0,,607662.0,0.0,0.0,0.0,0.0
Liechtenstein,1998,LIE,0.0,0.0,0.0,0.0,0,77033903.1,32190.0,2.0,2.0,5.0,9.0
North Macedonia,1998,MKD,0.0,0.0,0.0,0.0,0,1875817.764,2007523.0,0.0,0.0,0.0,0.0
Lebanon,1998,LBN,0.0,0.0,0.0,0.0,0,4127320.054,4178784.0,0.0,1.0,1.0,2.0
Cuba,1998,CUB,0.0,0.0,0.0,0.0,0,2332508.217,11033758.0,40.0,31.0,31.0,102.0
Canada,1998,CAN,6.0,5.0,4.0,15.0,Winter,21024585.07,30155173.0,43.0,71.0,66.0,180.0
Dominican Republic,1998,DOM,0.0,0.0,0.0,0.0,0,2616747.41,8282126.0,0.0,0.0,1.0,1.0
Namibia,1998,NAM,0.0,0.0,0.0,0.0,0,2231108.017,1735953.0,0.0,4.0,0.0,4.0
Qatar,1998,QAT,0.0,0.0,0.0,0.0,0,17651545.580000002,580997.0,0.0,0.0,1.0,1.0
Djibouti,1998,DJI,0.0,0.0,0.0,0.0,0,740038.9530999999,694920.0,0.0,0.0,1.0,1.0
Panama,1998,PAN,0.0,0.0,0.0,0.0,0,4012054.165,2885177.0,0.0,0.0,0.0,0.0
Luxembourg,1998,LUX,0.0,0.0,0.0,0.0,0,47445381.08,424700.0,0.0,2.0,0.0,2.0
New Zealand,1998,NZL,0.0,0.0,0.0,0.0,0,14738445.57,3815000.0,24.0,12.0,23.0,59.0
Morocco,1998,MAR,0.0,0.0,0.0,0.0,0,1491139.7710000002,27791825.0,4.0,2.0,5.0,11.0
Syrian Arab Republic,1998,SYR,0.0,0.0,0.0,0.0,0,4542949.125,15500542.0,1.0,1.0,0.0,2.0
Serbia,1998,SRB,0.0,0.0,0.0,0.0,0,2571172.71,7567745.0,0.0,0.0,0.0,0.0
Iceland,1998,ISL,0.0,0.0,0.0,0.0,0,31030053.599999998,274047.0,0.0,0.0,1.0,1.0
Turkmenistan,1998,TKM,0.0,0.0,0.0,0.0,0,587990.0867,4431517.0,0.0,0.0,0.0,0.0
Japan,1998,JPN,5.0,1.0,4.0,10.0,Winter,32423755.61,126400000.0,81.0,66.0,89.0,236.0
India,1998,IND,0.0,0.0,0.0,0.0,0,412509.511,1021434576.0,2.0,1.0,3.0,6.0
Singapore,1998,SGP,0.0,0.0,0.0,0.0,0,21829299.869999997,3927213.0,0.0,1.0,0.0,1.0
Tunisia,1998,TUN,0.0,0.0,0.0,0.0,0,2253078.311,9677148.0,1.0,2.0,3.0,6.0
Iraq,1998,IRQ,0.0,0.0,0.0,0.0,0,894329.0943,23053488.0,0.0,0.0,1.0,1.0
Spain,1998,ESP,0.0,0.0,0.0,0.0,0,15394351.459999999,40223509.0,22.0,21.0,17.0,60.0
Trinidad and Tobago,1998,TTO,0.0,0.0,0.0,0.0,0,4569652.4120000005,1322572.0,1.0,1.0,4.0,6.0
Belgium,1998,BEL,0.0,0.0,1.0,1.0,Winter,25338443.29,10203008.0,6.0,12.0,16.0,34.0
Jamaica,1998,JAM,0.0,0.0,0.0,0.0,0,3410427.7600000002,2576567.0,2.0,11.0,9.0,22.0
Brazil,1998,BRA,0.0,0.0,0.0,0.0,0,5049766.119,171039804.0,9.0,12.0,25.0,46.0
Australia,1998,AUS,0.0,0.0,1.0,1.0,Winter,21478385.16,18607584.0,52.0,59.0,85.0,196.0
