,Country_Name,Country_Code,Season,Year,GDP,Population,GDP_per_capita,Gold,Silver,Bronze,Total_Medals,Gold_Score,Silver_Score,Bronze_Score,Total_Score,Medals_per_GDP
833,Romania,ROU,Summer,2008,10435043.98,20537875.0,0.5080878123953915,4,1,4,9,12,3,12,27,2.5874351897077486e-06
834,Russian Federation,RUS,Summer,2008,11635272.46,142742366.0,0.0815123973775242,24,13,23,60,72,39,69,180,1.5470200686645544e-05
835,Singapore,SGP,Summer,2008,40007469.26,4839396.0,8.26703771710354,0,1,0,1,0,3,0,3,7.498599775216074e-08
836,Serbia,SRB,Summer,2008,7101040.141000001,7350222.0,0.9660987302152235,0,1,2,3,0,3,6,9,1.267419958385502e-06
837,Slovak Republic,SVK,Summer,2008,18753584.94,5379233.0,3.4862934808735746,3,3,0,6,9,9,0,18,9.598164861592591e-07
838,Sweden,SWE,Summer,2008,56152552.34,9219637.0,6.090538308612367,0,4,1,5,0,12,3,15,2.6712944247264113e-07
839,Thailand,THA,Summer,2008,4327797.6,67328239.0,0.06427908503592378,2,2,2,6,6,6,6,18,4.159159383978585e-06
840,Tajikistan,TJK,Summer,2008,704655.3136999999,7324627.0,0.09620357646880857,0,1,1,2,0,3,3,6,8.514801326758236e-06
841,Trinidad and Tobago,TTO,Summer,2008,20011148.270000003,1392803.0,14.367536737069063,1,1,0,2,3,3,0,6,2.9983286911101376e-07
842,Tunisia,TUN,Summer,2008,4200315.819999999,10680380.0,0.3932740052320235,1,0,0,1,3,0,0,3,7.142320074398597e-07
843,Turkiye,TUR,Summer,2008,10802780.61,71320726.0,0.15146761980521622,1,1,3,5,3,3,9,15,1.3885313921968097e-06
844,Ukraine,UKR,Summer,2008,4066547.852,46258189.0,0.08790979370160816,7,4,11,22,21,12,33,66,1.6229982383593503e-05
845,United States,USA,Summer,2008,48570045.980000004,304093966.0,0.1597205186899368,36,39,37,112,108,117,111,336,6.917843976066171e-06
846,Uzbekistan,UZB,Summer,2008,1082286.0250000001,27302800.0,0.039640111087507514,0,1,3,4,0,3,9,12,1.1087642012193587e-05
847,"Venezuela, RB",VEN,Summer,2008,11310778.17,27933833.0,0.4049132165285015,0,0,1,1,0,0,3,3,2.652337403236333e-07
848,Australia,AUS,Winter,2010,52134308.85,22031750.0,2.3663262723115506,2,1,0,3,6,3,0,9,1.7263104083521384e-07
849,Austria,AUT,Winter,2010,46903761.59,8363404.0,5.608214261800578,4,6,6,16,12,18,18,48,1.0233720787595363e-06
850,Belarus,BLR,Winter,2010,6033686.239,9483836.0,0.636207357339372,1,1,1,3,3,3,3,9,1.491625458053587e-06
851,Canada,CAN,Winter,2010,47562083.43,34004889.0,1.3986836842784578,14,7,5,26,42,21,15,78,1.6399618009752942e-06
852,China,CHN,Winter,2010,4550453.108,1337705000.0,0.003401686551220187,5,2,4,11,15,6,12,33,7.252025065808018e-06
853,Czechia,CZE,Winter,2010,19960068.490000002,10474410.0,1.905603130868469,2,0,4,6,6,0,12,18,9.018005128097633e-07
854,Estonia,EST,Winter,2010,14663044.610000001,1331475.0,11.012632313787343,0,1,0,1,0,3,0,3,2.045959812434888e-07
855,Finland,FIN,Winter,2010,46505303.18,5363352.0,8.670939960681306,0,1,4,5,0,3,12,15,3.225438600398347e-07
856,France,FRA,Winter,2010,40676064.79,65030575.0,0.6254913906266398,2,3,6,11,6,9,18,33,8.112879200672549e-07
857,United Kingdom,GBR,Winter,2010,39693193.870000005,62766365.0,0.632395931642688,1,0,0,1,3,0,0,3,7.557970794250929e-08
858,Italy,ITA,Winter,2010,36035645.0,59277417.0,0.607915236927412,1,1,3,5,3,3,9,15,4.162545168818263e-07
859,Japan,JPN,Winter,2010,44968156.230000004,128070000.0,0.35112170086671357,0,3,2,5,0,9,6,15,3.33569380147121e-07
860,Kazakhstan,KAZ,Winter,2010,9070488.252999999,16321872.0,0.5557259763463406,0,1,0,1,0,3,0,3,3.3074294528828385e-07
861,"Korea, Rep.",KOR,Winter,2010,23087225.64,49554112.0,0.4658992908600602,6,6,2,14,18,18,6,42,1.8191878337790612e-06
862,Norway,NOR,Winter,2010,87693790.07000001,4889252.0,17.936033992520738,9,8,6,23,27,24,18,69,7.868288044674769e-07
863,Poland,POL,Winter,2010,12504250.190000001,38042794.0,0.3286890597467684,1,3,2,6,3,9,6,18,1.4395105445342979e-06
864,Russian Federation,RUS,Winter,2010,10674996.09,142849468.0,0.07472898737011748,3,5,7,15,9,15,21,45,4.2154582184957036e-06
865,Slovak Republic,SVK,Winter,2010,16908847.96,5391428.0,3.1362466418915362,1,1,1,3,3,3,3,9,5.322657120869871e-07
866,Sweden,SWE,Winter,2010,52869044.29,9378126.0,5.637484961281177,5,2,4,11,15,6,12,33,6.241837817038398e-07
867,United States,USA,Winter,2010,48650643.129999995,309327143.0,0.1572789334235696,9,15,13,37,27,45,39,111,2.2815731274794354e-06
868,Afghanistan,AFG,Summer,2012,663141.0528000001,30466479.0,0.021766251781178917,0,0,1,1,0,0,3,3,4.5239244159790915e-06
869,Argentina,ARG,Summer,2012,13082664.33,41733271.0,0.3134828403457759,1,1,2,4,3,3,6,12,9.172443546138128e-07
870,Armenia,ARM,Summer,2012,3643715.1829999997,2914421.0,1.2502363876049478,0,1,1,2,0,3,3,6,1.6466709659397658e-06
871,Australia,AUS,Summer,2012,68044714.82,22733465.0,2.9931519379029985,8,15,12,35,24,45,36,105,1.5431029474920799e-06
872,Azerbaijan,AZE,Summer,2012,7496294.648,9295784.0,0.8064187644635461,2,2,5,9,6,6,15,27,3.601779448090872e-06
873,Belgium,BEL,Summer,2012,44670560.68,11106932.0,4.021863164373384,0,1,2,3,0,3,6,9,2.0147497284558373e-07
874,Belarus,BLR,Summer,2012,6953132.515000001,9446836.0,0.7360276514803475,2,5,3,10,6,15,9,30,4.314602078312324e-06
875,Brazil,BRA,Summer,2012,12327317.440000001,199977707.0,0.06164345828807809,3,5,9,17,9,15,27,51,4.13715313556491e-06
876,Brunei Darussalam,BRN,Summer,2012,46842960.26,406634.0,115.19686071504104,1,0,0,1,3,0,0,3,6.40437748457531e-08
877,Canada,CAN,Summer,2012,52669089.96,34714222.0,1.5172193679005683,2,6,10,18,6,18,30,54,1.0252692811098648e-06
878,China,CHN,Summer,2012,6300615.118,1354190000.0,0.004652681764006528,38,31,22,91,114,93,66,273,4.3329102776025176e-05
879,Cameroon,CMR,Summer,2012,1433724.035,21032684.0,0.06816648008404443,0,0,1,1,0,0,3,3,2.092452889652506e-06
880,Colombia,COL,Summer,2012,8101829.092,45782417.0,0.17696376956245014,1,3,5,9,3,9,15,27,3.3325807905107063e-06
881,Cuba,CUB,Summer,2012,6467337.914,11309290.0,0.5718606485464605,5,3,7,15,15,9,21,45,6.958040634089558e-06
882,Cyprus,CYP,Summer,2012,28993349.61,1156556.0,25.06869499617831,0,1,0,1,0,3,0,3,1.0347200445461051e-07
883,Czechia,CZE,Summer,2012,19870801.21,10510785.0,1.8905154286763548,4,3,4,11,12,9,12,33,1.6607282037219876e-06
884,Dominican Republic,DOM,Summer,2012,6049471.741,10030882.0,0.6030847278434738,1,1,0,2,3,3,0,6,9.918221386729177e-07
885,"Egypt, Arab Rep.",EGY,Summer,2012,3059135.428,91240376.0,0.03352830799382063,0,3,1,4,0,9,3,12,3.922676940080863e-06
886,Spain,ESP,Summer,2012,28322946.59,46773055.0,0.6055398047016599,4,10,6,20,12,30,18,60,2.118423653744566e-06
887,Estonia,EST,Summer,2012,17403205.330000002,1322696.0,13.157373523470246,0,1,1,2,0,3,3,6,3.447640757106438e-07
888,Ethiopia,ETH,Summer,2012,458550.92079999996,94451280.0,0.004854893663696246,3,2,3,8,9,6,9,24,5.2338789240961444e-05
889,Finland,FIN,Summer,2012,47708061.28,5413971.0,8.812027489618988,0,2,1,3,0,6,3,9,1.8864736395760746e-07
890,France,FRA,Summer,2012,40870852.36,65662240.0,0.6224407263596247,11,11,13,35,33,33,39,105,2.569068026160441e-06
891,Gabon,GAB,Summer,2012,9348515.572,1836705.0,5.089829652557161,0,1,0,1,0,3,0,3,3.20906562854255e-07
892,United Kingdom,GBR,Summer,2012,42485586.07,63700215.0,0.6669614234426053,29,18,18,65,87,54,54,195,4.589791927989755e-06
893,Georgia,GEO,Summer,2012,4421818.242000001,3728874.0,1.18583203454984,1,2,3,6,3,6,9,18,4.070723628807174e-06
894,"Hong Kong SAR, China",HKG,Summer,2012,36730876.7,7150100.0,5.137113704703431,0,0,1,1,0,0,3,3,8.167515369977542e-08
895,Hungary,HUN,Summer,2012,12984836.57,9920362.0,1.308907534825846,8,4,6,18,24,12,18,54,4.158696931524029e-06
896,India,IND,Summer,2012,1434018.198,1274487215.0,0.0011251726820970896,0,2,4,6,0,6,12,18,1.2552141963821855e-05
897,Ireland,IRL,Summer,2012,49054697.43,4599533.0,10.665147403008088,1,1,4,6,3,3,12,18,3.669373361375965e-07
898,Italy,ITA,Summer,2012,35051521.269999996,59539717.0,0.588708227652476,8,9,11,28,24,27,33,84,2.3964723058081415e-06
899,Jamaica,JAM,Summer,2012,5365242.2930000005,2759817.0,1.9440572664781761,4,5,3,12,12,15,9,36,6.709855405219813e-06
900,Japan,JPN,Summer,2012,49145280.43,127629000.0,0.3850635860972036,7,14,17,38,21,42,51,114,2.3196530572732353e-06
901,Kazakhstan,KAZ,Summer,2012,12386699.27,16792090.0,0.7376508385793549,3,1,7,11,9,3,21,33,2.664147992994747e-06
902,Kenya,KEN,Summer,2012,1289780.822,43725806.0,0.029497016521547938,2,4,7,13,6,12,21,39,3.0237695688112815e-05
903,"Korea, Rep.",KOR,Summer,2012,25466760.52,50199853.0,0.5073074719959837,13,9,8,30,39,27,24,90,3.5340183895521237e-06
904,Lithuania,LTU,Summer,2012,14367709.42,2987773.0,4.808835684638693,2,0,3,5,6,0,9,15,1.044007751097739e-06
905,Morocco,MAR,Summer,2012,2907449.219,33352169.0,0.08717421703517993,0,0,1,1,0,0,3,3,1.031832294918579e-06
906,Mexico,MEX,Summer,2012,10376057.67,115755909.0,0.08963739095167919,1,3,4,8,3,9,12,24,2.313017213598428e-06
907,Montenegro,MNE,Summer,2012,6586721.279,620601.0,10.613455793658083,0,1,0,1,0,3,0,3,4.554618106530024e-07
908,Norway,NOR,Summer,2012,101524141.9,5018573.0,20.229683198789775,2,1,1,4,6,3,3,12,1.1819848732944573e-07
909,New Zealand,NZL,Summer,2012,39973380.76,4408100.0,9.068165595154374,6,2,5,13,18,6,15,39,9.75649276055879e-07
910,Poland,POL,Summer,2012,13010923.39,38063164.0,0.34182453644683874,3,2,6,11,9,6,18,33,2.536330359562589e-06
911,"Korea, Dem. People's Rep.",PRK,Summer,2012,0.0,24887770.0,0.0,4,0,3,7,12,0,9,21,0.0
912,Qatar,QAT,Summer,2012,98041362.24000001,1905660.0,51.447457699694596,0,1,1,2,0,3,3,6,6.119866006464008e-08
913,Romania,ROU,Summer,2012,8930729.912,20058035.0,0.44524450735079485,2,4,1,7,6,12,3,21,2.351431541086336e-06
914,Russian Federation,RUS,Summer,2012,15420875.0,143201721.0,0.10768638038924128,19,21,26,66,57,63,78,198,1.2839738341695916e-05
915,Singapore,SGP,Summer,2012,55546488.54,5312437.0,10.45593360260084,0,0,2,2,0,0,6,6,1.0801762915542888e-07
916,Serbia,SRB,Summer,2012,6015945.227999999,7199077.0,0.8356550746713779,1,1,2,4,3,3,6,12,1.9946990115781686e-06
917,Slovak Republic,SVK,Summer,2012,17498353.9,5407579.0,3.2358942698756685,0,1,3,4,0,3,9,12,6.857787920268318e-07
918,Sweden,SWE,Summer,2012,58037821.32,9519374.0,6.096810706250222,1,4,3,8,3,12,9,24,4.1352344822994814e-07
919,Thailand,THA,Summer,2012,5748631.241,69157023.0,0.08312433056871173,0,2,2,4,0,6,6,12,2.0874534296815577e-06
920,Tajikistan,TJK,Summer,2012,959361.905,7956382.0,0.12057765765897113,0,0,1,1,0,0,3,3,3.127078513712716e-06
921,Trinidad and Tobago,TTO,Summer,2012,18961233.59,1430377.0,13.25610911668742,1,1,2,4,3,3,6,12,6.328702161197308e-07
922,Tunisia,TUN,Summer,2012,4233894.568,11174383.0,0.37889291677222803,2,0,1,3,6,0,3,9,2.125702436716889e-06
923,Turkiye,TUR,Summer,2012,11697480.51,75277439.0,0.15539158432315955,1,1,1,3,3,3,3,9,7.693964518518356e-07
924,Uganda,UGA,Summer,2012,796711.135,34273295.0,0.023245828421224163,1,0,0,1,3,0,0,3,3.765480195027022e-06
925,Ukraine,UKR,Summer,2012,4004804.443,45593342.0,0.08783748388087015,5,4,10,19,15,12,30,57,1.4232904705154913e-05
926,United States,USA,Summer,2012,51784418.57,313877662.0,0.16498280967187784,47,27,30,104,141,81,90,312,6.0249783354862145e-06
927,Uzbekistan,UZB,Summer,2012,2267623.275,29774500.0,0.07615991116559472,0,0,3,3,0,0,9,9,3.96891322258985e-06
928,"Venezuela, RB",VEN,Summer,2012,12937927.600000001,29470426.0,0.4390139321365766,1,0,0,1,3,0,0,3,2.31876394176143e-07
929,Australia,AUS,Winter,2014,62513411.22,23475686.0,2.6629002969284903,0,2,1,3,0,6,3,9,1.439691071780869e-07
930,Austria,AUT,Winter,2014,51786377.17,8546356.0,6.059468757210675,4,8,5,17,12,24,15,51,9.84814980058973e-07
931,Belarus,BLR,Winter,2014,8341399.6790000005,9448515.0,0.8828265266023285,5,0,1,6,15,0,3,18,2.157911225056885e-06
932,Canada,CAN,Winter,2014,50955998.32,35437435.0,1.43791440661549,10,10,5,25,30,30,15,75,1.4718581221587574e-06
933,China,CHN,Winter,2014,7636116.601,1371860000.0,0.005566250638549123,3,4,2,9,9,12,6,27,3.535828669308713e-06
934,Czechia,CZE,Winter,2014,19890919.91,10525347.0,1.8898113202348579,2,4,3,9,6,12,9,27,1.3574032836171627e-06
935,Finland,FIN,Winter,2014,50327240.29,5461512.0,9.214891460460034,1,3,1,5,3,9,3,15,2.98049325048735e-07
936,France,FRA,Winter,2014,43068548.72,66312067.0,0.6494828267078449,4,4,7,15,12,12,21,45,1.0448459801270963e-06
937,United Kingdom,GBR,Winter,2014,47447588.93,64602298.0,0.7344566741263601,1,1,3,5,3,3,9,15,3.1613829782014176e-07
938,Italy,ITA,Winter,2014,35565721.38,60789140.0,0.5850670264458422,0,2,6,8,0,6,18,24,6.748070633398185e-07
939,Japan,JPN,Winter,2014,38475395.25,127276000.0,0.30229890356390837,1,4,3,8,3,12,9,24,6.237752684295037e-07
940,Kazakhstan,KAZ,Winter,2014,12807260.69,17288285.0,0.7408057357916068,0,0,1,1,0,0,3,3,2.3424212816581623e-07
941,"Korea, Rep.",KOR,Winter,2014,29249575.22,50746659.0,0.5763842545772323,3,3,2,8,9,9,6,24,8.205247364956434e-07
942,Norway,NOR,Winter,2014,97019182.75,5137232.0,18.885497627905455,11,6,9,26,33,18,27,78,8.039647190287222e-07
943,Poland,POL,Winter,2014,14182137.5,38011735.0,0.3730989258974893,4,1,1,6,12,3,3,18,1.269202191841674e-06
944,Russian Federation,RUS,Winter,2014,14095648.440000001,143819667.0,0.09800918562827712,10,10,9,29,30,30,27,87,6.1721176127743995e-06
945,Slovak Republic,SVK,Winter,2014,18719988.14,5418649.0,3.4547334843057746,1,0,0,1,3,0,0,3,1.602565117864439e-07
946,Sweden,SWE,Winter,2014,60020360.46,9696110.0,6.190148467787598,2,7,6,15,6,21,18,45,7.497455805849387e-07
947,Ukraine,UKR,Winter,2014,3104643.3109999998,45272155.0,0.06857732553265909,1,0,1,2,3,0,3,6,1.93258915726052e-06
948,United States,USA,Winter,2014,55123849.79,318386329.0,0.17313510276378732,9,9,10,28,27,27,30,84,1.523841319501571e-06
949,Argentina,ARG,Summer,2016,12790242.469999999,43590368.0,0.2934190064649144,3,1,0,4,9,3,0,12,9.382152080499222e-07
950,Armenia,ARM,Summer,2016,3679951.972,2865835.0,1.2840767078355872,1,3,0,4,3,9,0,12,3.2609121236650746e-06
951,Australia,AUS,Summer,2016,49875565.14,24190907.0,2.0617484553183556,8,11,10,29,24,33,30,87,1.744341136903256e-06
952,Austria,AUT,Summer,2016,45307587.86,8736668.0,5.1859115923828165,0,0,1,1,0,0,3,3,6.621407454464296e-08
953,Azerbaijan,AZE,Summer,2016,3880738.731,9757812.0,0.397705831081804,1,7,10,18,3,21,30,54,1.3914876456031123e-05
954,Burundi,BDI,Summer,2016,242065.6705,10903327.0,0.022201083256514275,0,1,0,1,0,3,0,3,1.2393331089878768e-05
955,Belgium,BEL,Summer,2016,42012622.72,11331422.0,3.7076214017975855,2,2,2,6,6,6,6,18,4.2844266400514786e-07
956,Belarus,BLR,Summer,2016,5039681.886,9469379.0,0.5322082774382565,1,4,4,9,3,12,12,27,5.357481009863883e-06
957,Brazil,BRA,Summer,2016,8680768.792000001,206859578.0,0.04196454849192432,7,6,6,19,21,18,18,57,6.566238701407403e-06
958,Brunei Darussalam,BRN,Summer,2016,26762945.650000002,425994.0,62.82470093475496,1,1,0,2,3,3,0,6,2.2419056849969726e-07
959,Canada,CAN,Summer,2016,42315603.71,36109487.0,1.1718694234011133,4,3,15,22,12,9,45,66,1.5597083395599273e-06
960,China,CHN,Summer,2016,8094363.367,1387790000.0,0.005832556342818438,26,18,26,70,78,54,78,210,2.5943979838630835e-05
961,Cote d'Ivoire,CIV,Summer,2016,1980878.142,24213622.0,0.08180841932693919,1,0,1,2,3,0,3,6,3.0289596683327933e-06
962,Colombia,COL,Summer,2016,5938463.856000001,47625955.0,0.12468965411822189,3,2,3,8,9,6,9,24,4.041449199989877e-06
963,Cuba,CUB,Summer,2016,8055889.907,11342012.0,0.7102699156904436,5,2,4,11,15,6,12,33,4.096381700962091e-06
964,Czechia,CZE,Summer,2016,18575232.029999997,10566332.0,1.7579640721113057,1,2,7,10,3,6,21,30,1.6150538497472541e-06
965,Dominican Republic,DOM,Summer,2016,7191076.572,10527592.0,0.683069458998791,0,0,1,1,0,0,3,3,4.1718370955485914e-07
966,"Egypt, Arab Rep.",EGY,Summer,2016,3331612.461,99784030.0,0.033388233177192785,0,0,3,3,0,0,9,9,2.70139462658229e-06
967,Spain,ESP,Summer,2016,26537159.49,46484062.0,0.570887275083662,7,4,6,17,21,12,18,51,1.9218334207629997e-06
968,Estonia,EST,Summer,2016,18295342.93,1315790.0,13.904455065017974,0,0,1,1,0,0,3,3,1.6397615565219689e-07
969,Ethiopia,ETH,Summer,2016,705616.305,105293228.0,0.006701440523791331,1,2,5,8,3,6,15,24,3.401281947417584e-05
970,Finland,FIN,Summer,2016,43814026.510000005,5495303.0,7.9729955764040685,0,0,1,1,0,0,3,3,6.84712234634561e-08
971,France,FRA,Summer,2016,37062533.57,66724104.0,0.5554594419132253,10,18,14,42,30,54,42,126,3.3996596525713445e-06
972,United Kingdom,GBR,Summer,2016,41146077.36,65611593.0,0.6271159634852944,27,23,17,67,81,69,51,201,4.885034319101372e-06
973,Georgia,GEO,Summer,2016,4062169.888,3727505.0,1.089782545697457,2,1,4,7,6,3,12,21,5.16965084646898e-06
974,Hungary,HUN,Summer,2016,13104699.549999999,9814023.0,1.3353035294496456,8,3,4,15,24,9,12,45,3.4338826180871886e-06
975,India,IND,Summer,2016,1714280.3550000002,1338636340.0,0.001280616926177277,0,1,1,2,0,3,3,6,3.5000109419092066e-06
976,Ireland,IRL,Summer,2016,62895911.12,4755335.0,13.226389122953481,0,2,0,2,0,6,0,6,9.539570845157987e-08
977,Israel,ISR,Summer,2016,37690473.95,8546000.0,4.410305868242453,0,0,2,2,0,0,6,6,1.5919141818061428e-07
978,Italy,ITA,Summer,2016,30960731.51,60627498.0,0.5106714367464084,8,12,8,28,24,36,24,84,2.713114190240268e-06
979,Jamaica,JAM,Summer,2016,5022704.716999999,2802695.0,1.792098218678807,6,3,2,11,18,9,6,33,6.570165251464454e-06
980,Jordan,JOR,Summer,2016,4003404.749,9964656.0,0.4017604570594308,1,0,0,1,3,0,0,3,7.493621524901678e-07
981,Japan,JPN,Summer,2016,39375473.160000004,127076000.0,0.30985766911139795,12,8,21,41,36,24,63,123,3.123771986185321e-06
982,Kazakhstan,KAZ,Summer,2016,7714841.844,17794055.0,0.43356288625611195,2,5,10,17,6,15,30,51,6.610634544590672e-06
983,Kenya,KEN,Summer,2016,1562076.142,47894670.0,0.03261482210859789,6,6,1,13,18,18,3,39,2.496677271446349e-05
984,"Korea, Rep.",KOR,Summer,2016,29288870.439999998,51217803.0,0.5718494102529154,9,3,9,21,27,9,27,63,2.150987697837623e-06
985,Lithuania,LTU,Summer,2016,15008313.24,2868231.0,5.232602687858823,0,1,3,4,0,3,9,12,7.995568727881908e-07
986,Morocco,MAR,Summer,2016,3132944.58,35107264.0,0.08923921214709298,0,0,1,1,0,0,3,3,9.575656138800897e-07
987,Mexico,MEX,Summer,2016,8875062.256,121519221.0,0.07303422605054388,0,3,2,5,0,9,6,15,1.690128989220242e-06
988,Norway,NOR,Summer,2016,70460560.53,5234519.0,13.460751700395013,0,0,4,4,0,0,12,12,1.7030804055115e-07
989,New Zealand,NZL,Summer,2016,40058196.16,4714100.0,8.497527875946627,4,9,5,18,12,27,15,54,1.3480387330551233e-06
990,Poland,POL,Summer,2016,12378759.44,37970087.0,0.3260134600165651,2,3,6,11,6,9,18,33,2.6658567976824664e-06
991,"Korea, Dem. People's Rep.",PRK,Summer,2016,0.0,25389611.0,0.0,2,3,2,7,6,9,6,21,0.0
992,Qatar,QAT,Summer,2016,58467235.57,2595166.0,22.529285436846816,0,1,0,1,0,3,0,3,5.131078920959491e-08
993,Romania,ROU,Summer,2016,9404341.874,19702267.0,0.4773228316315072,1,1,2,4,3,3,6,12,1.276006355444836e-06
994,Russian Federation,RUS,Summer,2016,8704898.438000001,144342397.0,0.06030728752550785,19,17,20,56,57,51,60,168,1.929947847141097e-05
995,Singapore,SGP,Summer,2016,56860413.24,5607283.0,10.140457194687695,1,0,0,1,3,0,0,3,5.276078433228073e-08
996,Serbia,SRB,Summer,2016,5765200.762,7058322.0,0.8167948078877671,2,4,2,8,6,12,6,24,4.162907935173828e-06
997,Slovak Republic,SVK,Summer,2016,16563440.5,5430798.0,3.049909147790067,2,2,0,4,6,6,0,12,7.244871619516488e-07
998,Sweden,SWE,Summer,2016,51965157.15,9923085.0,5.236794520050972,2,6,3,11,6,18,9,33,6.35040896821381e-07
999,Thailand,THA,Summer,2016,5854461.088,70607037.0,0.08291611341798694,2,2,2,6,6,6,6,18,3.074578467503173e-06
1000,Tajikistan,TJK,Summer,2016,801391.2831,8725318.0,0.09184665625940511,1,0,0,1,3,0,0,3,3.7434896825869903e-06
1001,Trinidad and Tobago,TTO,Summer,2016,15991108.790000001,1469330.0,10.88326569933235,0,0,1,1,0,0,3,3,1.8760425179997789e-07
1002,Tunisia,TUN,Summer,2016,3796167.92,11685667.0,0.32485675999495794,0,0,3,3,0,0,9,9,2.3708118791541763e-06
1003,Turkiye,TUR,Summer,2016,10734379.97,81019394.0,0.13249148679142184,1,3,4,8,3,9,12,24,2.235806825086703e-06
1004,Ukraine,UKR,Summer,2016,2187730.469,45004673.0,0.048611184642981406,2,5,4,11,6,15,12,33,1.5084125063671177e-05
1005,United States,USA,Summer,2016,57866744.93,323071755.0,0.17911421854256496,46,37,38,121,138,111,114,363,6.273032990521798e-06
1006,Uzbekistan,UZB,Summer,2016,2704677.188,31847900.0,0.08492482041202089,4,2,7,13,12,6,21,39,1.441946572146709e-05
1007,"Venezuela, RB",VEN,Summer,2016,0.0,30741464.0,0.0,0,2,1,3,0,6,3,9,0.0
1008,Australia,AUS,Winter,2018,57207871.51,24966643.0,2.291372192488994,0,2,1,3,0,6,3,9,1.5732100779919404e-07
1009,Austria,AUT,Winter,2018,51466556.559999995,8840521.0,5.821665551159258,5,3,6,14,15,9,18,42,8.160639220351991e-07
1010,Belgium,BEL,Winter,2018,47544981.15,11427054.0,4.160738292651807,0,1,0,1,0,3,0,3,6.309814258912584e-08
1011,Belarus,BLR,Winter,2018,6360062.473,9438785.0,0.6738221575128579,2,1,0,3,6,3,0,9,1.4150804395722797e-06
1012,Canada,CAN,Winter,2018,46548638.41,37065084.0,1.2558622128038344,11,8,10,29,33,24,30,87,1.869012778283755e-06
1013,China,CHN,Winter,2018,9905342.004,1402760000.0,0.007061323393880636,1,6,2,9,3,18,6,27,2.7258018944824713e-06
1014,Czechia,CZE,Winter,2018,23424480.459999997,10629928.0,2.2036349126729737,2,2,3,7,6,6,9,21,8.964980049764571e-07
1015,Spain,ESP,Winter,2018,30379721.11,46797754.0,0.6491704945925396,0,0,2,2,0,0,6,6,1.975001672423187e-07
1016,Finland,FIN,Winter,2018,49987626.16,5515525.0,9.063076708019635,1,1,4,6,3,3,12,18,3.6008911370157373e-07
1017,France,FRA,Winter,2018,41557854.86,67158348.0,0.6188040072099451,5,4,6,15,15,12,18,45,1.082827786746835e-06
1018,United Kingdom,GBR,Winter,2018,43306308.3,66460344.0,0.6516112570828703,1,0,4,5,3,0,12,15,3.463698613164863e-07
1019,Hungary,HUN,Winter,2018,16425101.299999999,9775564.0,1.6802203228376387,1,0,0,1,3,0,0,3,1.8264727536261832e-07
1020,Italy,ITA,Winter,2018,34622169.67,60421760.0,0.5730082948593355,3,2,5,10,9,6,15,30,8.66496822294615e-07
1021,Japan,JPN,Winter,2018,39727116.6,126811000.0,0.3132781588348014,4,5,4,13,12,15,12,39,9.81697221892011e-07
1022,Kazakhstan,KAZ,Winter,2018,9812626.371000001,18276452.0,0.5368999612725709,0,0,1,1,0,0,3,3,3.0572854672894993e-07
1023,"Korea, Rep.",KOR,Winter,2018,33436923.060000002,51585058.0,0.6481900836478657,5,8,4,17,15,24,12,51,1.5252599621228425e-06
1024,Liechtenstein,LIE,Winter,2018,175283631.8,38181.0,4590.86016081297,0,0,1,1,0,0,3,3,1.7115117761954085e-08
1025,Norway,NOR,Winter,2018,82267809.32,5311916.0,15.487407805394511,14,14,11,39,42,42,33,117,1.4221844603264076e-06
1026,New Zealand,NZL,Winter,2018,43250440.970000006,4900600.0,8.825539927763948,0,0,2,2,0,0,6,6,1.38726909262308e-07
1027,Poland,POL,Winter,2018,15504580.48,37974750.0,0.4082865714718333,1,0,1,2,3,0,3,6,3.8698241514755257e-07
1028,Slovak Republic,SVK,Winter,2018,19486393.68,5446771.0,3.577604727645058,1,2,0,3,3,6,0,9,4.6186072948106424e-07
1029,Sweden,SWE,Winter,2018,54589060.39,10175214.0,5.364905385773705,7,6,1,14,21,18,3,42,7.693849225456507e-07
1030,Ukraine,UKR,Winter,2018,3096561.768,44622518.0,0.06939459956069714,1,0,0,1,3,0,0,3,9.68816456691459e-07
1031,United States,USA,Winter,2018,62823309.44,326838199.0,0.19221532131866875,9,8,6,23,27,24,18,69,1.0983184524193065e-06
1032,Argentina,ARG,Summer,2020,8496424.141999999,45376763.0,0.18724174181397643,0,1,2,3,0,3,6,9,1.059269152479182e-06
1033,Armenia,ARM,Summer,2020,4505867.364,2805608.0,1.606021712227795,0,2,2,4,0,6,6,12,2.663194237778722e-06
1034,Australia,AUS,Summer,2020,51720370.76,25655289.0,2.015973032305346,17,7,22,46,51,21,66,138,2.6681943298582805e-06
1035,Austria,AUT,Summer,2020,48809226.88,8916864.0,5.473810846503883,1,1,5,7,3,3,15,21,4.3024651981539436e-07
1036,Azerbaijan,AZE,Summer,2020,4229910.649,10093121.0,0.4190884711478244,0,3,4,7,0,9,12,21,4.964643876098102e-06
1037,Belgium,BEL,Summer,2020,45517794.93,11538604.0,3.944826855137762,3,1,3,7,9,3,9,21,4.613580256314055e-07
1038,Belarus,BLR,Summer,2020,6542797.491,9379952.0,0.6975299544176772,1,3,3,7,3,9,9,21,3.209636249461599e-06
1039,Brazil,BRA,Summer,2020,6794489.159,213196304.0,0.03186963859842523,7,6,8,21,21,18,24,63,9.272220254638277e-06
