,Country_Name,Country_Code,Season,Year,GDP,Population,GDP_per_capita,Gold,Silver,Bronze,Total_Medals,Gold_Score,Silver_Score,Bronze_Score,Total_Score,Medals_per_GDP
417,China,CHN,Summer,1988,283537.69519999996,1101630000.0,0.00025738015050425276,5,11,12,28,15,33,36,84,0.00029625690489142417
418,Colombia,COL,Summer,1988,1254531.5459999999,31256727.0,0.040136369556543774,0,0,1,1,0,0,3,3,2.391330859367645e-06
419,Djibouti,DJI,Summer,1988,820576.7723000001,482337.0,1.7012519717541885,0,0,1,1,0,0,3,3,3.6559650495483564e-06
420,Spain,ESP,Summer,1988,9703123.838,38766939.0,0.25029378352518367,1,1,2,4,3,3,6,12,1.2367151239485192e-06
421,Finland,FIN,Summer,1988,22047793.32,4946481.0,4.4572683732132,1,1,2,4,3,3,6,12,5.442721557587605e-07
422,Finland,FIN,Summer,1988,22047793.32,4946481.0,4.4572683732132,1,1,2,4,3,3,6,12,5.442721557587605e-07
423,Finland,FIN,Winter,1988,22047793.32,4946481.0,4.4572683732132,4,1,2,7,12,3,6,21,9.524762725778309e-07
424,Finland,FIN,Winter,1988,22047793.32,4946481.0,4.4572683732132,4,1,2,7,12,3,6,21,9.524762725778309e-07
425,France,FRA,Summer,1988,17727510.83,57472651.0,0.3084512463153996,6,4,6,16,18,12,18,48,2.707655939985118e-06
426,France,FRA,Summer,1988,17727510.83,57472651.0,0.3084512463153996,6,4,6,16,18,12,18,48,2.707655939985118e-06
427,France,FRA,Winter,1988,17727510.83,57472651.0,0.3084512463153996,1,0,1,2,3,0,3,6,3.3845699249813973e-07
428,France,FRA,Winter,1988,17727510.83,57472651.0,0.3084512463153996,1,0,1,2,3,0,3,6,3.3845699249813973e-07
429,United Kingdom,GBR,Summer,1988,15987168.08,56928327.0,0.2808297542276273,5,10,9,24,15,30,27,72,4.503611874205053e-06
430,Hungary,HUN,Summer,1988,0.0,10596487.0,0.0,11,6,6,23,33,18,18,69,0.0
431,Italy,ITA,Summer,1988,15744661.260000002,56629288.0,0.2780303587783057,6,4,4,14,18,12,12,42,2.667570886818812e-06
432,Italy,ITA,Summer,1988,15744661.260000002,56629288.0,0.2780303587783057,6,4,4,14,18,12,12,42,2.667570886818812e-06
433,Italy,ITA,Winter,1988,15744661.260000002,56629288.0,0.2780303587783057,2,1,2,5,6,3,6,15,9.527038881495758e-07
434,Italy,ITA,Winter,1988,15744661.260000002,56629288.0,0.2780303587783057,2,1,2,5,6,3,6,15,9.527038881495758e-07
435,Jamaica,JAM,Summer,1988,1625744.27,2354805.0,0.6903944360573381,0,2,0,2,0,6,0,6,3.690617344141093e-06
436,Japan,JPN,Summer,1988,25059007.43,122578000.0,0.20443315627600384,4,3,7,14,12,9,21,42,1.6760440379501496e-06
437,Japan,JPN,Summer,1988,25059007.43,122578000.0,0.20443315627600384,4,3,7,14,12,9,21,42,1.6760440379501496e-06
438,Japan,JPN,Winter,1988,25059007.43,122578000.0,0.20443315627600384,0,0,1,1,0,0,3,3,1.1971743128215354e-07
439,Japan,JPN,Winter,1988,25059007.43,122578000.0,0.20443315627600384,0,0,1,1,0,0,3,3,1.1971743128215354e-07
440,Kenya,KEN,Summer,1988,386355.9486,21626122.0,0.01786524410617863,5,2,2,9,15,6,6,27,6.988374346981648e-05
441,"Korea, Rep.",KOR,Summer,1988,4748629.608,42031247.0,0.11297855635832076,12,10,11,33,36,30,33,99,2.0848120020398104e-05
442,Liechtenstein,LIE,Winter,1988,41574494.379999995,27944.0,1487.7789285714284,0,0,1,1,0,0,3,3,7.215962682743276e-08
443,Morocco,MAR,Summer,1988,1076092.773,23720590.0,0.045365346013737436,1,0,2,3,3,0,6,9,8.363591156652067e-06
444,Mexico,MEX,Summer,1988,2302027.017,78892015.0,0.029179467871368225,0,0,2,2,0,0,6,6,2.6063986024886867e-06
445,Norway,NOR,Summer,1988,24207281.470000003,4209488.0,5.750647458788338,2,3,0,5,6,9,0,15,6.196482665180494e-07
446,Norway,NOR,Summer,1988,24207281.470000003,4209488.0,5.750647458788338,2,3,0,5,6,9,0,15,6.196482665180494e-07
447,Norway,NOR,Winter,1988,24207281.470000003,4209488.0,5.750647458788338,0,3,2,5,0,9,6,15,6.196482665180494e-07
448,Norway,NOR,Winter,1988,24207281.470000003,4209488.0,5.750647458788338,0,3,2,5,0,9,6,15,6.196482665180494e-07
449,New Zealand,NZL,Summer,1988,13759155.629999999,3283400.0,4.190520688920022,3,2,8,13,9,6,24,39,2.8344762606628067e-06
450,Pakistan,PAK,Summer,1988,356335.2154,107967838.0,0.0033003829844217127,0,0,1,1,0,0,3,3,8.419038788047891e-06
451,Peru,PER,Summer,1988,730209.7626,21143799.0,0.03453540977191469,0,1,0,1,0,3,0,3,4.108408506232699e-06
452,Poland,POL,Summer,1988,0.0,37824487.0,0.0,2,5,9,16,6,15,27,48,0.0
453,Romania,ROU,Summer,1988,1769889.9309999999,23057662.0,0.07675929723490611,7,11,6,24,21,33,18,72,4.068049585395376e-05
454,Senegal,SEN,Summer,1988,902269.9219,7113636.0,0.12683667282104397,0,1,0,1,0,3,0,3,3.3249473657313104e-06
455,Suriname,SUR,Summer,1988,2887061.4390000002,402139.0,7.179262491327626,1,0,0,1,3,0,0,3,1.0391188630329664e-06
456,Sweden,SWE,Summer,1988,24534693.82,8436489.0,2.9081640265280972,0,4,7,11,0,12,21,33,1.3450341072974515e-06
457,Sweden,SWE,Summer,1988,24534693.82,8436489.0,2.9081640265280972,0,4,7,11,0,12,21,33,1.3450341072974515e-06
458,Sweden,SWE,Winter,1988,24534693.82,8436489.0,2.9081640265280972,4,0,2,6,12,0,6,18,7.336549676167917e-07
459,Sweden,SWE,Winter,1988,24534693.82,8436489.0,2.9081640265280972,4,0,2,6,12,0,6,18,7.336549676167917e-07
460,Thailand,THA,Summer,1988,1154579.398,53410965.0,0.02161689829045403,0,0,1,1,0,0,3,3,2.5983488058046915e-06
461,Turkiye,TUR,Summer,1988,1737948.68,52275890.0,0.03324570236872103,1,1,0,2,3,3,0,6,3.452345900110238e-06
462,United States,USA,Summer,1988,21417011.93,244499000.0,0.08759549908179584,36,31,27,94,108,93,81,282,1.3167102905003611e-05
463,United States,USA,Summer,1988,21417011.93,244499000.0,0.08759549908179584,36,31,27,94,108,93,81,282,1.3167102905003611e-05
464,United States,USA,Winter,1988,21417011.93,244499000.0,0.08759549908179584,2,1,3,6,6,3,9,18,8.404533769151241e-07
465,United States,USA,Winter,1988,21417011.93,244499000.0,0.08759549908179584,2,1,3,6,6,3,9,18,8.404533769151241e-07
466,Argentina,ARG,Summer,1992,6815618.29,33568285.0,0.20303742922821347,0,0,1,1,0,0,3,3,4.401654952422519e-07
467,Australia,AUS,Summer,1992,18624555.08,17478635.0,1.0655611882735694,7,9,11,27,21,27,33,81,4.349097181225121e-06
468,Austria,AUT,Summer,1992,24880164.12,7840709.0,3.1732033569923335,0,2,0,2,0,6,0,6,2.4115596549368743e-07
469,Austria,AUT,Summer,1992,24880164.12,7840709.0,3.1732033569923335,0,2,0,2,0,6,0,6,2.4115596549368743e-07
470,Austria,AUT,Winter,1992,24880164.12,7840709.0,3.1732033569923335,6,7,8,21,18,21,24,63,2.5321376376837177e-06
471,Austria,AUT,Winter,1992,24880164.12,7840709.0,3.1732033569923335,6,7,8,21,18,21,24,63,2.5321376376837177e-06
472,Belgium,BEL,Summer,1992,23372619.17,10045158.0,2.326754757864436,0,1,2,3,0,3,6,9,3.850659583566046e-07
473,Brazil,BRA,Summer,1992,2105107.7479999997,155900790.0,0.013502867740439286,2,1,0,3,6,3,0,9,4.275315602515183e-06
474,Canada,CAN,Summer,1992,20879848.330000002,28371264.0,0.7359505847183968,7,4,7,18,21,12,21,54,2.586225682607724e-06
475,Canada,CAN,Summer,1992,20879848.330000002,28371264.0,0.7359505847183968,7,4,7,18,21,12,21,54,2.586225682607724e-06
476,Canada,CAN,Winter,1992,20879848.330000002,28371264.0,0.7359505847183968,2,3,2,7,6,9,6,21,1.005754432125226e-06
477,Canada,CAN,Winter,1992,20879848.330000002,28371264.0,0.7359505847183968,2,3,2,7,6,9,6,21,1.005754432125226e-06
478,China,CHN,Summer,1992,366460.6923,1164970000.0,0.0003145666345914487,16,22,16,54,48,66,48,162,0.00044206651191768215
479,China,CHN,Summer,1992,366460.6923,1164970000.0,0.0003145666345914487,16,22,16,54,48,66,48,162,0.00044206651191768215
480,China,CHN,Winter,1992,366460.6923,1164970000.0,0.0003145666345914487,0,3,0,3,0,9,0,9,2.4559250662093454e-05
481,China,CHN,Winter,1992,366460.6923,1164970000.0,0.0003145666345914487,0,3,0,3,0,9,0,9,2.4559250662093454e-05
482,Colombia,COL,Summer,1992,1721291.68,33939039.0,0.050717160259016174,0,0,1,1,0,0,3,3,1.7428771862767618e-06
483,Cuba,CUB,Summer,1992,2048068.839,10783748.0,0.18992180075053683,14,6,11,31,42,18,33,93,4.540862993912286e-05
484,Spain,ESP,Summer,1992,16112188.92,39157685.0,0.4114693940665798,13,7,2,22,39,21,6,66,4.096277689375554e-06
485,Spain,ESP,Summer,1992,16112188.92,39157685.0,0.4114693940665798,13,7,2,22,39,21,6,66,4.096277689375554e-06
486,Spain,ESP,Winter,1992,16112188.92,39157685.0,0.4114693940665798,0,0,1,1,0,0,3,3,1.8619444042616153e-07
487,Spain,ESP,Winter,1992,16112188.92,39157685.0,0.4114693940665798,0,0,1,1,0,0,3,3,1.8619444042616153e-07
488,Estonia,EST,Summer,1992,0.0,1533091.0,0.0,1,0,1,2,3,0,3,6,0.0
489,Ethiopia,ETH,Summer,1992,201743.5026,52011554.0,0.0038788208981412092,1,0,2,3,3,0,6,9,4.461110213717485e-05
490,Finland,FIN,Summer,1992,22319059.46,5041992.0,4.4266352386120404,1,2,2,5,3,6,6,15,6.720713310918344e-07
491,Finland,FIN,Summer,1992,22319059.46,5041992.0,4.4266352386120404,1,2,2,5,3,6,6,15,6.720713310918344e-07
492,Finland,FIN,Winter,1992,22319059.46,5041992.0,4.4266352386120404,3,1,3,7,9,3,9,21,9.408998635285682e-07
493,Finland,FIN,Winter,1992,22319059.46,5041992.0,4.4266352386120404,3,1,3,7,9,3,9,21,9.408998635285682e-07
494,France,FRA,Summer,1992,23814227.37,58849943.0,0.4046601603335453,8,5,16,29,24,15,48,87,3.653278296553024e-06
495,France,FRA,Summer,1992,23814227.37,58849943.0,0.4046601603335453,8,5,16,29,24,15,48,87,3.653278296553024e-06
496,France,FRA,Winter,1992,23814227.37,58849943.0,0.4046601603335453,3,5,1,9,9,15,3,27,1.1337760230681798e-06
497,France,FRA,Winter,1992,23814227.37,58849943.0,0.4046601603335453,3,5,1,9,9,15,3,27,1.1337760230681798e-06
498,United Kingdom,GBR,Summer,1992,20487170.79,57580402.0,0.3558011072934155,5,3,12,20,15,9,36,60,2.9286620693027376e-06
499,Ghana,GHA,Summer,1992,394907.0373,16241548.0,0.024314618120144706,0,0,1,1,0,0,3,3,7.5967245874146895e-06
500,Hungary,HUN,Summer,1992,3735105.8200000003,10369341.0,0.36020667272876844,11,12,7,30,33,36,21,90,2.409570286284419e-05
501,Ireland,IRL,Summer,1992,15714384.75,3558430.0,4.416100569633237,1,1,0,2,3,3,0,6,3.8181577551103296e-07
502,Israel,ISR,Summer,1992,0.0,5123000.0,0.0,0,1,1,2,0,3,3,6,0.0
503,Italy,ITA,Summer,1992,23243474.53,56797087.0,0.40923708869083375,6,5,8,19,18,15,24,57,2.452301179259192e-06
504,Italy,ITA,Summer,1992,23243474.53,56797087.0,0.40923708869083375,6,5,8,19,18,15,24,57,2.452301179259192e-06
505,Italy,ITA,Winter,1992,23243474.53,56797087.0,0.40923708869083375,4,6,4,14,12,18,12,42,1.8069587636646679e-06
506,Italy,ITA,Winter,1992,23243474.53,56797087.0,0.40923708869083375,4,6,4,14,12,18,12,42,1.8069587636646679e-06
507,Jamaica,JAM,Summer,1992,1452188.3869999999,2434574.0,0.596485622125267,0,3,1,4,0,9,3,12,8.263390691885489e-06
508,Japan,JPN,Summer,1992,31414984.64,124425000.0,0.2524812910588708,3,8,11,22,9,24,33,66,2.1009082371462845e-06
509,Japan,JPN,Summer,1992,31414984.64,124425000.0,0.2524812910588708,3,8,11,22,9,24,33,66,2.1009082371462845e-06
510,Japan,JPN,Winter,1992,31414984.64,124425000.0,0.2524812910588708,1,2,4,7,3,6,12,21,6.684708027283632e-07
511,Japan,JPN,Winter,1992,31414984.64,124425000.0,0.2524812910588708,1,2,4,7,3,6,12,21,6.684708027283632e-07
512,Kenya,KEN,Summer,1992,332950.2514,24655723.0,0.013503974367330458,2,4,2,8,6,12,6,24,7.208284090215888e-05
513,"Korea, Rep.",KOR,Summer,1992,8126670.390000001,43747962.0,0.1857611193408278,12,5,12,29,36,15,36,87,1.0705491403595612e-05
514,"Korea, Rep.",KOR,Summer,1992,8126670.390000001,43747962.0,0.1857611193408278,12,5,12,29,36,15,36,87,1.0705491403595612e-05
515,"Korea, Rep.",KOR,Winter,1992,8126670.390000001,43747962.0,0.1857611193408278,2,1,1,4,6,3,3,12,1.4766195039442222e-06
516,"Korea, Rep.",KOR,Winter,1992,8126670.390000001,43747962.0,0.1857611193408278,2,1,1,4,6,3,3,12,1.4766195039442222e-06
517,Lithuania,LTU,Summer,1992,0.0,3700114.0,0.0,1,0,1,2,3,0,3,6,0.0
518,Luxembourg,LUX,Winter,1992,39570861.57,392175.0,100.9010303308472,0,2,0,2,0,6,0,6,1.516267213284232e-07
519,Morocco,MAR,Summer,1992,1317329.956,25400676.0,0.051862003830134284,1,1,1,3,3,3,3,9,6.8320013213151284e-06
520,Mexico,MEX,Summer,1992,4272785.965,84993164.0,0.05027211323724812,0,1,0,1,0,3,0,3,7.021180149378253e-07
521,Namibia,NAM,Summer,1992,2346287.909,1461687.0,1.605191746933509,0,2,0,2,0,6,0,6,2.5572309250646186e-06
522,Norway,NOR,Summer,1992,30523985.06,4286401.0,7.1211221395291755,2,4,1,7,6,12,3,21,6.879835630479109e-07
523,Norway,NOR,Summer,1992,30523985.06,4286401.0,7.1211221395291755,2,4,1,7,6,12,3,21,6.879835630479109e-07
524,Norway,NOR,Winter,1992,30523985.06,4286401.0,7.1211221395291755,9,6,5,20,27,18,15,60,1.965667322994031e-06
525,Norway,NOR,Winter,1992,30523985.06,4286401.0,7.1211221395291755,9,6,5,20,27,18,15,60,1.965667322994031e-06
526,New Zealand,NZL,Summer,1992,11793139.24,3531700.0,3.3392245207690348,1,4,5,10,3,12,15,30,2.5438519286065853e-06
527,New Zealand,NZL,Summer,1992,11793139.24,3531700.0,3.3392245207690348,1,4,5,10,3,12,15,30,2.5438519286065853e-06
528,New Zealand,NZL,Winter,1992,11793139.24,3531700.0,3.3392245207690348,0,1,0,1,0,3,0,3,2.5438519286065855e-07
529,New Zealand,NZL,Winter,1992,11793139.24,3531700.0,3.3392245207690348,0,1,0,1,0,3,0,3,2.5438519286065855e-07
530,Pakistan,PAK,Summer,1992,399465.0488,122375179.0,0.00326426528699909,0,0,1,1,0,0,3,3,7.510043767313442e-06
531,Peru,PER,Summer,1992,1560546.504,23047248.0,0.06771075245079151,0,1,0,1,0,3,0,3,1.9224034607814547e-06
532,Poland,POL,Summer,1992,2459020.685,38363667.0,0.0640976443935873,3,6,10,19,9,18,30,57,2.3179959545561934e-05
533,"Korea, Dem. People's Rep.",PRK,Summer,1992,0.0,21439991.0,0.0,4,0,5,9,12,0,15,27,0.0
534,"Korea, Dem. People's Rep.",PRK,Summer,1992,0.0,21439991.0,0.0,4,0,5,9,12,0,15,27,0.0
535,"Korea, Dem. People's Rep.",PRK,Winter,1992,0.0,21439991.0,0.0,0,0,1,1,0,0,3,3,0.0
536,"Korea, Dem. People's Rep.",PRK,Winter,1992,0.0,21439991.0,0.0,0,0,1,1,0,0,3,3,0.0
537,Qatar,QAT,Summer,1992,16223780.08,471293.0,34.42397845925995,0,0,1,1,0,0,3,3,1.8491374915136301e-07
538,Romania,ROU,Summer,1992,1102103.785,22794284.0,0.048350006738531466,4,6,8,18,12,18,24,54,4.8997200386168717e-05
539,Suriname,SUR,Summer,1992,964433.2465,419521.0,2.2988914655047066,0,0,1,1,0,0,3,3,3.1106351952166967e-06
540,Sweden,SWE,Summer,1992,32800982.689999998,8668067.0,3.7841173458857664,1,7,4,12,3,21,12,36,1.0975280936011495e-06
541,Sweden,SWE,Summer,1992,32800982.689999998,8668067.0,3.7841173458857664,1,7,4,12,3,21,12,36,1.0975280936011495e-06
542,Sweden,SWE,Winter,1992,32800982.689999998,8668067.0,3.7841173458857664,1,0,3,4,3,0,9,12,3.658426978670498e-07
543,Sweden,SWE,Winter,1992,32800982.689999998,8668067.0,3.7841173458857664,1,0,3,4,3,0,9,12,3.658426978670498e-07
544,Thailand,THA,Summer,1992,1957407.581,56939020.0,0.0343772615159165,0,0,1,1,0,0,3,3,1.5326394099625181e-06
545,Turkiye,TUR,Summer,1992,2814447.556,56302037.0,0.049988378857411496,2,2,2,6,6,6,6,18,6.395571294844906e-06
546,United States,USA,Summer,1992,25418990.78,256514000.0,0.09909397062148655,37,34,37,108,111,102,111,324,1.2746375448348937e-05
547,United States,USA,Summer,1992,25418990.78,256514000.0,0.09909397062148655,37,34,37,108,111,102,111,324,1.2746375448348937e-05
548,United States,USA,Winter,1992,25418990.78,256514000.0,0.09909397062148655,5,4,2,11,15,12,6,33,1.2982419438133176e-06
549,United States,USA,Winter,1992,25418990.78,256514000.0,0.09909397062148655,5,4,2,11,15,12,6,33,1.2982419438133176e-06
550,Australia,AUS,Winter,1994,18129790.720000003,17805468.0,1.018214782110754,0,0,1,1,0,0,3,3,1.654735041530584e-07
551,Austria,AUT,Winter,1994,25646700.66,7936118.0,3.231643060246836,2,3,4,9,6,9,12,27,1.052766995565659e-06
552,Belarus,BLR,Winter,1994,1460065.5,10226955.0,0.14276639527601323,0,2,0,2,0,6,0,6,4.109404680817402e-06
553,Canada,CAN,Winter,1994,19935381.46,29000663.0,0.6874112312535752,3,6,4,13,9,18,12,39,1.95632072946549e-06
554,China,CHN,Winter,1994,473492.27869999997,1191835000.0,0.00039728005864905796,0,1,2,3,0,3,6,9,1.900770171946629e-05
555,Finland,FIN,Winter,1994,20301333.09,5088333.0,3.989780757273551,0,1,5,6,0,3,15,18,8.866412821366107e-07
556,France,FRA,Winter,1994,23496367.68,59327585.0,0.3960445664525195,0,1,4,5,0,3,12,15,6.383965472572994e-07
557,United Kingdom,GBR,Winter,1994,19709238.099999998,57865745.0,0.3406028575282319,0,0,2,2,0,0,6,6,3.044257707759896e-07
558,Italy,ITA,Winter,1994,19337630.9,56843400.0,0.3401913133274927,7,5,8,20,21,15,24,60,3.102758570079027e-06
559,Japan,JPN,Winter,1994,39933515.059999995,125178000.0,0.3190138447650545,1,2,2,5,3,6,6,15,3.7562433403276776e-07
560,Kazakhstan,KAZ,Winter,1994,1316183.6290000002,16145766.0,0.08151880988489492,1,2,0,3,3,6,0,9,6.837951636610121e-06
561,"Korea, Rep.",KOR,Winter,1994,10385336.17,44641540.0,0.23263839397117572,4,1,1,6,12,3,3,18,1.7332130328141319e-06
562,Norway,NOR,Winter,1994,29315841.91,4336613.0,6.760077947928487,10,11,5,26,30,33,15,78,2.660677467134015e-06
563,Russian Federation,RUS,Winter,1994,2662104.0039999997,148407912.0,0.017937749868753627,11,8,4,23,33,24,12,69,2.5919347965489935e-05
564,Sweden,SWE,Winter,1994,26083614.39,8780745.0,2.97054684881522,2,1,0,3,6,3,0,9,3.4504420535562136e-07
565,Ukraine,UKR,Winter,1994,1011979.37,51921400.0,0.019490602526126027,1,0,1,2,3,0,3,6,5.928974619314621e-06
566,United States,USA,Winter,1994,27694853.419999998,263126000.0,0.10525319968380167,6,5,2,13,18,15,6,39,1.408203878480755e-06
567,Uzbekistan,UZB,Winter,1994,576447.1105,22377000.0,0.02576069671984627,1,0,0,1,3,0,0,3,5.204293586271694e-06
568,Argentina,ARG,Summer,1996,7690157.0030000005,35389362.0,0.21730137443562844,0,2,1,3,0,6,3,9,1.1703272113285878e-06
569,Armenia,ARM,Summer,1996,484091.641,3298898.0,0.14674344008211226,1,1,0,2,3,3,0,6,1.2394347457860772e-05
570,Australia,AUS,Summer,1996,22020093.720000003,18224767.0,1.2082510421120887,9,9,23,41,27,27,69,123,5.585807288743909e-06
571,Austria,AUT,Summer,1996,29809076.77,7959017.0,3.7453214096665453,0,1,2,3,0,3,6,9,3.0192146068266175e-07
572,Azerbaijan,AZE,Summer,1996,409163.1891,7763000.0,0.05270683873502512,0,1,0,1,0,3,0,3,7.332037876131609e-06
573,Burundi,BDI,Summer,1996,146536.1825,5930507.0,0.024708879443190945,1,0,0,1,3,0,0,3,2.0472759347337305e-05
574,Belgium,BEL,Summer,1996,27489555.18,10156637.0,2.7065607621892953,2,2,2,6,6,6,6,18,6.547941529841808e-07
575,Belarus,BLR,Summer,1996,1452507.105,10159569.0,0.1429693626767041,1,6,8,15,3,18,24,45,3.0980915580443924e-05
576,Brazil,BRA,Summer,1996,5121905.407000001,166037122.0,0.030847953429354192,3,3,9,15,9,9,27,45,8.785792868899814e-06
577,Canada,CAN,Summer,1996,21227347.529999997,29610218.0,0.7168926459778174,3,11,8,22,9,33,24,66,3.1091967522896636e-06
578,China,CHN,Summer,1996,709413.7551,1217550000.0,0.0005826567739312553,16,22,12,50,48,66,36,150,0.0002114421928270277
579,Cuba,CUB,Summer,1996,2281975.5500000003,10963031.0,0.20815188336145363,9,8,8,25,27,24,24,75,3.286625923752776e-05
580,Czechia,CZE,Summer,1996,6532837.055,10315241.0,0.6333188972511645,4,3,4,11,12,9,12,33,5.051404117716817e-06
581,Ecuador,ECU,Summer,1996,2142328.641,11775221.0,0.1819353234219553,1,0,0,1,3,0,0,3,1.4003453730608086e-06
582,Spain,ESP,Summer,1996,16109084.4,39889852.0,0.40383916190012437,5,6,6,17,15,18,18,51,3.1659155004489266e-06
583,Ethiopia,ETH,Summer,1996,144031.64870000002,59347649.0,0.00242691414279949,2,0,1,3,6,0,3,9,6.248626660343158e-05
584,Finland,FIN,Summer,1996,25783450.49,5124573.0,5.0313363650005565,1,2,1,4,3,6,3,12,4.654148212107665e-07
585,France,FRA,Summer,1996,26870285.240000002,59756533.0,0.44966272122915835,15,7,15,37,45,21,45,111,4.130957264077037e-06
586,United Kingdom,GBR,Summer,1996,24440328.14,58166950.0,0.42017551444591816,1,8,6,15,3,24,18,45,1.8412191416673835e-06
587,Georgia,GEO,Summer,1996,689059.4414,4491699.0,0.1534073056542747,0,0,2,2,0,0,6,6,8.707521644010087e-06
588,"Hong Kong SAR, China",HKG,Summer,1996,24818154.55,6435500.0,3.856445427705695,1,0,0,1,3,0,0,3,1.2087925369132653e-07
589,Hungary,HUN,Summer,1996,4525039.103,10311238.0,0.43884537462911827,7,4,10,21,21,12,30,63,1.3922531621490829e-05
590,India,IND,Summer,1996,399577.5035,983281218.0,0.0004063715406999669,0,0,1,1,0,0,3,3,7.507930185564113e-06
591,Ireland,IRL,Summer,1996,20835897.71,3637510.0,5.728066097412791,3,0,1,4,9,0,3,12,5.759291088399185e-07
592,Israel,ISR,Summer,1996,20116981.87,5692000.0,3.534255423401265,0,0,1,1,0,0,3,3,1.4912773791747717e-07
593,Italy,ITA,Summer,1996,23081604.68,56860281.0,0.405935466270383,13,10,12,35,39,30,36,105,4.549077131148578e-06
594,Jamaica,JAM,Summer,1996,2919144.486,2532894.0,1.1524937427306472,1,3,2,6,3,9,6,18,6.1661901582215826e-06
595,Japan,JPN,Summer,1996,39150039.63,125757000.0,0.311314993439729,3,6,5,14,9,18,15,42,1.0727958489169988e-06
596,Kazakhstan,KAZ,Summer,1996,1350305.67,15578227.0,0.08667903414169019,3,4,4,11,9,12,12,33,2.443891093192255e-05
597,Kenya,KEN,Summer,1996,436195.45160000003,27615736.0,0.015795177488660814,1,4,3,8,3,12,9,24,5.5021206461383465e-05
598,"Korea, Rep.",KOR,Summer,1996,13403049.59,45524681.0,0.2944128173023332,7,15,5,27,21,45,15,81,6.043400754141357e-06
599,Lithuania,LTU,Summer,1996,2327434.8570000003,3601613.0,0.6462201399761719,0,0,1,1,0,0,3,3,1.2889727035655544e-06
600,Morocco,MAR,Summer,1996,1585718.384,26999093.0,0.05873228348818977,0,0,2,2,0,0,6,6,3.7837740046028247e-06
601,Moldova,MDA,Summer,1996,575145.4551,2947293.0,0.19514363013789265,0,1,1,2,0,3,3,6,1.0432143637398273e-05
602,Mexico,MEX,Summer,1996,4487291.779,91586555.0,0.04899509299154226,0,0,1,1,0,0,3,3,6.6855469796719e-07
603,Mozambique,MOZ,Summer,1996,239857.40430000002,16079553.0,0.01491691991064677,0,0,1,1,0,0,3,3,1.2507431274657548e-05
604,Namibia,NAM,Summer,1996,2417605.515,1650066.0,1.4651568573620692,0,2,0,2,0,6,0,6,2.4817944709230196e-06
605,Norway,NOR,Summer,1996,37321974.199999996,4381336.0,8.518400369202451,2,2,3,7,6,6,9,21,5.626711997459127e-07
606,New Zealand,NZL,Summer,1996,18794436.04,3732000.0,5.036022518756699,3,2,1,6,9,6,3,18,9.57730253873582e-07
607,Poland,POL,Summer,1996,4147465.5009999997,38624370.0,0.10737949903131105,7,5,5,17,21,15,15,51,1.2296666479251808e-05
608,"Korea, Dem. People's Rep.",PRK,Summer,1996,0.0,22614347.0,0.0,2,1,2,5,6,3,6,15,0.0
609,Romania,ROU,Summer,1996,1633010.6439999999,22619004.0,0.07219639927558259,4,7,9,20,12,21,27,60,3.6741952797706326e-05
610,Russian Federation,RUS,Summer,1996,2643929.199,148160129.0,0.01784507894833164,26,21,16,63,78,63,48,189,7.148451632951613e-05
611,Slovak Republic,SVK,Summer,1996,5196940.38,5373361.0,0.9671675474623797,1,1,1,3,3,3,3,9,1.7317881949609744e-06
612,Sweden,SWE,Summer,1996,32998968.159999996,8840998.0,3.7324935669027406,2,4,2,8,6,12,6,24,7.272954682592719e-07
613,Syrian Arab Republic,SYR,Summer,1996,4184294.4399999995,14708879.0,0.2844740540730534,1,0,0,1,3,0,0,3,7.169667534199626e-07
614,Thailand,THA,Summer,1996,3039890.1,60211096.0,0.050487207540616766,1,0,1,2,3,0,3,6,1.973755564387015e-06
615,Trinidad and Tobago,TTO,Summer,1996,4385098.699999999,1313434.0,3.3386517327859635,0,0,2,2,0,0,6,6,1.3682702284443451e-06
616,Tunisia,TUN,Summer,1996,2077007.469,9430550.0,0.2202424534093982,0,0,1,1,0,0,3,3,1.4443857543971114e-06
617,Turkiye,TUR,Summer,1996,3009855.034,60293786.0,0.049919821488735173,4,1,1,6,12,3,3,18,5.9803544677959396e-06
618,Uganda,UGA,Summer,1996,284456.8035,21249572.0,0.013386472136944686,0,0,1,1,0,0,3,3,1.0546416760251615e-05
619,Ukraine,UKR,Summer,1996,872698.7305000001,51057800.0,0.017092368462800985,9,2,12,23,27,6,36,69,7.90650857948051e-05
620,United States,USA,Summer,1996,29967712.72,269394000.0,0.11124120329331759,44,32,25,101,132,96,75,303,1.0110881762350264e-05
621,Uzbekistan,UZB,Summer,1996,600598.1577999999,23225000.0,0.025859985265877284,0,1,1,2,0,3,3,6,9.990040632122634e-06
622,Australia,AUS,Winter,1998,21478385.16,18607584.0,1.154281241455097,0,0,1,1,0,0,3,3,1.3967530508704222e-07
623,Austria,AUT,Winter,1998,27361875.11,7976789.0,3.4301866465315807,3,5,9,17,9,15,27,51,1.8639073453471369e-06
624,Belgium,BEL,Winter,1998,25338443.29,10203008.0,2.4834287388581875,0,0,1,1,0,0,3,3,1.1839717087844824e-07
625,Belarus,BLR,Winter,1998,1511325.3159999999,10071963.0,0.15005270730243944,0,0,2,2,0,0,6,6,3.970025471339356e-06
